,Player,Tm,G,3P,3P%,2P,2P%,FT%,ORB,DRB,AST,STL,BLK,TOV,PTS,ORB%,DRB%,AST%,STL%,BLK%,USG%,PG%,SG%,SF%,PF%,C%,PGA,Blkd,Dist.,%2PFGA,0-3%FGA,3-10%FGA,10-16%FGA,16-3P%FGA,%3PFGA,0-3FG%,3-10FG%,10-16FG%,16-3PFG%,2P%A,3P%A,Dunk%FGA,C3%3PA,C33P%,Season,TruePos
9892,Glen Rice,NYK,75.0,1.1,0.389,3.3,0.46,0.852,0.8,3.3,1.2,0.5,0.2,1.3,12.0,3.4,13.0,7.4,1.0,0.5,20.5,0.0,1.0,80.0,19.0,0.0,203.0,36.0,15.2,0.719,0.17,0.121,0.144,0.285,0.281,0.57,0.418,0.407,0.439,0.546,0.915,0.007,0.27,0.491,,3.18
9893,Quentin Richardson,LAC,76.0,0.7,0.331,2.4,0.487,0.627,1.4,2.0,0.8,0.6,0.1,0.8,8.1,9.1,12.5,8.3,1.7,0.4,22.4,1.0,95.0,4.0,0.0,0.0,133.0,46.0,11.2,0.712,0.375,0.189,0.07,0.078,0.288,0.65,0.303,0.243,0.366,0.522,0.96,0.053,0.146,0.455,,2.03
9894,Mitch Richmond*,WAS,37.0,1.2,0.338,4.3,0.431,0.894,0.4,2.5,3.0,1.2,0.2,2.3,16.2,1.4,9.2,16.6,1.8,0.4,24.1,5.0,67.0,28.0,0.0,0.0,234.0,31.0,16.6,0.736,0.099,0.099,0.183,0.357,0.264,0.58,0.22,0.391,0.467,0.606,0.8,0.004,0.135,0.444,,2.23
9895,Isaiah Rider,LAL,67.0,0.5,0.37,2.5,0.439,0.855,0.7,1.7,1.7,0.4,0.1,1.5,7.6,4.2,10.4,15.0,1.2,0.4,22.5,18.0,75.0,7.0,0.0,0.0,246.0,23.0,14.2,0.805,0.167,0.155,0.193,0.29,0.195,0.544,0.356,0.396,0.453,0.473,0.824,0.004,0.043,0.25,,1.89
9896,Clifford Robinson,PHO,82.0,1.1,0.361,5.0,0.439,0.709,1.3,2.8,2.9,1.1,1.0,2.3,16.4,4.2,9.6,15.4,1.6,2.2,24.8,0.0,0.0,3.0,64.0,34.0,519.0,66.0,12.6,0.79,0.196,0.226,0.172,0.196,0.21,0.631,0.358,0.407,0.366,0.757,1.0,0.03,0.277,0.362,,4.35
9897,David Robinson*,SAS,80.0,0.0,0.0,5.0,0.487,0.747,2.6,6.0,1.5,1.0,2.5,1.5,14.4,10.4,22.0,8.8,1.8,5.8,22.8,0.0,0.0,0.0,0.0,100.0,260.0,68.0,7.1,0.999,0.417,0.205,0.259,0.118,0.001,0.668,0.29,0.408,0.361,0.743,,0.145,0.0,,,5.0
9898,Eddie Robinson,CHH,67.0,0.0,0.5,3.2,0.531,0.727,0.9,2.1,0.9,0.7,0.5,0.6,7.4,5.7,13.1,9.4,2.2,2.0,18.8,0.0,37.0,60.0,3.0,0.0,120.0,5.0,10.7,0.99,0.258,0.115,0.339,0.278,0.01,0.762,0.511,0.478,0.389,0.822,1.0,0.066,0.5,1.0,,2.66
9899,Glenn Robinson,MIL,76.0,0.7,0.299,8.3,0.493,0.82,1.6,5.3,3.3,1.1,0.8,2.9,22.0,5.0,16.1,16.5,1.6,1.6,29.2,0.0,2.0,78.0,20.0,1.0,575.0,72.0,12.9,0.874,0.145,0.169,0.362,0.199,0.126,0.602,0.494,0.487,0.424,0.566,0.873,0.028,0.185,0.206,,3.23
9900,Larry Robinson,TOT,34.0,1.3,0.379,0.7,0.338,0.875,0.7,1.9,1.1,0.8,0.1,0.7,5.9,4.0,11.4,9.1,2.3,0.2,15.5,96.0,4.0,0.0,0.0,0.0,79.0,4.0,21.1,0.37,0.027,0.027,0.158,0.158,0.63,0.4,0.2,0.414,0.276,0.478,0.909,0.0,0.474,0.418,,1.04
9901,Carlos Rogers,HOU,39.0,0.0,0.0,1.9,0.688,0.558,1.2,2.3,0.2,0.3,0.5,0.4,4.6,10.5,18.9,2.7,1.0,2.3,12.7,0.0,0.0,0.0,6.0,95.0,20.0,12.0,2.6,0.991,0.755,0.173,0.027,0.036,0.009,0.819,0.263,0.667,0.0,0.72,,0.2,0.0,,,4.99
9902,Rodney Rogers,PHO,82.0,0.7,0.296,3.9,0.467,0.761,1.1,3.2,2.2,1.2,0.6,1.9,12.2,4.8,14.0,14.5,2.3,1.6,23.3,0.0,1.0,37.0,60.0,3.0,386.0,59.0,11.3,0.784,0.308,0.186,0.107,0.183,0.216,0.6,0.325,0.372,0.444,0.611,0.964,0.035,0.28,0.208,,3.68
9903,Sean Rooks,LAC,82.0,0.0,0.5,2.0,0.427,0.748,1.1,2.6,0.9,0.4,0.8,0.9,5.4,6.9,15.2,8.1,1.2,2.9,15.8,0.0,0.0,0.0,13.0,87.0,170.0,15.0,12.8,0.995,0.149,0.152,0.233,0.461,0.005,0.661,0.283,0.446,0.39,0.804,1.0,0.015,0.0,,,4.87
9904,Jalen Rose,IND,72.0,0.8,0.339,7.1,0.476,0.828,0.5,4.5,6.0,0.9,0.6,2.9,20.5,1.5,12.0,28.7,1.2,1.0,25.5,3.0,57.0,41.0,0.0,0.0,958.0,53.0,13.6,0.86,0.111,0.203,0.26,0.286,0.14,0.652,0.44,0.474,0.434,0.528,0.864,0.007,0.42,0.384,,2.4
9905,Malik Rose,SAS,57.0,0.1,0.176,2.8,0.447,0.713,1.7,3.7,0.8,1.0,0.7,1.3,7.7,9.3,18.8,6.6,2.6,2.3,19.8,0.0,0.0,19.0,79.0,3.0,106.0,47.0,8.6,0.954,0.399,0.204,0.177,0.174,0.046,0.605,0.267,0.385,0.359,0.694,1.0,0.068,0.412,0.286,,3.88
9906,Michael Ruffin,CHI,45.0,0.0,,0.9,0.444,0.506,2.2,3.6,0.9,0.7,0.8,1.0,2.6,13.1,22.6,6.9,1.8,3.2,9.0,0.0,0.0,5.0,94.0,1.0,88.0,12.0,2.0,1.0,0.789,0.144,0.044,0.022,0.0,0.493,0.308,0.0,0.5,0.625,,0.2,,,,3.96
9907,Bryon Russell,UTA,78.0,1.2,0.413,2.7,0.453,0.779,1.2,3.0,2.1,1.2,0.3,1.4,12.0,4.8,11.6,10.4,2.1,0.7,17.5,0.0,36.0,64.0,0.0,0.0,342.0,44.0,13.9,0.671,0.313,0.073,0.054,0.231,0.329,0.589,0.235,0.316,0.37,0.77,0.958,0.033,0.3,0.493,,2.64
9908,Arvydas Sabonis*,POR,61.0,0.0,0.067,4.0,0.491,0.776,0.8,4.6,1.5,0.7,1.0,1.4,10.1,4.9,24.9,12.3,1.7,3.5,24.0,0.0,0.0,0.0,0.0,100.0,196.0,24.0,9.6,0.971,0.298,0.312,0.089,0.271,0.029,0.662,0.447,0.326,0.407,0.833,1.0,0.043,0.0,,,5.0
9909,Soumaila Samake,NJN,34.0,0.0,,0.5,0.375,0.417,0.6,0.9,0.0,0.1,0.4,0.1,1.4,10.9,16.2,0.7,0.5,4.6,12.6,0.0,0.0,0.0,18.0,82.0,2.0,6.0,5.2,1.0,0.521,0.25,0.208,0.021,0.0,0.52,0.167,0.3,0.0,0.444,,0.167,,,,4.82
9910,Pepe Sánchez,TOT,29.0,0.0,0.0,0.3,0.333,1.0,0.1,0.4,1.4,0.4,0.0,0.2,0.7,2.3,8.9,41.3,3.9,0.5,10.5,87.0,13.0,0.0,0.0,0.0,85.0,1.0,12.9,0.964,0.143,0.179,0.286,0.357,0.036,0.75,0.0,0.125,0.5,0.778,,0.0,0.0,,,1.13
9911,Daniel Santiago,PHO,54.0,0.0,,1.2,0.478,0.689,0.6,1.2,0.2,0.3,0.4,0.9,3.1,6.7,13.3,3.0,1.5,2.6,16.0,0.0,0.0,0.0,2.0,98.0,22.0,21.0,5.5,1.0,0.485,0.299,0.09,0.127,0.0,0.692,0.225,0.417,0.294,0.766,,0.172,,,,4.98
9912,Detlef Schrempf,POR,26.0,0.1,0.375,1.4,0.414,0.852,0.7,2.3,1.7,0.3,0.1,1.1,4.0,5.3,17.7,16.8,0.9,0.6,15.8,0.0,1.0,44.0,55.0,0.0,93.0,3.0,11.7,0.916,0.2,0.263,0.147,0.305,0.084,0.526,0.44,0.357,0.345,0.556,1.0,0.021,0.125,1.0,,3.54
9913,Shawnelle Scott,SAS,27.0,0.0,,0.6,0.415,0.409,0.9,1.0,0.1,0.2,0.2,0.4,1.6,19.0,20.2,4.6,1.9,2.9,20.1,0.0,0.0,0.0,1.0,100.0,9.0,8.0,3.2,1.0,0.561,0.366,0.073,0.0,0.0,0.652,0.133,0.0,,0.647,,0.024,,,,5.04
9914,Brian Shaw,LAL,80.0,0.5,0.311,1.5,0.442,0.797,0.6,3.2,3.2,0.6,0.3,1.2,5.3,3.0,15.6,20.4,1.4,1.0,13.1,41.0,59.0,1.0,0.0,0.0,564.0,19.0,14.7,0.672,0.251,0.122,0.097,0.202,0.328,0.515,0.4,0.4,0.398,0.607,0.976,0.0,0.059,0.75,,1.62
9915,Brian Skinner,LAC,39.0,0.0,,1.6,0.398,0.542,1.4,2.9,0.5,0.4,0.3,0.8,4.1,11.1,21.5,5.0,1.3,1.3,17.3,0.0,0.0,0.0,81.0,19.0,40.0,29.0,5.3,1.0,0.416,0.404,0.124,0.056,0.0,0.582,0.308,0.2,0.111,0.594,,0.099,,,,4.19
9916,Reggie Slater,MIN,55.0,0.0,,1.6,0.514,0.673,1.4,2.0,0.5,0.3,0.2,0.8,4.6,12.9,18.2,5.7,1.4,0.9,17.6,0.0,0.0,7.0,91.0,2.0,57.0,31.0,4.2,1.0,0.577,0.286,0.04,0.097,0.0,0.653,0.32,0.286,0.353,0.644,,0.08,,,,3.95
9917,Joe Smith,DET,69.0,0.0,0.0,4.5,0.405,0.805,2.3,4.8,1.1,0.7,0.7,1.3,12.3,8.7,18.6,7.1,1.2,1.8,21.9,0.0,0.0,1.0,90.0,9.0,177.0,47.0,10.5,0.993,0.244,0.226,0.175,0.348,0.007,0.497,0.341,0.351,0.41,0.63,,0.027,0.4,0.0,,4.08
9918,Michael Smith,WAS,79.0,0.0,0.0,1.3,0.488,0.578,2.2,4.9,1.3,0.7,0.5,0.8,3.8,12.3,28.9,9.6,1.8,1.6,9.6,0.0,0.0,12.0,83.0,4.0,221.0,30.0,3.7,0.995,0.606,0.289,0.083,0.018,0.005,0.644,0.222,0.333,0.25,0.594,,0.06,0.0,,,3.88
9919,Mike Smith,WAS,17.0,0.2,0.167,0.9,0.39,0.625,0.6,0.7,0.6,0.3,0.2,0.4,3.0,6.4,7.9,9.0,1.4,1.2,18.1,0.0,2.0,85.0,13.0,0.0,20.0,5.0,13.5,0.695,0.305,0.153,0.034,0.203,0.305,0.5,0.222,0.0,0.417,0.813,0.667,0.017,0.222,0.0,,3.11
9920,Steve Smith,POR,81.0,1.0,0.339,3.5,0.504,0.89,1.1,2.3,2.6,0.6,0.3,1.7,13.6,4.2,8.4,13.6,1.0,0.7,19.7,6.0,93.0,2.0,0.0,0.0,474.0,30.0,13.9,0.708,0.239,0.126,0.152,0.192,0.292,0.644,0.444,0.4,0.45,0.516,0.833,0.009,0.296,0.412,,1.98
9921,Eric Snow,PHI,50.0,0.1,0.263,3.5,0.425,0.792,0.5,2.8,7.4,1.5,0.1,2.5,9.8,1.8,8.8,33.9,2.3,0.3,16.3,100.0,0.0,0.0,0.0,0.0,789.0,31.0,11.7,0.956,0.202,0.147,0.359,0.248,0.044,0.693,0.203,0.397,0.38,0.503,0.8,0.002,0.053,0.0,,1.0
9922,Felton Spencer,NYK,18.0,0.0,,0.7,0.6,0.6,0.9,1.1,0.1,0.1,0.1,0.6,2.2,17.7,19.7,3.0,1.0,1.4,18.2,0.0,0.0,0.0,0.0,100.0,4.0,1.0,1.3,1.0,0.75,0.25,0.0,0.0,0.0,0.667,0.4,,,0.75,,0.05,,,,5.0
9923,Latrell Sprewell,NYK,77.0,0.5,0.304,6.3,0.446,0.783,0.6,3.9,3.5,1.4,0.4,2.8,17.7,2.0,11.6,17.2,1.9,0.8,25.8,0.0,37.0,63.0,1.0,0.0,615.0,60.0,11.9,0.889,0.222,0.171,0.244,0.252,0.111,0.605,0.413,0.416,0.355,0.354,0.805,0.008,0.2,0.407,,2.67
9924,Jerry Stackhouse,DET,80.0,2.1,0.351,7.6,0.418,0.822,1.2,2.7,5.1,1.2,0.7,4.1,29.8,3.2,7.3,25.8,1.5,1.2,35.2,0.0,50.0,49.0,0.0,0.0,900.0,103.0,14.5,0.755,0.231,0.049,0.179,0.295,0.245,0.592,0.234,0.348,0.355,0.431,0.777,0.025,0.288,0.338,,2.47
9925,John Starks,UTA,75.0,0.9,0.352,2.8,0.415,0.802,0.4,1.7,2.4,1.0,0.1,1.3,9.3,1.7,7.2,13.5,1.8,0.4,18.0,0.0,99.0,1.0,0.0,0.0,372.0,32.0,16.3,0.735,0.171,0.069,0.077,0.418,0.265,0.556,0.234,0.283,0.411,0.818,0.953,0.003,0.473,0.419,,2.01
9926,Vladimir Stepania,NJN,29.0,0.0,0.25,0.9,0.321,0.735,1.2,2.6,0.6,0.3,0.4,0.7,2.8,14.0,31.2,9.4,1.9,2.9,19.8,0.0,0.0,0.0,0.0,100.0,37.0,6.0,9.0,0.955,0.443,0.125,0.091,0.295,0.045,0.41,0.273,0.375,0.192,0.667,1.0,0.034,0.25,0.0,,5.0
9927,DeShawn Stevenson,UTA,40.0,0.0,0.083,0.8,0.38,0.684,0.2,0.5,0.5,0.3,0.1,0.7,2.2,3.9,7.9,9.6,1.8,0.6,21.3,0.0,98.0,2.0,0.0,0.0,37.0,11.0,8.8,0.868,0.451,0.165,0.077,0.176,0.132,0.585,0.267,0.0,0.125,0.767,1.0,0.077,0.5,0.0,,2.02
9928,Michael Stewart,TOR,26.0,0.0,,0.4,0.324,0.611,0.6,0.5,0.1,0.2,0.1,0.2,1.3,14.3,12.2,2.4,1.7,1.7,17.1,0.0,0.0,0.0,27.0,73.0,4.0,6.0,6.0,1.0,0.5,0.176,0.294,0.029,0.0,0.471,0.0,0.3,0.0,0.364,,0.059,,,,4.73
9929,Bryant Stith,BOS,78.0,1.2,0.376,2.0,0.417,0.845,0.8,2.8,2.2,1.2,0.2,1.2,9.7,2.9,10.7,11.2,1.9,0.4,14.4,1.0,97.0,3.0,0.0,0.0,397.0,43.0,15.9,0.604,0.165,0.128,0.088,0.223,0.396,0.525,0.359,0.315,0.412,0.61,0.978,0.005,0.517,0.4,,2.04
9930,John Stockton*,UTA,82.0,0.7,0.462,3.3,0.514,0.817,0.7,2.1,8.7,1.6,0.3,2.5,11.5,2.9,8.8,48.7,2.9,0.7,18.8,100.0,0.0,0.0,0.0,0.0,1501.0,36.0,11.9,0.797,0.352,0.077,0.126,0.243,0.203,0.616,0.3,0.415,0.487,0.419,0.787,0.0,0.106,0.714,,1.0
9931,Peja Stojaković,SAC,75.0,1.9,0.4,5.5,0.501,0.856,1.2,4.5,2.2,1.2,0.2,1.9,20.4,3.5,12.3,9.6,1.6,0.3,22.4,0.0,9.0,86.0,5.0,0.0,358.0,72.0,14.4,0.697,0.22,0.134,0.116,0.228,0.303,0.701,0.365,0.413,0.432,0.605,0.84,0.012,0.264,0.379,,2.96
9932,Damon Stoudamire,POR,82.0,1.0,0.374,4.0,0.453,0.831,0.8,2.9,5.7,1.3,0.1,2.3,13.0,3.2,10.2,29.1,2.1,0.2,21.3,100.0,0.0,0.0,0.0,0.0,992.0,53.0,14.2,0.766,0.229,0.113,0.118,0.306,0.234,0.542,0.387,0.364,0.444,0.346,0.805,0.0,0.16,0.371,,1.0
9933,Erick Strickland,TOT,50.0,0.6,0.316,1.0,0.297,0.861,0.4,2.2,1.9,0.9,0.0,1.0,5.2,2.6,15.2,18.6,2.9,0.2,19.9,14.0,79.0,7.0,0.0,0.0,210.0,16.0,15.8,0.644,0.202,0.086,0.142,0.213,0.356,0.407,0.087,0.316,0.263,0.549,0.933,0.007,0.211,0.45,,1.93
9934,Mark Strickland,TOT,55.0,0.0,0.5,1.9,0.43,0.643,1.0,1.9,0.4,0.3,0.4,0.6,4.6,8.1,16.7,5.6,1.2,2.1,18.9,0.0,0.0,25.0,73.0,2.0,53.0,15.0,10.0,0.992,0.364,0.084,0.192,0.351,0.008,0.598,0.2,0.304,0.381,0.725,1.0,0.1,0.5,1.0,,3.77
9935,Rod Strickland,TOT,54.0,0.1,0.235,3.3,0.432,0.751,0.7,1.9,5.6,1.0,0.1,2.0,9.2,3.1,9.0,37.1,2.0,0.3,20.1,95.0,6.0,0.0,0.0,0.0,636.0,27.0,10.8,0.96,0.303,0.138,0.21,0.31,0.04,0.662,0.271,0.289,0.376,0.331,0.25,0.0,0.0,,,1.07
9936,Derek Strong,LAC,28.0,0.0,0.0,1.6,0.388,0.757,1.2,2.6,0.3,0.5,0.0,0.8,4.2,8.2,16.8,2.3,1.5,0.1,14.6,0.0,0.0,66.0,34.0,1.0,15.0,13.0,9.5,0.991,0.35,0.145,0.179,0.316,0.009,0.463,0.176,0.476,0.351,0.644,,0.017,0.0,,,3.39
9937,Bruno Šundov,IND,11.0,0.0,0.0,1.8,0.541,0.6,0.4,1.7,0.2,0.2,0.4,0.3,3.9,3.9,17.4,3.1,0.9,2.4,18.0,0.0,0.0,0.0,0.0,100.0,5.0,1.0,13.9,0.902,0.098,0.22,0.195,0.39,0.098,1.0,0.667,0.25,0.5,0.9,,0.049,0.25,0.0,,5.0
9938,Bob Sura,GSW,53.0,0.9,0.273,2.9,0.448,0.714,1.0,3.3,4.6,1.0,0.2,3.0,11.1,3.1,11.9,23.1,1.6,0.3,19.1,1.0,53.0,46.0,1.0,0.0,519.0,33.0,12.1,0.668,0.359,0.145,0.046,0.118,0.332,0.629,0.147,0.292,0.328,0.458,0.745,0.002,0.221,0.368,,2.49
9939,Stromile Swift,VAN,80.0,0.0,0.0,1.9,0.457,0.603,1.4,2.2,0.4,0.8,1.0,0.8,4.9,9.6,15.1,3.5,2.5,4.3,16.2,0.0,0.0,0.0,62.0,38.0,64.0,41.0,6.1,0.988,0.44,0.316,0.139,0.094,0.012,0.631,0.336,0.277,0.313,0.732,,0.198,0.0,,,4.38
9940,Wally Szczerbiak,MIN,82.0,0.3,0.338,5.4,0.526,0.87,1.6,3.8,3.2,0.7,0.4,1.7,14.0,5.3,12.7,14.5,1.1,0.8,18.2,0.0,0.0,95.0,4.0,0.0,571.0,48.0,12.9,0.916,0.223,0.126,0.154,0.413,0.084,0.688,0.414,0.415,0.513,0.804,0.923,0.008,0.286,0.318,,3.01
9941,Žan Tabak,IND,55.0,0.0,,1.8,0.527,0.426,1.2,2.7,0.6,0.2,0.5,1.0,3.9,9.8,20.9,7.3,0.7,2.8,15.8,0.0,0.0,0.0,0.0,100.0,71.0,11.0,7.3,1.0,0.349,0.392,0.048,0.21,0.0,0.615,0.616,0.222,0.282,0.633,,0.038,,,,5.0
9942,Dragan Tarlać,CHI,43.0,0.0,,0.9,0.394,0.758,0.9,2.0,0.7,0.2,0.4,0.9,2.4,7.1,17.5,8.4,0.6,2.4,11.8,0.0,0.0,0.0,13.0,88.0,65.0,7.0,8.1,1.0,0.232,0.394,0.242,0.131,0.0,0.478,0.462,0.25,0.308,0.795,,0.02,,,,4.92
9943,Maurice Taylor,HOU,69.0,0.0,0.0,5.7,0.492,0.735,1.6,3.9,1.5,0.4,0.6,1.8,13.0,6.6,15.4,9.7,0.8,1.3,23.2,0.0,0.0,6.0,92.0,2.0,228.0,45.0,10.6,0.995,0.247,0.203,0.235,0.31,0.005,0.69,0.451,0.422,0.413,0.567,,0.066,0.0,,,3.96
9944,Jason Terry,ATL,82.0,1.5,0.395,5.8,0.448,0.846,0.5,2.8,4.9,1.3,0.1,2.9,19.7,1.5,8.2,24.3,1.8,0.3,25.5,21.0,74.0,5.0,0.0,0.0,853.0,87.0,15.1,0.77,0.131,0.121,0.225,0.293,0.23,0.564,0.355,0.445,0.438,0.339,0.774,0.007,0.175,0.327,,1.84
9945,Kenny Thomas,HOU,74.0,0.3,0.272,2.4,0.485,0.722,1.6,4.0,1.0,0.5,0.6,1.6,7.1,8.0,18.3,6.7,1.2,1.6,16.1,0.0,0.0,10.0,56.0,34.0,179.0,47.0,9.2,0.802,0.432,0.198,0.06,0.112,0.198,0.647,0.326,0.321,0.231,0.575,1.0,0.067,0.098,0.333,,4.24
9946,Kurt Thomas,NYK,77.0,0.0,0.333,4.1,0.512,0.814,2.2,4.5,0.8,0.8,0.9,1.3,10.4,10.1,18.9,5.4,1.6,2.6,18.5,0.0,0.0,0.0,60.0,40.0,141.0,44.0,6.0,0.995,0.422,0.301,0.189,0.083,0.005,0.707,0.443,0.267,0.333,0.735,1.0,0.021,0.333,1.0,,4.4
9947,Tim Thomas,MIL,76.0,1.4,0.412,2.9,0.44,0.771,1.0,3.1,1.8,1.0,0.6,1.5,12.6,4.3,12.6,10.5,1.9,1.6,21.3,0.0,0.0,13.0,68.0,19.0,321.0,43.0,14.2,0.657,0.251,0.109,0.173,0.124,0.343,0.574,0.349,0.359,0.362,0.621,0.972,0.061,0.327,0.471,,4.06
9948,Otis Thorpe,CHH,49.0,0.0,,1.2,0.45,0.833,1.0,1.9,0.6,0.2,0.1,0.7,2.8,8.9,16.7,7.3,1.0,0.8,12.4,0.0,0.0,0.0,94.0,6.0,64.0,4.0,8.7,1.0,0.382,0.176,0.16,0.282,0.0,0.64,0.391,0.286,0.324,0.712,,0.053,,,,4.06
9949,Robert Traylor,CLE,70.0,0.0,0.0,2.3,0.5,0.567,1.8,2.5,0.9,0.7,1.1,1.4,5.7,11.9,16.8,8.7,2.1,4.6,18.0,0.0,0.0,0.0,20.0,80.0,139.0,46.0,4.1,0.994,0.549,0.321,0.083,0.04,0.006,0.68,0.298,0.259,0.154,0.64,,0.133,0.5,0.0,,4.8
9950,Gary Trent,DAL,33.0,0.0,0.0,1.7,0.442,0.528,1.2,1.6,0.3,0.4,0.2,0.7,4.0,14.0,18.1,5.2,2.1,1.8,23.9,0.0,0.0,32.0,56.0,12.0,21.0,21.0,5.1,0.992,0.431,0.423,0.115,0.023,0.008,0.571,0.309,0.467,0.333,0.632,,0.046,0.0,,,3.8
9951,Jake Tsakalidis,PHO,57.0,0.0,,1.8,0.47,0.593,1.5,2.8,0.3,0.2,1.0,1.2,4.5,9.8,19.4,3.2,0.5,4.2,15.1,0.0,0.0,0.0,0.0,100.0,40.0,26.0,4.8,1.0,0.47,0.353,0.102,0.074,0.0,0.644,0.355,0.182,0.313,0.663,,0.158,,,,5.0
9952,Hedo Türkoğlu,SAC,74.0,0.4,0.326,1.5,0.442,0.777,0.7,2.2,0.9,0.7,0.3,0.7,5.3,4.4,13.6,8.3,2.1,1.3,15.6,0.0,1.0,82.0,17.0,0.0,154.0,21.0,13.1,0.743,0.263,0.14,0.116,0.224,0.257,0.568,0.319,0.282,0.453,0.455,0.821,0.018,0.453,0.359,,3.16
9953,Nick Van Exel,DEN,71.0,1.9,0.377,4.6,0.431,0.819,0.6,2.8,8.5,0.9,0.3,2.3,17.7,1.8,8.1,38.4,1.2,0.5,23.0,100.0,0.0,0.0,0.0,0.0,1315.0,39.0,14.9,0.678,0.165,0.202,0.119,0.192,0.322,0.552,0.431,0.379,0.36,0.246,0.644,0.0,0.078,0.286,,1.0
9954,Keith Van Horn,NJN,49.0,1.3,0.382,5.0,0.452,0.806,1.6,5.5,1.7,0.8,0.4,2.1,17.0,5.0,18.3,9.0,1.2,0.9,23.4,0.0,0.0,40.0,60.0,0.0,185.0,65.0,12.5,0.76,0.24,0.199,0.161,0.16,0.24,0.606,0.426,0.351,0.354,0.613,0.954,0.035,0.188,0.375,,3.6
9955,David Vanterpool,WAS,22.0,0.0,0.0,2.1,0.442,0.6,0.7,1.0,3.0,1.0,0.1,1.7,5.5,4.2,6.4,26.4,2.9,0.5,18.3,86.0,14.0,0.0,0.0,0.0,138.0,11.0,10.7,0.945,0.282,0.282,0.082,0.3,0.055,0.645,0.419,0.444,0.273,0.391,,0.0,0.333,0.0,,1.14
9956,Jacque Vaughn,UTA,82.0,0.4,0.385,1.7,0.444,0.78,0.2,1.6,3.9,0.6,0.0,1.6,6.1,1.4,9.9,31.0,1.6,0.2,16.9,82.0,18.0,0.0,0.0,0.0,698.0,21.0,14.1,0.802,0.277,0.059,0.074,0.392,0.198,0.532,0.435,0.345,0.403,0.357,0.467,0.0,0.077,0.5,,1.18
9957,Loy Vaught,TOT,51.0,0.0,,1.6,0.473,0.8,1.0,2.4,0.5,0.4,0.1,0.5,3.3,10.7,24.8,6.8,2.0,0.9,16.4,0.0,0.0,15.0,60.0,25.0,49.0,8.0,10.8,1.0,0.278,0.112,0.213,0.396,0.0,0.702,0.368,0.417,0.373,0.725,,0.024,,,,4.1
9958,Jake Voskuhl,CHI,16.0,0.0,,0.7,0.44,0.571,0.8,1.4,0.3,0.3,0.4,0.8,1.9,9.6,19.0,5.7,1.9,3.1,14.0,0.0,0.0,0.0,8.0,92.0,10.0,4.0,4.4,1.0,0.48,0.36,0.16,0.0,0.0,0.583,0.222,0.5,,0.455,,0.12,,,,4.92
9959,Antoine Walker,BOS,81.0,2.7,0.367,6.0,0.439,0.716,1.9,7.0,5.5,1.7,0.6,3.7,23.4,5.0,20.4,26.8,2.1,1.1,29.1,0.0,0.0,3.0,96.0,1.0,960.0,116.0,12.7,0.649,0.313,0.191,0.063,0.082,0.351,0.566,0.314,0.284,0.362,0.353,0.932,0.011,0.09,0.37,,3.98
9960,Samaki Walker,SAS,61.0,0.0,0.333,2.0,0.482,0.629,1.1,2.9,0.5,0.2,0.7,1.1,5.3,8.3,19.7,5.0,0.6,2.9,18.3,0.0,0.0,0.0,81.0,19.0,67.0,22.0,8.3,0.988,0.317,0.29,0.226,0.155,0.012,0.7,0.329,0.421,0.41,0.617,0.0,0.107,0.0,,,4.19
9961,Ben Wallace*,DET,80.0,0.0,0.25,2.7,0.492,0.336,3.8,9.4,1.5,1.3,2.3,1.5,6.4,11.5,29.6,6.8,2.0,4.8,10.4,0.0,0.0,0.0,24.0,76.0,281.0,40.0,3.7,0.991,0.665,0.196,0.059,0.073,0.009,0.61,0.233,0.308,0.281,0.551,1.0,0.191,0.0,,,4.76
9962,John Wallace,DET,40.0,0.1,0.133,2.5,0.443,0.778,0.6,1.5,0.6,0.3,0.4,0.9,5.9,5.0,12.0,8.0,1.2,2.1,24.0,0.0,1.0,62.0,36.0,0.0,53.0,13.0,12.2,0.936,0.216,0.089,0.309,0.322,0.064,0.569,0.381,0.356,0.461,0.51,1.0,0.025,0.067,0.0,,3.32
9963,Rasheed Wallace,POR,77.0,0.7,0.321,7.0,0.53,0.766,1.9,5.9,2.8,1.2,1.8,2.1,19.2,6.2,17.9,12.9,1.6,3.4,23.4,0.0,0.0,3.0,92.0,5.0,463.0,35.0,11.5,0.862,0.252,0.205,0.18,0.226,0.138,0.707,0.444,0.491,0.44,0.727,0.981,0.086,0.185,0.267,,4.02
9964,Charlie Ward,NYK,61.0,1.1,0.383,1.4,0.444,0.8,0.5,2.1,4.5,1.1,0.2,1.8,7.1,2.7,10.0,31.1,2.6,0.5,16.9,95.0,5.0,0.0,0.0,0.0,586.0,11.0,15.8,0.531,0.263,0.088,0.043,0.137,0.469,0.5,0.212,0.313,0.529,0.205,0.672,0.0,0.217,0.395,,1.05
9965,Clarence Weatherspoon,CLE,82.0,0.0,,4.2,0.501,0.79,2.7,7.0,1.3,1.0,1.3,1.4,11.3,9.3,23.9,6.2,1.6,2.8,15.2,0.0,0.0,0.0,93.0,7.0,217.0,91.0,5.6,1.0,0.465,0.305,0.145,0.085,0.0,0.63,0.365,0.41,0.441,0.631,,0.082,,,,4.07
