Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,-9999,Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#,-9999,Season
476,Tyrell Terry,PG,20,DAL,11,0,5.1,0.5,1.5,0.313,0,0.6,0,0.5,0.8,0.556,0.313,0.1,0.3,0.333,0,0.5,0.5,0.5,0.5,0,0.2,0.2,1,terryty01,476,Tyrell Terry,PG,20,DAL,11,0,56,4.4,14.1,0.313,0,6.2,0,4.4,7.9,0.556,0.9,2.6,0.333,0,5.3,5.3,5.3,4.4,0,1.8,1.8,9.7,,75,108,terryty01,476,Tyrell Terry,PG,20,DAL,11,56,6,0.318,0.438,0.188,0,11.7,5.9,14,4.4,0,10.4,15.3,,-0.1,0.1,-0.1,-0.049,,-7.5,2.6,-5,0,terryty01,476,Tyrell Terry,PG,20,DAL,11,56,100%,,,,,-1.6,-3.9,2,0,2,0,0,1,13,0,0,terryty01,476,Tyrell Terry,PG,20,DAL,11,56,0.313,14.6,,0.563,0.313,0.125,0.063,0.063,0.438,,0.556,1,0,0,0,0,,0.2,,,0,0,,0,,,0,0,terryty01,2021
477,Daniel Theis,C,28,TOT,65,51,24.6,3.9,7.2,0.541,0.8,2.3,0.322,3.1,4.8,0.646,0.593,1.1,1.7,0.673,1.4,4,5.5,1.7,0.6,0.9,1,2.6,9.6,theisda01,477,Daniel Theis,C,28,TOT,65,51,1601,7.7,14.2,0.541,1.5,4.6,0.322,6.2,9.6,0.646,2.3,3.3,0.673,2.8,8,10.8,3.3,1.2,1.7,2,5.1,19.1,,120,111,theisda01,477,Daniel Theis,C,28,TOT,65,1601,15,0.609,0.326,0.236,6.5,18.3,12.4,9.5,1.2,3.3,11.4,15.6,,2.4,1.8,4.3,0.128,,-0.7,0.7,0,0.8,theisda01,477,Daniel Theis,C,28,TOT,65,1601,,,,20%,80%,-1.4,-1.9,29,12,90,19,48,9,257,12,26,theisda01,477,Daniel Theis,C,28,TOT,65,1601,0.541,12.6,,0.674,0.315,0.157,0.124,0.077,0.326,,0.646,0.776,0.548,0.5,0.556,0.322,,0.818,1,,0.165,71,,0.217,0.273,,1,0,theisda01,2021
477,Daniel Theis,C,28,BOS,42,37,24.5,3.8,6.9,0.552,0.8,2.3,0.347,3,4.6,0.653,0.609,1.1,1.6,0.687,1.3,4,5.2,1.6,0.6,1,1,2.9,9.5,theisda01,477,Daniel Theis,C,28,BOS,42,37,1027,7.6,13.7,0.552,1.6,4.5,0.347,6,9.2,0.653,2.2,3.2,0.687,2.6,7.9,10.5,3.2,1.2,2,2,5.7,18.9,,123,112,theisda01,477,Daniel Theis,C,28,BOS,42,1027,15,0.625,0.33,0.233,5.8,18.1,11.9,9.3,1.2,3.9,11.4,15,,1.7,1.2,2.9,0.134,,-0.6,1,0.4,0.6,theisda01,477,Daniel Theis,C,28,BOS,42,1027,,,,,100%,1.9,1.4,18,7,65,13,25,7,162,5,14,theisda01,477,Daniel Theis,C,28,BOS,42,1027,0.552,12.9,,0.67,0.299,0.163,0.125,0.083,0.33,,0.653,0.756,0.553,0.611,0.542,0.347,,0.825,1,,0.16,41,,0.221,0.333,,1,0,theisda01,2021
477,Daniel Theis,C,28,CHI,23,14,25,4,7.7,0.522,0.7,2.5,0.281,3.3,5.3,0.636,0.567,1.2,1.9,0.651,1.7,4.2,5.9,1.8,0.7,0.6,1.1,2,10,theisda01,477,Daniel Theis,C,28,CHI,23,14,574,7.9,15,0.522,1.4,4.8,0.281,6.5,10.2,0.636,2.4,3.6,0.651,3.3,8.2,11.5,3.5,1.4,1.2,2.1,4,19.4,,116,111,theisda01,477,Daniel Theis,C,28,CHI,23,574,14.9,0.584,0.32,0.242,7.6,18.5,13.1,10,1.4,2.1,11.3,16.8,,0.7,0.7,1.4,0.116,,-1,0.3,-0.7,0.2,theisda01,477,Daniel Theis,C,28,CHI,23,574,,,,55%,45%,-7.3,-7.7,11,5,25,6,23,2,95,7,12,theisda01,477,Daniel Theis,C,28,CHI,23,574,0.522,12.1,,0.68,0.343,0.146,0.124,0.067,0.32,,0.636,0.803,0.538,0.318,0.583,0.281,,0.805,1,,0.174,30,,0.211,0.167,,0,0,theisda01,2021
478,Brodric Thomas,SG,24,TOT,32,1,12.5,1.2,3.4,0.361,0.5,1.8,0.271,0.7,1.5,0.469,0.435,1,1.4,0.674,0.3,1.4,1.7,0.9,0.5,0.3,0.7,1.3,3.9,thomabr01,478,Brodric Thomas,SG,24,TOT,32,1,399,4.8,13.3,0.361,2,7.3,0.271,2.8,6,0.469,3.8,5.7,0.674,1,5.5,6.5,3.7,1.8,1.2,2.7,4.9,15.4,,96,114,thomabr01,478,Brodric Thomas,SG,24,TOT,32,399,8,0.487,0.546,0.426,2.2,12.9,7.4,10.7,1.8,2.2,14.6,16.4,,-0.3,0.3,0.1,0.006,,-4.7,0.3,-4.4,-0.2,thomabr01,478,Brodric Thomas,SG,24,TOT,32,399,23%,68%,9%,,,-5.3,3.2,9,9,23,3,19,2,70,2,7,thomabr01,478,Brodric Thomas,SG,24,TOT,32,399,0.361,17.4,,0.454,0.231,0.074,0.019,0.13,0.546,,0.469,0.72,0.125,0,0.286,0.271,,0.478,0.813,,0.056,6,,0.22,0.231,,0,0,thomabr01,2021
478,Brodric Thomas,SG,24,HOU,4,0,6,0.5,1.8,0.286,0.3,1.5,0.167,0.3,0.3,1,0.357,1.3,1.8,0.714,0.3,0.8,1,1,0.3,0.3,1,1.3,2.5,thomabr01,478,Brodric Thomas,SG,24,HOU,4,0,24,3.9,13.8,0.286,2,11.8,0.167,2,2,1,9.9,13.8,0.714,2,5.9,7.9,7.9,2,2,7.9,9.9,19.7,,88,113,thomabr01,478,Brodric Thomas,SG,24,HOU,4,24,7.2,0.496,0.857,1,4.3,13.9,8.9,22.7,2,3.7,28.4,24.9,,-0.1,0,0,-0.063,,-7,0.5,-6.5,0,thomabr01,478,Brodric Thomas,SG,24,HOU,4,24,77%,9%,14%,,,21.2,29.5,1,2,1,1,3,0,8,1,0,thomabr01,478,Brodric Thomas,SG,24,HOU,4,24,0.286,22.3,,0.143,0.143,0,0,0,0.857,,1,1,,,,0.167,,0,1,,0,0,,0,,,0,0,thomabr01,2021
478,Brodric Thomas,SG,24,CLE,28,1,13.4,1.3,3.6,0.366,0.5,1.9,0.283,0.8,1.7,0.458,0.441,0.9,1.4,0.667,0.3,1.5,1.8,0.9,0.5,0.3,0.6,1.3,4.1,thomabr01,478,Brodric Thomas,SG,24,CLE,28,1,375,4.9,13.3,0.366,2,7,0.283,2.9,6.3,0.458,3.4,5.1,0.667,0.9,5.5,6.4,3.4,1.8,1.2,2.4,4.6,15.1,,97,114,thomabr01,478,Brodric Thomas,SG,24,CLE,28,375,8,0.487,0.525,0.386,2,12.8,7.3,9.9,1.8,2.1,13.2,15.8,,-0.2,0.3,0.1,0.01,,-4.5,0.3,-4.3,-0.2,thomabr01,478,Brodric Thomas,SG,24,CLE,28,375,19%,72%,9%,,,-7,1.5,8,7,22,2,16,2,62,1,7,thomabr01,478,Brodric Thomas,SG,24,CLE,28,375,0.366,17.1,,0.475,0.238,0.079,0.02,0.139,0.525,,0.458,0.708,0.125,0,0.286,0.283,,0.5,0.8,,0.059,6,,0.245,0.231,,0,0,thomabr01,2021
479,Isaiah Thomas,PG,31,NOP,3,0,16,3,9,0.333,1,4,0.25,2,5,0.4,0.389,0.7,0.7,1,0.3,1,1.3,1.7,0.3,0,2,1,7.7,thomais02,479,Isaiah Thomas,PG,31,NOP,3,0,48,9,27,0.333,3,12,0.25,6,15,0.4,2,2,1,1,3,4,5,1,0,6,3,23,,79,118,thomais02,479,Isaiah Thomas,PG,31,NOP,3,48,2.4,0.412,0.444,0.074,2.3,6.8,4.5,15.1,1,0,17.7,29.7,,-0.2,0,-0.2,-0.179,,-7.8,-5.2,-13.1,-0.1,thomais02,479,Isaiah Thomas,PG,31,NOP,3,48,100%,,,,,5.8,6.4,4,1,1,0,1,2,10,0,1,thomais02,479,Isaiah Thomas,PG,31,NOP,3,48,0.333,17.1,,0.556,0.148,0.111,0.148,0.148,0.444,,0.4,0.5,0,0.75,0.25,0.25,,0.833,0.667,,0,0,,0.083,0,,0,0,thomais02,2021
480,Khyri Thomas,SG,24,HOU,5,2,30.6,6.4,13.2,0.485,1.8,5.4,0.333,4.6,7.8,0.59,0.553,1.8,1.8,1,1.4,2.2,3.6,5,1.8,1.2,1.2,1.6,16.4,thomakh01,480,Khyri Thomas,SG,24,HOU,5,2,153,9.9,20.4,0.485,2.8,8.4,0.333,7.1,12.1,0.59,2.8,2.8,1,2.2,3.4,5.6,7.7,2.8,1.9,1.9,2.5,25.4,,123,113,thomakh01,480,Khyri Thomas,SG,24,HOU,5,153,21.3,0.586,0.409,0.136,4.7,8,6.3,26.9,2.8,3.5,7.9,21.1,,0.4,0.1,0.5,0.164,,2.5,-0.1,2.4,0.2,thomakh01,480,Khyri Thomas,SG,24,HOU,5,153,7%,84%,9%,,,4.5,13.2,4,1,4,1,3,2,63,0,1,thomakh01,480,Khyri Thomas,SG,24,HOU,5,153,0.485,14.8,,0.591,0.273,0.121,0.061,0.136,0.409,,0.59,0.833,0.375,0.5,0.333,0.333,,0.522,0.667,,0.03,2,,0.259,0.286,,0,0,thomakh01,2021
481,Matt Thomas,SG,26,TOT,45,0,7.2,1.1,2.8,0.394,0.6,1.8,0.338,0.5,1,0.489,0.5,0.3,0.3,0.857,0.2,0.8,1,0.4,0.1,0,0.3,0.4,3.1,thomama02,481,Matt Thomas,SG,26,TOT,45,0,326,7.4,18.9,0.394,4,11.9,0.338,3.4,7,0.489,1.8,2.1,0.857,1,5.5,6.5,2.8,0.6,0,2.1,2.7,20.7,,103,115,thomama02,481,Matt Thomas,SG,26,TOT,45,326,9.1,0.522,0.63,0.11,2.3,12.2,7.3,8.6,0.6,0,9.5,19.5,,0,0.2,0.2,0.031,,-2.6,-2,-4.6,-0.2,thomama02,481,Matt Thomas,SG,26,TOT,45,326,28%,70%,2%,,,-10.1,-14.2,6,3,14,0,4,0,47,2,5,thomama02,481,Matt Thomas,SG,26,TOT,45,326,0.394,21,,0.37,0.063,0.063,0.071,0.173,0.63,,0.489,0.625,0.25,0.556,0.5,0.338,,0.696,0.963,,0,0,,0.213,0.471,,1,0,thomama02,2021
481,Matt Thomas,SG,26,TOR,26,0,7.4,0.9,2.4,0.387,0.7,1.6,0.415,0.3,0.8,0.333,0.524,0.2,0.3,0.857,0.1,0.7,0.8,0.3,0.1,0,0.2,0.4,2.7,thomama02,481,Matt Thomas,SG,26,TOR,26,0,192,6,15.6,0.387,4.3,10.3,0.415,1.8,5.3,0.333,1.5,1.8,0.857,0.8,4.5,5.3,2.3,0.5,0,1.5,2.5,17.9,,106,118,thomama02,481,Matt Thomas,SG,26,TOR,26,192,8.2,0.545,0.661,0.113,1.7,10.7,6,6.7,0.5,0,8.4,16,,0,0.1,0.1,0.028,,-1.9,-2,-3.9,-0.1,thomama02,481,Matt Thomas,SG,26,TOR,26,192,23%,74%,3%,,,-8,-7.7,2,1,8,0,1,0,21,1,3,thomama02,481,Matt Thomas,SG,26,TOR,26,192,0.387,21,,0.339,0.065,0.065,0.048,0.161,0.661,,0.333,0.25,0.25,0.667,0.3,0.415,,0.714,0.941,,0,0,,0.195,0.75,,0,0,thomama02,2021
481,Matt Thomas,SG,26,UTA,19,0,7.1,1.4,3.4,0.4,0.5,2.1,0.256,0.8,1.4,0.615,0.477,0.3,0.4,0.857,0.2,1,1.2,0.5,0.1,0,0.4,0.4,3.6,thomama02,481,Matt Thomas,SG,26,UTA,19,0,134,9.5,23.6,0.4,3.6,14.2,0.256,5.8,9.5,0.615,2.2,2.5,0.857,1.5,6.9,8.4,3.6,0.7,0,2.9,2.9,24.7,,100,112,thomama02,481,Matt Thomas,SG,26,UTA,19,134,10.5,0.499,0.6,0.108,3.3,14.4,9.1,11.3,0.7,0,10.5,24.5,,-0.1,0.2,0.1,0.034,,-3.5,-2,-5.5,-0.1,thomama02,481,Matt Thomas,SG,26,UTA,19,134,35%,65%,,,,-13.2,-23.7,4,2,6,0,3,0,26,1,2,thomama02,481,Matt Thomas,SG,26,UTA,19,134,0.4,21,,0.4,0.062,0.062,0.092,0.185,0.6,,0.615,1,0.25,0.5,0.667,0.256,,0.688,1,,0,0,,0.231,0.222,,1,0,thomama02,2021
482,Tristan Thompson,PF,29,BOS,54,43,23.8,3.1,6,0.518,0,0.1,0,3.1,6,0.523,0.518,1.3,2.2,0.592,3.1,5,8.1,1.2,0.4,0.6,1.1,2.2,7.6,thomptr01,482,Tristan Thompson,PF,29,BOS,54,43,1287,6.4,12.4,0.518,0,0.1,0,6.4,12.3,0.523,2.7,4.6,0.592,6.4,10.2,16.7,2.5,0.9,1.3,2.4,4.5,15.5,,116,112,thomptr01,482,Tristan Thompson,PF,29,BOS,54,1287,14.2,0.54,0.009,0.368,14.5,23.5,19,7.2,0.9,2.4,14.1,14.8,,1.5,1.4,2.9,0.107,,-1.5,-1,-2.5,-0.2,thomptr01,482,Tristan Thompson,PF,29,BOS,54,1287,,,,29%,71%,0.9,0,19,15,68,14,51,2,165,15,31,thomptr01,482,Tristan Thompson,PF,29,BOS,54,1287,0.518,4.5,,0.991,0.472,0.466,0.046,0.006,0.009,,0.523,0.571,0.48,0.467,0.5,0,,0.544,,,0.095,26,,0,,,2,0,thomptr01,2021
483,Sindarius Thornwell,SG,26,TOT,21,1,10.3,0.7,2.2,0.326,0.3,1.1,0.304,0.4,1.1,0.348,0.402,0.2,0.4,0.5,0.1,0.7,0.9,1,0.6,0.1,0.3,0.7,2,thornsi01,483,Sindarius Thornwell,SG,26,TOT,21,1,217,3.3,10.3,0.326,1.6,5.1,0.304,1.8,5.1,0.348,0.9,1.8,0.5,0.7,3.3,4,4.7,2.9,0.4,1.6,3.3,9.1,,93,114,thornsi01,483,Sindarius Thornwell,SG,26,TOT,21,217,6.6,0.414,0.5,0.174,1.4,7.4,4.4,13,2.9,0.9,12.4,11.1,,-0.2,0.2,0,0.009,,-5.7,0.9,-4.7,-0.2,thornsi01,483,Sindarius Thornwell,SG,26,TOT,21,217,9%,33%,58%,,,-1.2,5,2,3,6,1,1,2,51,0,3,thornsi01,483,Sindarius Thornwell,SG,26,TOT,21,217,0.326,15.4,,0.5,0.13,0.261,0.087,0.022,0.5,,0.348,0.667,0.25,0.25,0,0.304,,0.5,1,,0.043,2,,0.391,0.556,,0,0,thornsi01,2021
483,Sindarius Thornwell,SG,26,NOP,14,1,5.2,0.5,1.5,0.333,0.2,0.6,0.333,0.3,0.9,0.333,0.405,0,0.1,0,0.1,0.3,0.4,0.3,0.4,0.1,0.3,0.2,1.2,thornsi01,483,Sindarius Thornwell,SG,26,NOP,14,1,73,4.6,13.8,0.333,2,5.9,0.333,2.6,7.9,0.333,0,1.3,0,0.7,2.6,3.3,2.6,3.3,0.7,2.6,2,11.2,,77,112,thornsi01,483,Sindarius Thornwell,SG,26,NOP,14,73,4.5,0.388,0.429,0.095,1.5,5.9,3.7,7,3.3,1.3,15.5,14.9,,-0.2,0.1,-0.1,-0.057,,-6,0.7,-5.3,-0.1,thornsi01,483,Sindarius Thornwell,SG,26,NOP,14,73,26%,74%,,,,11.7,12.5,2,2,1,0,0,0,9,0,1,thornsi01,483,Sindarius Thornwell,SG,26,NOP,14,73,0.333,14,,0.571,0.238,0.19,0.095,0.048,0.429,,0.333,0.6,0.25,0,0,0.333,,0,1,,0.048,1,,0.667,0.5,,0,0,thornsi01,2021
483,Sindarius Thornwell,SG,26,ORL,7,0,20.6,1.1,3.6,0.32,0.6,2,0.286,0.6,1.6,0.364,0.4,0.6,0.9,0.667,0.3,1.6,1.9,2.4,1.1,0.1,0.4,1.7,3.4,thornsi01,483,Sindarius Thornwell,SG,26,ORL,7,0,144,2.7,8.4,0.32,1.4,4.7,0.286,1.4,3.7,0.364,1.4,2,0.667,0.7,3.7,4.4,5.7,2.7,0.3,1,4.1,8.1,,104,114,thornsi01,483,Sindarius Thornwell,SG,26,ORL,7,144,7.7,0.434,0.56,0.24,1.4,8.2,4.7,16,2.7,0.6,9.8,9.2,,0,0.1,0.1,0.042,,-5.5,1.1,-4.4,-0.1,thornsi01,483,Sindarius Thornwell,SG,26,ORL,7,144,,12%,88%,,,-7.8,1.2,0,1,5,1,1,2,42,0,2,thornsi01,483,Sindarius Thornwell,SG,26,ORL,7,144,0.32,16.6,,0.44,0.04,0.32,0.08,0,0.56,,0.364,1,0.25,0.5,,0.286,,1,1,,0.04,1,,0.214,0.667,,0,0,thornsi01,2021
484,Matisse Thybulle,SG,23,PHI,65,8,20,1.6,3.7,0.42,0.7,2.2,0.301,0.9,1.5,0.59,0.508,0.1,0.3,0.444,0.5,1.4,1.9,1,1.6,1.1,0.5,2,3.9,thybuma01,484,Matisse Thybulle,SG,23,PHI,65,8,1298,3.8,9,0.42,1.6,5.3,0.301,2.2,3.7,0.59,0.3,0.7,0.444,1.1,3.5,4.6,2.3,3.9,2.6,1.2,4.7,9.5,,104,103,thybuma01,484,Matisse Thybulle,SG,23,PHI,65,1298,10.1,0.508,0.588,0.074,2.6,7.8,5.3,6.3,3.9,4.9,11.3,9.4,,0.1,2.7,2.8,0.102,,-2.6,4.5,1.9,1.3,thybuma01,484,Matisse Thybulle,SG,23,PHI,65,1298,24%,55%,19%,2%,,6.7,1.6,18,6,60,3,9,9,151,4,3,thybuma01,484,Matisse Thybulle,SG,23,PHI,65,1298,0.42,16.1,,0.412,0.255,0.123,0.025,0.008,0.588,,0.59,0.742,0.367,0.167,0.5,0.301,,0.661,1,,0.128,27,,0.434,0.242,,0,0,thybuma01,2021
485,Killian Tillie,C,22,MEM,18,1,10.1,1.1,3.2,0.333,0.6,1.8,0.303,0.5,1.3,0.375,0.421,0.5,0.6,0.818,0.3,1,1.3,0.4,0.3,0.4,0.1,1.1,3.2,tilliki02,485,Killian Tillie,C,22,MEM,18,1,182,5,15,0.333,2.6,8.7,0.303,2.4,6.3,0.375,2.4,2.9,0.818,1.6,4.7,6.3,2.1,1.3,2.1,0.5,5.3,15,,104,112,tilliki02,485,Killian Tillie,C,22,MEM,18,182,8.5,0.461,0.579,0.193,3.5,10.6,7,5.6,1.3,4,3.1,14.8,,0,0.2,0.2,0.055,,-3.4,-0.3,-3.7,-0.1,tilliki02,485,Killian Tillie,C,22,MEM,18,182,,,,28%,72%,9,8.1,0,2,14,0,6,0,19,1,3,tilliki02,485,Killian Tillie,C,22,MEM,18,182,0.333,17.1,,0.421,0.123,0.246,0.035,0.018,0.579,,0.375,0.429,0.286,1,0,0.303,,0.889,1,,0,0,,0.303,0.1,,0,0,tilliki02,2021
486,Xavier Tillman Sr.,PF,22,MEM,59,12,18.4,2.8,5.1,0.559,0.4,1.1,0.338,2.5,4,0.62,0.595,0.6,0.9,0.642,1.3,3.1,4.3,1.3,0.7,0.6,0.8,2,6.6,tillmxa01,486,Xavier Tillman Sr.,PF,22,MEM,59,12,1085,7.4,13.2,0.559,1,2.9,0.338,6.4,10.3,0.62,1.5,2.3,0.642,3.3,8,11.3,3.3,1.9,1.5,2,5.1,17.2,,119,110,tillmxa01,486,Xavier Tillman Sr.,PF,22,MEM,59,1085,14.7,0.605,0.217,0.177,7.2,18,12.5,9.4,1.9,2.7,12.3,14.3,,1.4,1.5,2.9,0.127,,-1.3,1.1,-0.2,0.5,tillmxa01,486,Xavier Tillman Sr.,PF,22,MEM,59,1085,,,5%,56%,39%,2.2,1.2,25,9,83,6,29,1,183,13,23,tillmxa01,486,Xavier Tillman Sr.,PF,22,MEM,59,1085,0.559,9.8,,0.783,0.348,0.254,0.157,0.023,0.217,,0.62,0.731,0.526,0.574,0.286,0.338,,0.828,1,,0.104,26,,0.523,0.353,,1,0,tillmxa01,2021
487,Anthony Tolliver,PF,35,PHI,11,0,9,0.4,1.5,0.235,0.4,1.3,0.286,0,0.3,0,0.353,0.5,0.5,0.833,0.3,0.6,0.9,0.2,0.3,0.2,0.3,0.6,1.5,tollian01,487,Anthony Tolliver,PF,35,PHI,11,0,99,1.9,8.3,0.235,1.9,6.8,0.286,0,1.5,0,2.4,2.9,0.833,1.5,3.4,4.9,1,1.5,1,1.5,3.4,8.3,,91,111,tollian01,487,Anthony Tolliver,PF,35,PHI,11,99,4,0.433,0.824,0.353,3.4,7.6,5.6,2.5,1.5,1.8,13.3,9.8,,-0.1,0.1,0.1,0.025,,-5.6,-1.5,-7,-0.1,tollian01,487,Anthony Tolliver,PF,35,PHI,11,99,,,,43%,58%,13.5,8.1,2,0,2,1,2,2,5,0,0,tollian01,487,Anthony Tolliver,PF,35,PHI,11,99,0.235,23,,0.176,0.059,0.059,0,0.059,0.824,,0,0,0,,0,0.286,,,1,,0,0,,0.214,0.667,,0,0,tollian01,2021
488,Obi Toppin,PF,22,NYK,62,0,11,1.7,3.4,0.498,0.4,1.4,0.306,1.3,2,0.629,0.56,0.3,0.4,0.731,0.4,1.8,2.2,0.5,0.3,0.2,0.4,0.9,4.1,toppiob01,488,Obi Toppin,PF,22,NYK,62,0,683,7.6,15.3,0.498,1.9,6.2,0.306,5.7,9.1,0.629,1.4,1.9,0.731,1.9,8.2,10.1,2.1,1.2,1.1,1.7,4,18.5,,112,108,toppiob01,488,Obi Toppin,PF,22,NYK,62,683,12.7,0.574,0.407,0.124,4.2,17.6,11,6.4,1.2,2.1,9.4,15.9,,0.5,1,1.5,0.109,,-1.4,0.7,-0.7,0.2,toppiob01,488,Obi Toppin,PF,22,NYK,62,683,,,,99%,1%,2.8,0.3,9,5,32,6,14,3,77,4,11,toppiob01,488,Obi Toppin,PF,22,NYK,62,683,0.498,12.5,,0.593,0.392,0.129,0.043,0.029,0.407,,0.629,0.695,0.481,0.444,0.667,0.306,,0.641,0.962,,0.182,34,,0.412,0.286,,0,0,toppiob01,2021
489,Juan Toscano-Anderson,SG,27,GSW,53,16,20.9,2.3,3.9,0.579,0.7,1.7,0.402,1.6,2.2,0.718,0.667,0.4,0.6,0.71,0.5,3.9,4.4,2.8,0.8,0.5,1.2,2.1,5.7,toscaju01,489,Juan Toscano-Anderson,SG,27,GSW,53,16,1107,5.1,8.9,0.579,1.6,3.9,0.402,3.6,5,0.718,0.9,1.3,0.71,1.2,8.7,9.9,6.4,1.7,1.1,2.6,4.7,12.8,,121,109,toscaju01,489,Juan Toscano-Anderson,SG,27,GSW,53,1107,12.6,0.676,0.44,0.148,2.8,19.5,11.3,18.1,1.7,2.1,21.5,11,,1.4,1.6,3,0.13,,-1.4,2.2,0.8,0.8,toscaju01,489,Juan Toscano-Anderson,SG,27,GSW,53,1107,,40%,47%,12%,1%,3.8,4.3,29,15,54,13,13,11,367,5,13,toscaju01,489,Juan Toscano-Anderson,SG,27,GSW,53,1107,0.579,12.9,,0.56,0.392,0.158,0,0.01,0.44,,0.718,0.817,0.455,,1,0.402,,0.81,0.973,,0.134,26,,0.304,0.321,,2,0,toscaju01,2021
490,Axel Toupane,SF,28,MIL,8,1,7.6,0.5,1.4,0.364,0.1,0.3,0.5,0.4,1.1,0.333,0.409,0.6,0.9,0.714,0,0.8,0.8,0.5,0.3,0.4,0,0.8,1.8,toupaax01,490,Axel Toupane,SF,28,MIL,8,1,61,3.1,8.5,0.364,0.8,1.5,0.5,2.3,6.9,0.333,3.8,5.4,0.714,0,4.6,4.6,3.1,1.5,2.3,0,4.6,10.8,,119,111,toupaax01,490,Axel Toupane,SF,28,MIL,8,61,9,0.497,0.182,0.636,0,10,5.2,7.6,1.5,4.4,0,9.7,,0.1,0.1,0.1,0.097,,-4.1,1.1,-3,0,toupaax01,490,Axel Toupane,SF,28,MIL,8,61,1%,64%,33%,3%,,1.6,-4.1,0,0,0,0,2,0,10,1,2,toupaax01,490,Axel Toupane,SF,28,MIL,8,61,0.364,10.3,,0.818,0.455,0.091,0.091,0.182,0.182,,0.333,0.6,0,0,0,0.5,,1,0,,0,0,,0.5,0,,0,0,toupaax01,2021
491,Karl-Anthony Towns,C,25,MIN,50,50,33.8,8.5,17.5,0.486,2.4,6.3,0.387,6.1,11.2,0.541,0.555,5.3,6.2,0.859,2.7,7.9,10.6,4.5,0.8,1.1,3.2,3.7,24.8,townska01,491,Karl-Anthony Towns,C,25,MIN,50,50,1689,11.9,24.5,0.486,3.4,8.8,0.387,8.5,15.7,0.541,7.5,8.7,0.859,3.7,11.1,14.8,6.3,1.1,1.6,4.5,5.2,34.6,,117,113,townska01,491,Karl-Anthony Towns,C,25,MIN,50,1689,23.1,0.612,0.36,0.355,8.2,26.4,17,22.6,1.1,2.9,13.7,29.1,,3.8,1.6,5.4,0.153,,4.3,0.2,4.5,2.8,townska01,491,Karl-Anthony Towns,C,25,MIN,50,1689,,,,,100%,0.3,11.1,71,25,80,50,138,14,548,32,51,townska01,491,Karl-Anthony Towns,C,25,MIN,50,1689,0.486,12.9,,0.64,0.285,0.238,0.067,0.05,0.36,,0.541,0.663,0.476,0.356,0.409,0.387,,0.558,0.934,,0.061,47,,0.079,0.28,,0,0,townska01,2021
492,Gary Trent Jr.,SG,22,TOT,58,38,31.1,5.5,13.5,0.408,2.8,7.4,0.385,2.7,6.1,0.435,0.513,1.4,1.8,0.783,0.5,2.2,2.6,1.4,1,0.2,0.7,1.6,15.3,trentga02,492,Gary Trent Jr.,SG,22,TOT,58,38,1802,8.6,21.2,0.408,4.5,11.6,0.385,4.2,9.6,0.435,2.2,2.9,0.783,0.7,3.4,4.1,2.2,1.5,0.3,1.2,2.5,24,,108,118,trentga02,492,Gary Trent Jr.,SG,22,TOT,58,1802,12.1,0.534,0.546,0.135,1.6,7.7,4.6,6.6,1.5,0.5,4.9,20.9,,1,0.7,1.7,0.045,,-0.5,-1.7,-2.3,-0.1,trentga02,492,Gary Trent Jr.,SG,22,TOT,58,1802,6%,83%,11%,,,-1.9,-4.2,21,12,42,7,49,9,200,12,22,trentga02,492,Gary Trent Jr.,SG,22,TOT,58,1802,0.408,18.6,,0.454,0.101,0.117,0.113,0.122,0.546,,0.435,0.646,0.359,0.393,0.375,0.385,,0.484,0.806,,0.013,7,,0.186,0.425,,1,0,trentga02,2021
