Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,-9999,Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#,-9999,Season
15,Carmelo Anthony,PF,36,POR,69,3,24.5,4.7,11.3,0.421,1.9,4.7,0.409,2.8,6.6,0.429,0.506,2,2.2,0.89,0.5,2.6,3.1,1.5,0.7,0.6,0.9,2.1,13.4,anthoca01,15,Carmelo Anthony,PF,36,POR,69,3,1690,9.4,22.4,0.421,3.8,9.4,0.409,5.6,13,0.429,4,4.4,0.89,0.9,5.3,6.2,3,1.3,1.1,1.8,4.2,26.7,,112,117,anthoca01,15,Carmelo Anthony,PF,36,POR,69,1690,14.6,0.547,0.418,0.198,2,11.8,6.8,9.2,1.3,2,6.7,23.1,,1.7,0.8,2.6,0.073,,0.2,-1.3,-1.1,0.4,anthoca01,15,Carmelo Anthony,PF,36,POR,69,1690,,,,71%,29%,-1.4,-6.4,16,16,70,24,68,5,261,13,19,anthoca01,15,Carmelo Anthony,PF,36,POR,69,1690,0.421,18.1,,0.582,0.062,0.08,0.236,0.205,0.418,,0.429,0.5,0.403,0.448,0.396,0.409,,0.278,0.782,,0.012,8,,0.197,0.438,,0,0,anthoca01,2021
16,Cole Anthony,PG,20,ORL,47,34,27.1,4.7,11.7,0.397,1.2,3.7,0.337,3.4,8.1,0.424,0.449,2.3,2.8,0.832,0.8,3.9,4.7,4.1,0.6,0.4,2.3,2.1,12.9,anthoco01,16,Cole Anthony,PG,20,ORL,47,34,1273,8.4,21.1,0.397,2.2,6.6,0.337,6.2,14.5,0.424,4.2,5,0.832,1.5,7,8.4,7.3,1.1,0.7,4.1,3.7,23.1,,98,116,anthoco01,16,Cole Anthony,PG,20,ORL,47,1273,12.1,0.496,0.312,0.237,3,15.4,9,24.2,1.1,1.3,14.8,24.3,,-0.9,0.9,0,-0.001,,-1.9,-1.4,-3.3,-0.4,anthoco01,16,Cole Anthony,PG,20,ORL,47,1273,91%,9%,,,,-12.1,-5,58,38,46,6,52,13,457,13,49,anthoco01,16,Cole Anthony,PG,20,ORL,47,1273,0.397,13.3,,0.688,0.185,0.292,0.129,0.083,0.312,,0.424,0.588,0.298,0.493,0.391,0.337,,0.112,0.621,,0.013,4,,0.093,0.313,,0,0,anthoco01,2021
17,OG Anunoby,SF,23,TOR,43,43,33.3,5.8,12.1,0.48,2.4,6.1,0.398,3.4,6,0.562,0.58,1.9,2.4,0.784,1.3,4.3,5.5,2.2,1.5,0.7,1.7,2.7,15.9,anunoog01,17,OG Anunoby,SF,23,TOR,43,43,1433,8.4,17.5,0.48,3.5,8.8,0.398,4.9,8.7,0.562,2.7,3.4,0.784,1.8,6.2,8,3.2,2.2,1.1,2.5,3.9,23,,113,112,anunoog01,17,OG Anunoby,SF,23,TOR,43,1433,15.4,0.605,0.503,0.197,4,14.6,9.1,10.1,2.2,2.2,11.7,19.3,,1.5,1.6,3.1,0.104,,0.8,0.4,1.2,1.2,anunoog01,17,OG Anunoby,SF,23,TOR,43,1433,,5%,63%,31%,1%,3.4,7,26,20,53,16,48,7,236,7,38,anunoog01,17,OG Anunoby,SF,23,TOR,43,1433,0.48,14.8,,0.497,0.256,0.173,0.04,0.027,0.503,,0.562,0.759,0.344,0.381,0.357,0.398,,0.51,0.971,,0.116,55,,0.467,0.41,,1,0,anunoog01,2021
18,Ryan Arcidiacono,PG,26,CHI,44,0,10.2,1.1,2.7,0.419,0.6,1.5,0.373,0.5,1.1,0.48,0.526,0.3,0.5,0.65,0.1,1.4,1.5,1.3,0.2,0,0.2,1.1,3.1,arcidry01,18,Ryan Arcidiacono,PG,26,CHI,44,0,450,5.3,12.6,0.419,2.7,7.2,0.373,2.6,5.4,0.48,1.4,2.2,0.65,0.5,6.7,7.2,6,1,0,1.1,5.1,14.7,,118,114,arcidry01,18,Ryan Arcidiacono,PG,26,CHI,44,450,9.8,0.541,0.573,0.171,1.2,15.1,8.3,16.3,1,0,7.4,13.1,,0.5,0.4,0.9,0.093,,-2.6,0.3,-2.3,0,arcidry01,18,Ryan Arcidiacono,PG,26,CHI,44,450,93%,7%,,,,0.9,1.9,6,2,17,2,9,19,130,4,3,arcidry01,18,Ryan Arcidiacono,PG,26,CHI,44,450,0.419,18.3,,0.427,0.154,0.137,0.085,0.051,0.573,,0.48,0.556,0.375,0.7,0.167,0.373,,0.542,1,,0,0,,0.224,0.467,,1,0,arcidry01,2021
19,Trevor Ariza,SF,35,MIA,30,27,28,3.3,8,0.411,1.7,4.8,0.35,1.6,3.3,0.5,0.515,1.1,1.5,0.773,0.9,3.9,4.8,1.8,1,0.6,0.7,1.8,9.4,arizatr01,19,Trevor Ariza,SF,35,MIA,30,27,841,5.8,14.2,0.411,3,8.4,0.35,2.9,5.8,0.5,2,2.6,0.773,1.6,6.9,8.5,3.2,1.8,1.1,1.2,3.2,16.7,,111,111,arizatr01,19,Trevor Ariza,SF,35,MIA,30,841,11.9,0.542,0.593,0.183,3.7,15.6,9.8,9.4,1.8,2.2,7.5,15.1,,0.5,1,1.6,0.091,,-1.2,0.1,-1.1,0.2,arizatr01,19,Trevor Ariza,SF,35,MIA,30,841,,,3%,96%,1%,3.1,4,10,4,23,4,18,10,133,1,9,arizatr01,19,Trevor Ariza,SF,35,MIA,30,841,0.411,16.1,,0.407,0.286,0.095,0.008,0.017,0.593,,0.5,0.609,0.261,0,0.25,0.35,,0.776,0.94,,0.041,9,,0.413,0.373,,1,0,arizatr01,2021
20,D.J. Augustin,PG,33,TOT,57,12,19.8,2.4,6,0.394,1.5,3.8,0.382,0.9,2.2,0.413,0.515,1.5,1.6,0.904,0.4,1.3,1.6,3.3,0.5,0,1.1,1,7.7,augusdj01,20,D.J. Augustin,PG,33,TOT,57,12,1129,5.6,14.3,0.394,3.5,9.1,0.382,2.2,5.3,0.413,3.5,3.9,0.904,0.8,3.1,3.9,7.8,1.2,0,2.7,2.3,18.3,,117,117,augusdj01,20,D.J. Augustin,PG,33,TOT,57,1129,12.1,0.57,0.633,0.274,1.9,7,4.4,22.2,1.2,0.1,14.5,16.8,,1.5,0.5,2.1,0.088,,-0.6,-1.5,-2.1,0,augusdj01,20,D.J. Augustin,PG,33,TOT,57,1129,100%,,,,,-2.9,-3.9,41,14,18,6,31,10,444,3,27,augusdj01,20,D.J. Augustin,PG,33,TOT,57,1129,0.394,19,,0.367,0.146,0.102,0.073,0.047,0.633,,0.413,0.54,0.371,0.28,0.313,0.382,,0.212,0.711,,0,0,,0.194,0.31,,0,0,augusdj01,2021
20,D.J. Augustin,PG,33,MIL,37,6,19.3,1.9,5.2,0.37,1.3,3.5,0.38,0.6,1.7,0.349,0.497,1,1.1,0.9,0.3,1.1,1.4,3,0.5,0,0.9,0.9,6.1,augusdj01,20,D.J. Augustin,PG,33,MIL,37,6,713,4.7,12.6,0.37,3.2,8.5,0.38,1.4,4.1,0.349,2.4,2.6,0.9,0.7,2.6,3.3,7.2,1.3,0.1,2.2,2.2,15,,115,116,augusdj01,20,D.J. Augustin,PG,33,MIL,37,713,10.2,0.542,0.672,0.208,1.7,5.5,3.7,18.6,1.3,0.1,14,14.3,,0.8,0.4,1.2,0.08,,-1.3,-0.9,-2.2,0,augusdj01,20,D.J. Augustin,PG,33,MIL,37,713,100%,,,,,6,0.5,18,10,11,3,11,6,259,3,15,augusdj01,20,D.J. Augustin,PG,33,MIL,37,713,0.37,20,,0.328,0.109,0.094,0.073,0.052,0.672,,0.349,0.476,0.333,0.214,0.3,0.38,,0.136,0.755,,0,0,,0.24,0.355,,0,0,augusdj01,2021
20,D.J. Augustin,PG,33,HOU,20,6,20.8,3.2,7.6,0.424,1.7,4.4,0.386,1.5,3.2,0.476,0.536,2.5,2.7,0.907,0.5,1.8,2.2,3.9,0.4,0,1.6,1.2,10.6,augusdj01,20,D.J. Augustin,PG,33,HOU,20,6,416,7.3,17.2,0.424,3.9,10,0.386,3.4,7.2,0.476,5.6,6.1,0.907,1,4,5,8.9,0.9,0,3.5,2.6,24,,118,119,augusdj01,20,D.J. Augustin,PG,33,HOU,20,416,15.5,0.604,0.583,0.358,2.2,9.4,5.6,28.3,0.9,0,15.1,21,,0.8,0.1,0.9,0.103,,0.6,-2.6,-2,0,augusdj01,20,D.J. Augustin,PG,33,HOU,20,416,100%,,,,,-18.2,-11.5,23,4,7,3,20,4,185,0,12,augusdj01,20,D.J. Augustin,PG,33,HOU,20,416,0.424,17.8,,0.417,0.192,0.113,0.073,0.04,0.583,,0.476,0.586,0.412,0.364,0.333,0.386,,0.267,0.647,,0,0,,0.125,0.182,,0,0,augusdj01,2021
21,Deni Avdija,SF,20,WAS,54,32,23.3,2.4,5.8,0.417,1,3.1,0.315,1.4,2.7,0.535,0.502,0.5,0.8,0.644,0.4,4.4,4.9,1.2,0.6,0.3,0.6,2.6,6.3,avdijde01,21,Deni Avdija,SF,20,WAS,54,32,1257,4.8,11.4,0.417,1.9,6.2,0.315,2.8,5.3,0.535,1.1,1.7,0.644,0.8,8.8,9.6,2.3,1.2,0.6,1.2,5.1,12.5,,103,113,avdijde01,21,Deni Avdija,SF,20,WAS,54,1257,7.6,0.515,0.538,0.144,1.9,20.2,11,6.3,1.2,1,9,12,,0,1.2,1.2,0.046,,-3.6,0.4,-3.1,-0.4,avdijde01,21,Deni Avdija,SF,20,WAS,54,1257,,1%,73%,27%,,-2.5,-1.1,17,7,82,3,21,7,145,6,16,avdijde01,21,Deni Avdija,SF,20,WAS,54,1257,0.417,16.6,,0.462,0.144,0.237,0.045,0.035,0.538,,0.535,0.733,0.473,0.214,0.545,0.315,,0.727,0.962,,0.048,11,,0.274,0.283,,1,0,avdijde01,2021
22,Deandre Ayton,C,22,PHO,69,69,30.7,6.2,10,0.626,0.1,0.3,0.2,6.2,9.7,0.639,0.629,1.9,2.5,0.769,3.3,7.2,10.5,1.4,0.6,1.2,1.5,2.8,14.4,aytonde01,22,Deandre Ayton,C,22,PHO,69,69,2115,10,16,0.626,0.1,0.5,0.2,9.9,15.6,0.639,3.1,4,0.769,5.3,11.6,17,2.3,1,1.9,2.4,4.6,23.3,,127,109,aytonde01,22,Deandre Ayton,C,22,PHO,69,2115,20.3,0.653,0.029,0.252,12.4,26.3,19.5,6.8,1,3.4,11.9,18.2,,5.3,3.1,8.4,0.191,,1.1,0.1,1.2,1.7,aytonde01,22,Deandre Ayton,C,22,PHO,69,2115,,,,10%,90%,6,-0.2,20,36,128,25,97,3,238,30,46,aytonde01,22,Deandre Ayton,C,22,PHO,69,2115,0.626,5.5,,0.971,0.53,0.259,0.137,0.045,0.029,,0.639,0.766,0.517,0.479,0.323,0.2,,0.714,1,,0.166,109,,0,,,0,0,aytonde01,2021
23,Udoka Azubuike,C,21,UTA,15,0,3.8,0.3,0.6,0.444,0,0,,0.3,0.6,0.444,0.444,0.5,0.7,0.8,0.3,0.6,0.9,0,0.1,0.3,0.2,0.6,1.1,azubuud01,23,Udoka Azubuike,C,21,UTA,15,0,57,3.4,7.7,0.444,0,0,,3.4,7.7,0.444,6.8,8.5,0.8,3.4,7.7,11.1,0,0.9,3.4,2.6,7.7,13.7,,113,106,azubuud01,23,Udoka Azubuike,C,21,UTA,15,57,10.3,0.597,0,1.111,7.8,16,12.1,0,0.9,5.7,18.3,12.4,,0,0.1,0.1,0.119,,-5.5,1.7,-3.8,0,azubuud01,23,Udoka Azubuike,C,21,UTA,15,57,,,,,100%,-49.3,-59.8,1,0,7,1,5,0,0,0,1,azubuud01,23,Udoka Azubuike,C,21,UTA,15,57,0.444,2.9,,1,0.778,0.222,0,0,0,,0.444,0.571,0,,,,,0.75,,,0.444,3,,,,,0,0,azubuud01,2021
24,Dwayne Bacon,SG,25,ORL,72,50,25.7,4.1,10.1,0.402,0.8,2.9,0.285,3.2,7.2,0.449,0.443,2,2.4,0.824,0.4,2.7,3.1,1.3,0.6,0.1,0.6,1.4,10.9,bacondw01,24,Dwayne Bacon,SG,25,ORL,72,50,1853,7.7,19.1,0.402,1.5,5.4,0.285,6.1,13.6,0.449,3.8,4.6,0.824,0.8,5.1,5.9,2.4,1.2,0.1,1.2,2.7,20.7,,102,117,bacondw01,24,Dwayne Bacon,SG,25,ORL,72,1853,9.9,0.49,0.285,0.242,1.7,11.2,6.3,7.9,1.2,0.2,5.4,19.8,,-0.3,0.9,0.5,0.013,,-3.7,-1.4,-5.1,-1.5,bacondw01,24,Dwayne Bacon,SG,25,ORL,72,1853,3%,40%,55%,2%,,-11.1,-4.5,26,9,44,4,85,5,232,19,39,bacondw01,24,Dwayne Bacon,SG,25,ORL,72,1853,0.402,12.9,,0.715,0.236,0.226,0.143,0.11,0.285,,0.449,0.579,0.402,0.394,0.338,0.285,,0.408,0.593,,0.014,8,,0.155,0.219,,0,0,bacondw01,2021
25,Marvin Bagley III,PF,21,SAC,43,42,25.9,5.7,11.4,0.504,0.9,2.5,0.343,4.9,8.9,0.55,0.542,1.8,3.1,0.575,2.5,4.9,7.4,1,0.5,0.5,1.4,2.3,14.1,baglema01,25,Marvin Bagley III,PF,21,SAC,43,42,1112,10.7,21.2,0.504,1.6,4.7,0.343,9.1,16.5,0.55,3.3,5.8,0.575,4.6,9.2,13.7,1.9,0.9,0.9,2.5,4.3,26.2,,109,117,baglema01,25,Marvin Bagley III,PF,21,SAC,43,1112,16.3,0.554,0.22,0.273,10.4,21.5,15.9,5.8,0.9,1.6,9.7,23.5,,0.9,0.5,1.4,0.059,,-0.4,-2.7,-3.1,-0.3,baglema01,25,Marvin Bagley III,PF,21,SAC,43,1112,,,,69%,31%,-3.2,0.6,12,20,57,15,69,18,106,12,42,baglema01,25,Marvin Bagley III,PF,21,SAC,43,1112,0.504,8.8,,0.78,0.373,0.341,0.041,0.024,0.22,,0.55,0.727,0.383,0.55,0.167,0.343,,0.624,0.919,,0.151,67,,0.426,0.413,,0,0,baglema01,2021
26,LaMelo Ball,PG,19,CHO,51,31,28.8,5.7,13.2,0.436,1.8,5.1,0.352,3.9,8.1,0.489,0.504,2.5,3.2,0.758,1.2,4.7,5.9,6.1,1.6,0.4,2.8,2.7,15.7,ballla01,26,LaMelo Ball,PG,19,CHO,51,31,1469,9.7,22.3,0.436,3.1,8.7,0.352,6.7,13.7,0.489,4.2,5.5,0.758,2.1,7.9,10,10.4,2.7,0.6,4.8,4.5,26.7,,108,110,ballla01,26,LaMelo Ball,PG,19,CHO,51,1469,17.5,0.539,0.388,0.246,4.6,17.9,11.1,33.9,2.7,1.2,16.3,26.1,,1,1.9,2.8,0.093,,1.1,0.7,1.8,1.4,ballla01,26,LaMelo Ball,PG,19,CHO,51,1469,70%,30%,,,,-4.1,-3.4,102,26,45,5,74,6,733,23,33,ballla01,26,LaMelo Ball,PG,19,CHO,51,1469,0.436,13.7,,0.612,0.302,0.174,0.095,0.04,0.388,,0.489,0.576,0.419,0.375,0.407,0.352,,0.284,0.728,,0.018,8,,0.161,0.357,,1,0,ballla01,2021
27,Lonzo Ball,PG,23,NOP,55,55,31.8,5.3,12.7,0.414,3.1,8.3,0.378,2.1,4.5,0.482,0.537,0.9,1.2,0.781,0.6,4.2,4.8,5.7,1.5,0.6,2.2,1.9,14.6,balllo01,27,Lonzo Ball,PG,23,NOP,55,55,1747,8,19.2,0.414,4.7,12.5,0.378,3.2,6.7,0.482,1.4,1.8,0.781,0.9,6.3,7.2,8.7,2.3,0.9,3.4,2.8,22,,110,113,balllo01,27,Lonzo Ball,PG,23,NOP,55,1747,15.2,0.551,0.65,0.091,2.1,14.3,8.2,25.4,2.3,1.7,14.5,20.5,,1.5,1.7,3.2,0.089,,1.4,0.3,1.7,1.6,balllo01,27,Lonzo Ball,PG,23,NOP,55,1747,93%,7%,,,,0.8,2.7,78,20,41,16,23,6,717,5,16,balllo01,27,Lonzo Ball,PG,23,NOP,55,1747,0.414,19.4,,0.35,0.153,0.057,0.063,0.077,0.65,,0.482,0.626,0.3,0.386,0.407,0.378,,0.415,0.837,,0.011,8,,0.2,0.396,,2,0,balllo01,2021
28,Mo Bamba,C,22,ORL,46,5,15.8,3.1,6.5,0.472,0.8,2.6,0.322,2.3,4,0.568,0.535,1,1.4,0.682,1.7,4.1,5.8,0.8,0.3,1.3,0.8,1.9,8,bambamo01,28,Mo Bamba,C,22,ORL,46,5,725,9.5,20.2,0.472,2.6,7.9,0.322,7,12.3,0.568,3,4.4,0.682,5.1,12.7,17.8,2.3,0.9,3.9,2.4,5.8,24.6,,111,109,bambamo01,28,Mo Bamba,C,22,ORL,46,725,19.3,0.556,0.392,0.219,10.5,28,19,8.1,0.9,7.3,9.8,21.8,,0.7,1.1,1.8,0.117,,0.2,0,0.1,0.4,bambamo01,28,Mo Bamba,C,22,ORL,46,725,,,,,100%,-13.4,-5.6,10,12,57,10,34,3,84,9,18,bambamo01,28,Mo Bamba,C,22,ORL,46,725,0.472,13.6,,0.608,0.306,0.166,0.063,0.073,0.392,,0.568,0.728,0.46,0.263,0.409,0.322,,0.577,1,,0.15,38,,0.102,0.417,,0,0,bambamo01,2021
29,Desmond Bane,SG,22,MEM,68,17,22.3,3.4,7.3,0.469,1.7,4,0.432,1.7,3.4,0.513,0.586,0.6,0.7,0.816,0.5,2.6,3.1,1.7,0.6,0.2,0.9,1.8,9.2,banede01,29,Desmond Bane,SG,22,MEM,68,17,1519,7.4,15.7,0.469,3.7,8.5,0.432,3.7,7.2,0.513,1.3,1.5,0.816,1,5.6,6.6,3.7,1.3,0.5,1.9,3.9,19.7,,115,114,banede01,29,Desmond Bane,SG,22,MEM,68,1519,12.2,0.6,0.543,0.098,2.1,12.6,7.3,10.6,1.3,0.9,10.2,16.1,,1.6,1.3,2.9,0.093,,-0.6,-0.2,-0.8,0.5,banede01,29,Desmond Bane,SG,22,MEM,68,1519,1%,47%,48%,4%,,-0.3,-2.8,25,12,66,6,16,3,287,7,35,banede01,29,Desmond Bane,SG,22,MEM,68,1519,0.469,17,,0.457,0.176,0.132,0.094,0.054,0.543,,0.513,0.614,0.485,0.426,0.407,0.432,,0.709,0.932,,0.012,5,,0.262,0.493,,0,0,banede01,2021
30,Harrison Barnes,PF,28,SAC,58,58,36.2,5.5,11.1,0.497,1.7,4.4,0.391,3.8,6.7,0.567,0.575,3.4,4.1,0.83,1.1,5.5,6.6,3.5,0.7,0.2,1.6,1.3,16.1,barneha02,30,Harrison Barnes,PF,28,SAC,58,58,2102,7.3,14.7,0.497,2.3,5.8,0.391,5,8.8,0.567,4.5,5.4,0.83,1.5,7.3,8.8,4.6,1,0.3,2.1,1.7,21.3,,123,119,barneha02,30,Harrison Barnes,PF,28,SAC,58,2102,15.4,0.626,0.399,0.366,3.3,17.2,10.2,13,1,0.4,11.1,17.2,,4,0.5,4.5,0.103,,1.5,-1.3,0.2,1.1,barneha02,30,Harrison Barnes,PF,28,SAC,58,2102,,,31%,66%,3%,-1.1,6.5,46,32,36,11,101,11,497,25,24,barneha02,30,Harrison Barnes,PF,28,SAC,58,2102,0.497,12.5,,0.601,0.307,0.248,0.044,0.003,0.399,,0.567,0.721,0.415,0.393,0,0.391,,0.584,0.88,,0.059,35,,0.223,0.491,,0,0,barneha02,2021
31,RJ Barrett,SG,20,NYK,72,72,34.9,6.5,14.7,0.441,1.7,4.3,0.401,4.8,10.4,0.457,0.499,2.9,3.8,0.746,0.9,4.8,5.8,3,0.7,0.3,1.9,2.6,17.6,barrerj01,31,RJ Barrett,SG,20,NYK,72,72,2511,9.3,21.1,0.441,2.5,6.2,0.401,6.8,15,0.457,4.1,5.5,0.746,1.4,6.9,8.2,4.3,1.1,0.4,2.8,3.7,25.2,,106,110,barrerj01,31,RJ Barrett,SG,20,NYK,72,2511,13.4,0.535,0.292,0.26,3,14.8,8.9,13.8,1.1,0.8,10.5,23.4,,0.9,3.1,4.1,0.078,,-0.9,-0.3,-1.2,0.5,barrerj01,31,RJ Barrett,SG,20,NYK,72,2511,5%,79%,16%,,,2.6,0.4,77,35,85,14,133,13,520,28,86,barrerj01,31,RJ Barrett,SG,20,NYK,72,2511,0.441,11.5,,0.708,0.325,0.228,0.087,0.069,0.292,,0.457,0.605,0.318,0.315,0.397,0.401,,0.353,0.976,,0.04,39,,0.427,0.424,,1,0,barrerj01,2021
32,Will Barton,SF,30,DEN,56,52,31,4.6,10.9,0.426,1.8,4.6,0.381,2.9,6.3,0.459,0.507,1.7,2.2,0.785,0.7,3.3,4,3.2,0.9,0.4,1.7,1.7,12.7,bartowi01,32,Will Barton,SF,30,DEN,56,52,1736,7.4,17.3,0.426,2.8,7.3,0.381,4.6,10,0.459,2.7,3.4,0.785,1.1,5.3,6.4,5.2,1.4,0.7,2.7,2.7,20.2,,107,114,bartowi01,32,Will Barton,SF,30,DEN,56,1736,11.8,0.538,0.423,0.199,2.6,12.2,7.4,14.1,1.4,1.3,12.7,19,,0.7,1.5,2.2,0.061,,-1,-0.8,-1.9,0.1,bartowi01,32,Will Barton,SF,30,DEN,56,1736,,39%,53%,8%,,6.1,2.5,49,28,48,7,46,7,424,15,35,bartowi01,32,Will Barton,SF,30,DEN,56,1736,0.426,14.5,,0.577,0.227,0.211,0.072,0.067,0.423,,0.459,0.63,0.297,0.455,0.39,0.381,,0.484,0.745,,0.035,19,,0.183,0.489,,1,0,bartowi01,2021
33,Keita Bates-Diop,SF,25,SAS,30,0,8.2,1,2.2,0.448,0.2,0.6,0.294,0.8,1.7,0.5,0.485,0.5,0.7,0.667,0.3,1.3,1.6,0.4,0.4,0.2,0.2,0.4,2.6,bateske01,33,Keita Bates-Diop,SF,25,SAS,30,0,245,5.9,13.3,0.448,1,3.4,0.294,5,9.9,0.5,2.8,4.2,0.667,1.8,7.9,9.7,2.4,2.2,1,1.4,2.2,15.6,,106,111,bateske01,33,Keita Bates-Diop,SF,25,SAS,30,245,12,0.518,0.254,0.313,3.8,17.7,10.6,6.6,2.2,1.7,8.4,14.8,,0.1,0.3,0.3,0.068,,-2.3,0.4,-1.9,0,bateske01,33,Keita Bates-Diop,SF,25,SAS,30,245,,10%,65%,25%,,-8.2,-7,1,2,6,2,10,0,27,3,8,bateske01,33,Keita Bates-Diop,SF,25,SAS,30,245,0.448,9.7,,0.746,0.388,0.284,0.045,0.03,0.254,,0.5,0.808,0.158,0.333,0,0.294,,0.64,1,,0.03,2,,0.529,0.222,,0,0,bateske01,2021
34,Nicolas Batum,SF,32,LAC,67,38,27.4,2.9,6.1,0.464,1.6,4.1,0.404,1.2,2.1,0.579,0.597,0.7,0.9,0.828,0.7,4,4.7,2.2,1,0.6,0.8,1.5,8.1,batumni01,34,Nicolas Batum,SF,32,LAC,67,38,1835,5.2,11.1,0.464,3,7.3,0.404,2.2,3.8,0.579,1.3,1.6,0.828,1.3,7.2,8.5,4,1.9,1,1.4,2.8,14.6,,124,110,batumni01,34,Nicolas Batum,SF,32,LAC,67,1835,12.9,0.617,0.66,0.141,3.2,15.9,9.7,10.5,1.9,1.8,10.8,11.8,,2.7,2.3,5,0.132,,0.6,1.5,2.1,1.9,batumni01,34,Nicolas Batum,SF,32,LAC,67,1835,,,14%,84%,2%,9,5.3,42,7,48,2,26,13,354,7,6,batumni01,34,Nicolas Batum,SF,32,LAC,67,1835,0.464,19.1,,0.34,0.177,0.024,0.053,0.085,0.66,,0.579,0.699,0.6,0.455,0.4,0.404,,0.778,0.991,,0.046,18,,0.434,0.432,,0,0,batumni01,2021
35,Aron Baynes,C,34,TOR,53,31,18.5,2.5,5.7,0.441,0.5,1.9,0.262,2,3.8,0.532,0.485,0.5,0.8,0.707,1.6,3.5,5.2,0.9,0.3,0.4,0.9,2.2,6.1,baynear01,35,Aron Baynes,C,34,TOR,53,31,980,6.6,15,0.441,1.3,5.1,0.262,5.3,9.9,0.532,1.4,2,0.707,4.3,9.2,13.5,2.3,0.8,1.1,2.3,5.9,16,,104,113,baynear01,35,Aron Baynes,C,34,TOR,53,980,10.5,0.503,0.339,0.135,9.4,21.7,15.3,7,0.8,2.3,12.5,16.2,,0.1,0.9,1,0.049,,-3.4,-1.1,-4.5,-0.6,baynear01,35,Aron Baynes,C,34,TOR,53,980,,,,,100%,-4.9,-5.9,13,9,57,18,20,13,116,4,15,baynear01,35,Aron Baynes,C,34,TOR,53,980,0.441,11.4,,0.661,0.385,0.181,0.056,0.039,0.339,,0.532,0.59,0.473,0.471,0.333,0.262,,0.738,1,,0.118,31,,0.155,0.188,,0,0,baynear01,2021
36,Kent Bazemore,SF,31,GSW,67,18,19.9,2.6,5.9,0.449,1.1,2.7,0.408,1.5,3.1,0.486,0.545,0.8,1.2,0.692,0.4,3,3.4,1.6,1,0.5,1.2,2.4,7.2,bazemke01,36,Kent Bazemore,SF,31,GSW,67,18,1333,6.2,13.8,0.449,2.6,6.5,0.408,3.6,7.3,0.486,1.9,2.7,0.692,0.9,7.2,8.1,3.8,2.4,1.2,2.9,5.6,16.9,,101,108,bazemke01,36,Kent Bazemore,SF,31,GSW,67,1333,10.6,0.564,0.469,0.199,2.1,16,9.1,11.1,2.4,2.2,16.1,16.3,,-0.2,2.1,1.8,0.065,,-2.9,1.7,-1.2,0.2,bazemke01,36,Kent Bazemore,SF,31,GSW,67,1333,,39%,43%,17%,1%,6.7,9.5,40,24,75,9,35,19,261,8,14,bazemke01,36,Kent Bazemore,SF,31,GSW,67,1333,0.449,15.3,,0.531,0.214,0.168,0.061,0.087,0.469,,0.486,0.643,0.485,0.292,0.235,0.408,,0.624,0.907,,0.01,4,,0.527,0.392,,0,0,bazemke01,2021
37,Darius Bazley,PF,20,OKC,55,55,31.2,5,12.5,0.396,1.5,5.2,0.29,3.5,7.3,0.47,0.456,2.3,3.2,0.702,0.9,6.3,7.2,1.8,0.5,0.5,2.2,1.1,13.7,bazleda01,37,Darius Bazley,PF,20,OKC,55,55,1714,7.6,19.1,0.396,2.3,7.9,0.29,5.3,11.2,0.47,3.5,4.9,0.702,1.4,9.6,11,2.7,0.8,0.7,3.4,1.7,20.9,,93,114,bazleda01,37,Darius Bazley,PF,20,OKC,55,1714,9.7,0.491,0.414,0.258,3.1,21.2,12,8.9,0.8,1.3,13.7,22.1,,-2.3,1.4,-0.9,-0.026,,-3.1,-1.3,-4.4,-1,bazleda01,37,Darius Bazley,PF,20,OKC,55,1714,,4%,24%,68%,4%,-13.4,-5.1,52,47,34,10,89,4,245,17,53,bazleda01,37,Darius Bazley,PF,20,OKC,55,1714,0.396,13.3,,0.586,0.306,0.197,0.039,0.043,0.414,,0.47,0.621,0.287,0.37,0.333,0.29,,0.5,0.831,,0.072,44,,0.217,0.242,,1,0,bazleda01,2021
