Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TMP,ORtg,DRtg,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,ShootFC,OffFC,ShootFD,OffFD,PGA,And1,Blkd,Dist.,%2PFGA,0-3%FGA,3-10%FGA,10-16%FGA,16-3P%FGA,%3PFGA,0-3FG%,3-10FG%,10-16FG%,16-3PFG%,2P%A,3P%A,Dunk%FGA,Dunks,C3%3PA,C33P%,Season 
D'Angelo Russell,PG,26,MIN,54,54,32.9,6.3,13.5,0.465,2.7,7,0.391,3.5,6.4,0.546,0.567,2.6,3.1,0.856,0.5,2.5,3.1,6.2,1.1,0.4,2.7,2.2,17.9,1778,115,116,16.1,0.604,0.23,1.8,8.5,5.2,27,1.6,1,15.5,22.8,2.3,1.5,3.8,0.103,1.9,-0.7,1.2,1.4,98%,2%,,,,-2.3,-3.9,104,26,48,8,61,15,774,12,17,17.8,0.479,0.118,0.124,0.147,0.089,0.521,0.698,0.511,0.477,0.508,0.311,0.649,0,0,0.113,0.349,2023
D'Angelo Russell,PG,26,LAL,17,17,30.9,6.3,13,0.484,2.7,6.5,0.414,3.6,6.5,0.555,0.588,2.1,2.9,0.735,0.4,2.5,2.9,6.1,0.6,0.5,2.3,1.4,17.4,526,118,117,17.1,0.61,0.222,1.5,8.5,5.1,28.8,0.9,1.3,13.9,22.6,0.9,0.4,1.3,0.118,3.1,-0.7,2.4,0.6,65%,35%,,,,14.1,15.4,27,8,8,0,18,3,238,4,6,16.6,0.498,0.163,0.181,0.086,0.068,0.502,0.778,0.45,0.526,0.333,0.328,0.783,0,0,0.063,0.714,2023
Matt Ryan,SF,25,TOT,34,0,9.1,1.2,3.2,0.37,0.9,2.5,0.381,0.2,0.7,0.333,0.519,0.3,0.4,0.833,0.1,0.6,0.8,0.5,0.1,0,0.2,0.8,3.6,310,109,119,8.1,0.538,0.111,1.4,7.6,4.6,6.9,0.8,0.3,5.8,16.5,0.1,0.2,0.3,0.044,-1.9,-1.5,-3.4,-0.1,,11%,59%,30%,1%,2.4,2.4,2,1,13,1,4,1,35,0,4,22.2,0.222,0.046,0.046,0.009,0.12,0.778,0.8,0.2,0,0.231,0.75,1,0,0,0.345,0.552,2023
Matt Ryan,SF,25,LAL,12,0,10.8,1.3,4.1,0.306,1.1,2.9,0.371,0.2,1.2,0.143,0.439,0.3,0.4,0.8,0.2,1,1.2,0.3,0.2,0,0.3,1.2,3.9,129,95,118,4.6,0.459,0.102,1.7,9.6,5.8,4,0.7,0,5.5,17.7,-0.1,0.1,0,-0.014,-4.3,-1.4,-5.7,-0.1,,,51%,49%,,-2.3,-3,1,0,7,1,2,1,10,0,0,22.9,0.286,0,0.041,0.02,0.224,0.714,,0,0,0.182,0.5,1,0,0,0.257,0.667,2023
Matt Ryan,SF,25,MIN,22,0,8.2,1.1,2.7,0.424,0.9,2.2,0.388,0.3,0.5,0.6,0.585,0.3,0.3,0.857,0.1,0.5,0.5,0.5,0.1,0,0.2,0.6,3.4,181,120,119,10.6,0.604,0.119,1.3,6.1,3.7,8.9,0.8,0.5,6.1,15.6,0.2,0.1,0.3,0.084,-0.2,-1.6,-1.7,0,,18%,64%,17%,1%,5.7,6.2,1,1,6,0,2,0,25,0,4,21.5,0.169,0.085,0.051,0,0.034,0.831,0.8,0.333,,0.5,0.833,1,0,0,0.408,0.5,2023
Domantas Sabonis,C,26,SAC,79,79,34.6,7.3,11.9,0.615,0.4,1.1,0.373,6.9,10.8,0.639,0.632,4.1,5.5,0.742,3.2,9.1,12.3,7.3,0.8,0.5,2.9,3.5,19.1,2736,132,114,23.5,0.668,0.467,10.6,30,20.3,30.4,1.1,1.2,16.9,21.3,9.6,3,12.6,0.221,4.1,1.8,5.8,5.4,,,,,100%,2.9,1.9,85,67,140,55,198,12,1451,47,64,6.3,0.912,0.493,0.318,0.044,0.058,0.088,0.762,0.5,0.512,0.444,0.581,1,0.094,81,0.12,0.2,2023
Luka Šamanić,PF,23,UTA,7,4,23,3.7,8.1,0.456,1.1,4.4,0.258,2.6,3.7,0.692,0.526,1.3,1.9,0.692,0,4.3,4.3,2.1,0.9,0.3,1.4,2.4,9.9,161,105,115,11,0.55,0.228,0,19.9,10.1,13,1.8,1.1,13.8,18.9,0,0.2,0.2,0.045,-3.2,1.1,-2.1,0,,,60%,40%,,-0.8,0.4,6,1,9,2,7,0,33,1,3,15.4,0.456,0.246,0.175,0.018,0.018,0.544,0.786,0.7,0,0,0.778,1,0.088,5,0.226,0.286,2023
Dario Šarić,PF-C,28,TOT,57,12,14.1,2.2,4.9,0.458,0.8,2,0.391,1.4,2.8,0.506,0.54,1.1,1.3,0.829,0.9,2.7,3.6,1.3,0.4,0.1,1,1.7,6.4,806,113,113,13.5,0.583,0.274,7.1,21.4,14.1,12.7,1.2,0.8,15.1,19.2,0.7,1,1.7,0.099,-1.5,0.1,-1.4,0.1,,,,61%,39%,0.9,-1,22,13,66,10,42,3,174,18,18,14,0.585,0.242,0.224,0.072,0.047,0.415,0.731,0.403,0.3,0.154,0.671,1,0.004,0,0.252,0.448,2023
Dario Šarić,PF,28,PHO,37,12,14.4,2.1,4.8,0.427,0.7,1.9,0.391,1.3,2.9,0.45,0.503,1,1.2,0.818,1.1,2.8,3.8,1.5,0.4,0.1,1,1.9,5.8,533,110,113,12.3,0.545,0.247,7.9,21.9,14.8,14.6,1.2,0.8,15.4,18.7,0.3,0.7,0.9,0.085,-2.3,0.3,-2,0,,,,91%,9%,-3.4,-6,13,11,46,7,25,3,135,12,14,13.5,0.612,0.236,0.247,0.073,0.056,0.388,0.643,0.386,0.308,0.1,0.633,1,0.006,0,0.319,0.409,2023
Dario Šarić,C,28,OKC,20,0,13.7,2.6,5,0.515,0.9,2.3,0.391,1.7,2.7,0.623,0.606,1.4,1.6,0.844,0.7,2.6,3.3,0.9,0.4,0.1,1,1.5,7.4,273,119,114,15.9,0.65,0.323,5.4,20.5,12.8,8.9,1.2,0.7,14.4,20.2,0.4,0.3,0.7,0.127,0.1,-0.2,-0.2,0.1,,,,1%,99%,9.1,8.6,9,2,20,3,17,0,39,6,4,14.9,0.535,0.253,0.182,0.071,0.03,0.465,0.88,0.444,0.286,0.333,0.727,1,0,0,0.152,0.571,2023
Olivier Sarr,C,23,OKC,9,1,12.7,1.7,3.3,0.5,0.1,0.9,0.125,1.6,2.4,0.636,0.517,0.6,0.8,0.714,1.3,2.1,3.4,0.4,0.1,0.6,0.4,1.9,4,114,116,114,11.5,0.544,0.233,11.1,18.2,14.6,4.6,0.4,4.1,10.8,13.6,0.1,0.1,0.2,0.094,-4.2,-0.7,-4.9,-0.1,,,,,100%,6.1,5,0,2,10,2,4,1,9,1,0,8.3,0.733,0.6,0.1,0.033,0,0.267,0.611,0.667,1,,0.929,1,0.4,10,0.125,0,2023
Jordan Schakel,SF,24,WAS,2,0,3,0.5,1,0.5,0.5,0.5,1,0,0.5,0,0.75,0,0,,0,0,0,0.5,0.5,0,0,0.5,1.5,6,161,106,24.3,0.75,0,0,0,0,23.5,8.1,0,0,14.5,0,0,0,0.314,7.7,9.3,17,0,,16%,84%,,,33.3,34.7,0,0,0,0,0,0,3,0,0,16.1,0.5,0,0.5,0,0,0.5,,0,,,,1,0,0,0,,2023
Admiral Schofield,PF,25,ORL,37,0,12.2,1.5,3.3,0.451,0.6,2,0.324,0.8,1.3,0.646,0.549,0.6,0.6,0.913,0.6,1.1,1.7,0.8,0.2,0.1,0.4,1.6,4.2,451,120,117,10.1,0.587,0.189,5.8,9.8,7.8,9.6,0.9,1.1,10.8,14.1,0.5,0.3,0.8,0.089,-2.2,-0.7,-2.9,-0.1,,1%,22%,65%,13%,-9.1,-7,11,2,38,2,8,8,79,3,6,16.4,0.393,0.221,0.164,0.008,0,0.607,0.704,0.6,0,,0.645,0.958,0.008,0,0.351,0.385,2023
Dennis Schröder,PG,29,LAL,66,50,30.1,4.1,9.8,0.415,1.1,3.4,0.329,3,6.4,0.461,0.472,3.3,3.8,0.857,0.3,2.2,2.5,4.5,0.8,0.2,1.7,2.2,12.6,1986,112,117,11.5,0.545,0.388,1.2,7.5,4.4,20.1,1.2,0.4,12.8,18.6,1.3,1.5,2.8,0.068,-2.4,-0.5,-2.9,-0.4,100%,,,,,2.9,4.7,77,24,61,8,86,30,717,20,45,14.4,0.654,0.168,0.208,0.18,0.098,0.346,0.55,0.422,0.462,0.391,0.25,0.905,0,0,0.258,0.345,2023
Jay Scrubb,SG,22,ORL,2,0,15,2.5,3.5,0.714,1,1,1,1.5,2.5,0.6,0.857,0.5,1,0.5,0,3,3,0.5,1,0,1.5,1,6.5,30,108,110,14.2,0.825,0.286,0,22.7,11.3,5,3.2,0,27.6,15.6,0,0,0.1,0.083,-2.9,1,-1.9,0,41%,59%,,,,-29.6,-27,2,0,0,1,1,0,2,0,2,9.7,0.714,0.429,0.286,0,0,0.286,0.667,0.5,,,0.333,0.5,0.143,1,0.5,1,2023
Dereon Seabron,SG,22,NOP,5,0,2.4,0.4,1,0.4,0,0,,0.4,1,0.4,0.4,0,0,,0.2,0,0.2,0,0,0,0,0.2,0.8,12,95,121,4.6,0.4,0,9.5,0,4.7,0,0,0,0,17.9,0,0,0,-0.034,-6.6,-4.7,-11.3,0,,,55%,45%,,45.5,43.5,0,0,1,0,0,0,0,0,1,5.6,1,0.4,0.6,0,0,0,1,0,,,0.5,,0.2,1,,,2023
Alperen Şengün,C,20,HOU,75,72,28.9,5.9,10.7,0.553,0.3,0.8,0.333,5.6,9.9,0.57,0.565,2.7,3.8,0.715,3.2,5.8,9,3.9,0.9,0.9,2.6,3.4,14.8,2171,118,117,19.7,0.599,0.36,12.1,22.3,17.1,21,1.6,3.2,17.3,21.4,3.4,1.8,5.2,0.115,1.1,0.4,1.4,1.9,,,,,100%,-7.9,0.8,85,44,152,34,123,31,672,42,62,6,0.929,0.395,0.464,0.053,0.016,0.071,0.677,0.499,0.476,0.308,0.499,1,0.109,77,0.035,0,2023
Collin Sexton,PG,24,UTA,48,15,23.9,4.9,9.8,0.506,1,2.5,0.393,3.9,7.2,0.546,0.558,3.4,4.1,0.819,0.8,1.4,2.2,2.9,0.6,0.1,1.8,2.3,14.3,1145,119,120,15.9,0.616,0.425,3.5,6.3,5,17.9,1.1,0.4,13.3,23.4,2,0.5,2.5,0.105,0.1,-1.5,-1.3,0.2,74%,26%,,,,-0.9,0.3,40,26,51,8,92,28,334,24,51,11.1,0.739,0.256,0.355,0.09,0.038,0.261,0.608,0.506,0.595,0.389,0.328,0.729,0.021,7,0.205,0.44,2023
Landry Shamet,SG,25,PHO,40,9,20.2,2.8,7.5,0.377,1.9,5,0.377,1,2.5,0.376,0.502,1.1,1.3,0.882,0.3,1.4,1.7,2.3,0.7,0.1,0.9,1.5,8.7,807,111,116,10.9,0.537,0.17,1.5,7.9,4.6,15.7,1.6,0.6,10,18.9,0.5,0.7,1.2,0.071,-1.1,-0.3,-1.4,0.1,41%,59%,,,,1.7,-0.1,18,13,33,2,16,13,211,3,15,19.6,0.337,0.137,0.067,0.077,0.057,0.663,0.537,0.25,0.261,0.294,0.605,0.88,0.013,2,0.226,0.467,2023
Day'Ron Sharpe,C,21,BRK,48,3,11.5,1.9,3.6,0.544,0.1,0.2,0.545,1.8,3.3,0.544,0.561,0.7,1.1,0.636,2.1,2.1,4.2,0.8,0.3,0.7,0.9,1.9,4.7,552,118,111,17.8,0.581,0.322,20.6,20.1,20.4,9.7,1.3,5,17.7,19,0.8,0.8,1.6,0.139,-1.8,-0.6,-2.3,0,,,,,100%,-10.3,-13.5,13,11,47,16,25,0,85,6,17,3.8,0.936,0.684,0.228,0.018,0.006,0.064,0.641,0.282,0.333,0,0.632,0.833,0.228,32,0.091,0,2023
Shaedon Sharpe,SG,19,POR,80,15,22.2,3.8,8.1,0.472,1.3,3.5,0.36,2.6,4.6,0.559,0.551,0.9,1.3,0.714,0.8,2.2,3,1.2,0.5,0.3,1,1.7,9.9,1779,109,121,11.5,0.568,0.162,4,11.3,7.6,7.9,1,1.2,10.7,19,0.6,0.6,1.2,0.032,-1.3,-2,-3.3,-0.6,9%,61%,30%,,,-7.7,-7.3,32,30,64,8,48,8,229,11,31,15,0.563,0.289,0.114,0.049,0.111,0.437,0.711,0.392,0.313,0.444,0.559,0.882,0.108,62,0.322,0.407,2023
Pascal Siakam,PF,28,TOR,71,71,37.4,8.9,18.5,0.48,1.3,4,0.324,7.6,14.5,0.523,0.515,5.2,6.7,0.774,1.8,6,7.8,5.8,0.9,0.5,2.4,3.2,24.2,2652,118,115,20.3,0.565,0.361,5.2,19.6,11.9,24.9,1.2,1.3,10,27.2,5.2,2.6,7.8,0.141,3.3,-0.1,3.1,3.4,,,4%,61%,35%,2.2,3.1,73,45,103,31,229,8,1026,52,35,12.3,0.781,0.193,0.299,0.162,0.128,0.219,0.751,0.469,0.469,0.375,0.317,0.86,0.026,33,0.202,0.362,2023
Chris Silva,PF,26,DAL,1,0,3,1,1,1,0,0,,1,1,1,1,0,0,,0,0,0,0,0,0,1,2,2,3,66,123,-2.2,1,0,0,0,0,0,0,0,50,30.1,0,0,0,-0.26,-22.5,-0.1,-22.6,0,,,,100%,,12.5,12.3,0,0,1,1,0,0,0,0,0,7.4,1,0,1,0,0,0,,1,,,0,,0,0,,,2023
Ben Simmons,PG,26,BRK,42,33,26.3,3.2,5.6,0.566,0,0,0,3.2,5.5,0.571,0.566,0.6,1.4,0.439,1,5.3,6.3,6.1,1.3,0.6,2.3,3.3,6.9,1105,110,110,13.4,0.559,0.243,4.2,22.2,13.4,31.3,2.4,1.9,27.2,14.3,0.5,1.7,2.2,0.097,-2.2,2.6,0.4,0.7,25%,71%,4%,,,2.6,1.8,48,16,55,24,22,8,630,8,10,4.8,0.991,0.43,0.464,0.094,0.004,0.009,0.713,0.468,0.455,0,0.617,,0.157,32,0,,2023
Kobi Simmons,SG,25,CHO,5,0,5.6,0.2,1.2,0.167,0.2,1,0.2,0,0.2,0,0.25,0.4,0.4,1,0.2,0.6,0.8,1,0,0.4,0.2,0,1,28,101,117,9,0.363,0.333,3.7,11.7,7.6,21.8,0,6.2,12.7,11.8,0,0,0,0.019,-1,0.1,-0.9,0,59%,41%,,,,-36.9,-31.4,0,0,0,0,1,1,11,0,0,22.2,0.167,0.167,0,0,0,0.833,0,,,,,1,0,0,0,,2023
Marko Simonovic,C,23,CHI,7,0,2.9,0.3,1,0.286,0.1,0.6,0.25,0.1,0.4,0.333,0.357,0.1,0.3,0.5,0.1,0.1,0.3,0,0,0,0,0.7,0.9,20,88,119,-0.1,0.381,0.286,5.8,5.6,5.7,0,0,0,0,17.4,0,0,0,-0.052,-10.5,-3.8,-14.4,-0.1,,,,24%,76%,36,34.6,0,0,3,0,0,0,0,0,0,18.5,0.429,0,0.429,0,0,0.571,,0.333,,,1,1,0,0,0,,2023
Anfernee Simons,SG,23,POR,62,62,35,7.5,16.9,0.447,3.4,9.1,0.377,4.1,7.8,0.528,0.548,2.6,2.9,0.894,0.3,2.3,2.6,4.1,0.7,0.2,2.1,2.3,21.1,2171,113,123,14.8,0.581,0.171,0.9,7.6,4.3,18.6,0.9,0.6,10.2,25.1,2.1,0.3,2.5,0.054,1.3,-2.5,-1.1,0.5,42%,58%,,,,-1.2,5.4,65,34,73,15,69,11,595,18,42,17.9,0.462,0.166,0.124,0.092,0.08,0.538,0.647,0.431,0.542,0.417,0.29,0.684,0.029,26,0.107,0.4,2023
Jericho Sims,C,24,NYK,52,16,15.6,1.6,2.1,0.776,0,0,0,1.6,2,0.783,0.776,0.2,0.3,0.75,1.9,2.8,4.7,0.5,0.3,0.5,0.5,1.8,3.4,812,146,114,13.8,0.78,0.15,13.3,19.4,16.4,4,0.9,3.2,19.1,7.4,1.6,0.9,2.6,0.153,-1,0.5,-0.5,0.3,,,,17%,83%,-6.3,-11.8,6,5,63,11,8,1,60,4,6,2.5,0.991,0.832,0.103,0.056,0,0.009,0.831,0.545,0.5,,0.711,,0.626,61,0,,2023
Marcus Smart,PG,28,BOS,61,61,32.1,4.1,9.9,0.415,1.9,5.6,0.336,2.2,4.3,0.519,0.511,1.4,1.9,0.746,0.8,2.4,3.1,6.3,1.5,0.4,2.3,2.8,11.5,1957,111,112,12.1,0.538,0.196,2.6,8,5.3,26.4,2.3,1,17.9,17.8,1,2.7,3.7,0.092,-1.8,0.8,-1,0.5,98%,2%,,,,5.9,-1.4,87,22,79,19,48,52,914,11,18,17.5,0.432,0.143,0.204,0.058,0.027,0.568,0.733,0.431,0.429,0.25,0.274,0.852,0.008,4,0.196,0.343,2023
Dennis Smith Jr.,PG,25,CHO,54,15,25.7,3.4,8.4,0.412,0.4,2.1,0.216,3,6.3,0.475,0.438,1.4,2,0.736,0.5,2.6,3.1,4.8,1.4,0.5,1.5,2.3,8.8,1390,103,114,11.6,0.475,0.235,2,11,6.4,26.1,2.6,1.6,14.1,17.6,-0.4,1.5,1.1,0.039,-3.5,1.2,-2.2,-0.1,98%,2%,,,,-1.6,6.4,52,16,63,5,46,6,614,5,37,11.4,0.754,0.33,0.232,0.093,0.1,0.246,0.664,0.343,0.357,0.267,0.42,0.958,0.053,22,0.225,0.28,2023
Dru Smith,SG,25,TOT,15,1,10.5,1.2,3,0.4,0.3,1.3,0.263,0.9,1.7,0.5,0.456,0.2,0.2,1,0.1,1.5,1.6,1.5,0.7,0.3,0.2,1.5,2.9,158,111,110,11.4,0.475,0.067,1.4,15.9,8.7,19.3,3.1,2.5,6.1,13.8,0.1,0.3,0.3,0.099,-3.8,2.9,-0.9,0,58%,41%,1%,,,-8.4,-9.2,1,1,14,0,2,1,51,1,3,14.9,0.578,0.178,0.2,0.178,0.022,0.422,0.5,0.556,0.5,0,0.308,1,0,0,0.368,0.429,2023
Dru Smith,SG,25,MIA,5,1,13.4,1,2.8,0.357,0.2,1.2,0.167,0.8,1.6,0.5,0.393,0,0,,0.2,1.6,1.8,1,0.8,0.6,0.2,2,2.2,67,94,108,7.1,0.393,0,1.7,14.5,7.9,10.1,3,4.6,6.7,9.9,0,0.1,0.1,0.053,-6.3,3.1,-3.1,0,76%,24%,,,,-9.4,-9.4,0,0,7,0,0,1,11,0,0,16.1,0.571,0.071,0.286,0.143,0.071,0.429,1,0.5,0.5,0,0.5,1,0,0,0.333,0,2023
Dru Smith,SG,25,BRK,10,0,9.1,1.3,3.1,0.419,0.4,1.3,0.308,0.9,1.8,0.5,0.484,0.3,0.3,1,0.1,1.4,1.5,1.7,0.6,0.1,0.2,1.3,3.3,91,118,110,14.6,0.511,0.097,1.3,16.9,9.3,26,3.2,0.9,5.8,16.7,0.1,0.1,0.3,0.132,-2.1,2.7,0.7,0.1,45%,53%,2%,,,-7.6,-9,1,1,7,0,2,0,40,1,3,14.3,0.581,0.226,0.161,0.194,0,0.419,0.429,0.6,0.5,,0.222,1,0,0,0.385,0.6,2023
Ish Smith,PG,34,DEN,43,0,9.3,1.2,3,0.397,0,0.3,0.167,1.2,2.8,0.42,0.405,0,0.1,0.5,0.1,1.1,1.3,2.3,0.2,0.2,1,0.8,2.5,398,89,116,6.5,0.407,0.031,1.5,13.8,7.8,32.5,1,1.6,24.9,19.3,-0.8,0.4,-0.5,-0.056,-5.5,-1.1,-6.6,-0.5,100%,,,,,-4.1,-8.3,30,11,19,1,2,4,241,0,6,13.4,0.908,0.115,0.16,0.275,0.359,0.092,0.533,0.524,0.333,0.404,0.26,1,0,0,0.167,0,2023
Jabari Smith Jr.,PF,19,HOU,79,79,31,4.6,11.3,0.408,1.5,4.9,0.307,3.1,6.3,0.487,0.475,2.1,2.6,0.786,1.5,5.7,7.2,1.3,0.5,0.9,1.3,2.9,12.8,2451,108,119,11.2,0.514,0.231,5.4,20.3,12.7,5.9,0.9,3,9.6,18.4,0.5,1.4,1.9,0.037,-2.3,-1.3,-3.7,-1.1,,,,88%,12%,-11.5,-8.5,41,36,137,13,85,12,225,15,35,16.2,0.562,0.155,0.178,0.12,0.109,0.438,0.725,0.39,0.458,0.34,0.648,0.883,0.054,42,0.176,0.348,2023
Jalen Smith,C,22,IND,68,31,18.8,3.6,7.5,0.476,0.8,2.8,0.283,2.8,4.7,0.593,0.53,1.5,2,0.759,1.9,3.9,5.8,1,0.3,0.9,1.1,2.3,9.4,1279,113,116,15.9,0.565,0.27,11.2,22.9,17.1,7.6,0.8,4,11.2,21,1.1,1.1,2.3,0.085,-0.9,-1.1,-2.1,0,,,,29%,71%,-4.5,-1.5,19,22,97,19,68,12,159,19,39,12.5,0.624,0.352,0.185,0.037,0.049,0.376,0.765,0.404,0.158,0.4,0.734,1,0.085,42,0.304,0.276,2023
Xavier Sneed,SF,25,CHO,4,0,12,1.3,2.5,0.5,0.8,1.5,0.5,0.5,1,0.5,0.65,1,1,1,0,1.3,1.3,1.3,0,0.3,0.8,1.8,4.3,48,124,120,9.5,0.723,0.4,0,11.3,5.6,13.9,0,1.8,20.3,12.9,0.1,0,0.1,0.086,-3.1,-0.4,-3.6,0,,19%,58%,24%,,-23.9,-18.3,0,2,4,1,1,1,11,0,1,17.6,0.4,0.2,0.1,0.1,0,0.6,1,0,0,,1,1,0.1,1,0.167,1,2023
Jeremy Sochan,PF,19,SAS,56,53,26,4.5,9.9,0.453,0.6,2.4,0.246,3.9,7.5,0.519,0.483,1.4,2.1,0.698,1.7,3.6,5.3,2.5,0.8,0.4,1.7,2.5,11,1458,103,120,11.4,0.509,0.21,6.9,15.6,11,13.6,1.4,1.3,13.9,19.8,-0.5,0.7,0.2,0.005,-2.8,-1.2,-4,-0.7,,,2%,95%,3%,-7.6,3.8,47,27,58,10,62,7,340,18,48,10.4,0.757,0.341,0.279,0.085,0.053,0.243,0.665,0.39,0.447,0.379,0.59,1,0.127,60,0.254,0.147,2023
Jaden Springer,SG,20,PHI,16,2,5.6,1.1,2.2,0.486,0.1,0.3,0.4,0.9,1.9,0.5,0.514,0.4,0.5,0.75,0.4,0.5,0.9,0.5,0.4,0.2,0.2,0.9,2.6,89,116,108,17.2,0.545,0.229,8.1,10.4,9.3,13.8,3.9,3.1,7.2,20.8,0.1,0.2,0.3,0.145,-2.6,2.9,0.3,0.1,95%,5%,,,,-0.4,-5.3,2,1,11,0,3,0,19,0,3,8.9,0.857,0.343,0.257,0.2,0.057,0.143,0.75,0.444,0.286,0,0.333,0.5,0.086,3,0.4,0,2023
Lamar Stevens,SF,25,CLE,62,25,18.1,2.1,4.6,0.448,0.5,1.5,0.316,1.6,3.1,0.513,0.5,0.6,0.9,0.702,0.8,2.6,3.3,0.5,0.4,0.3,0.4,1.3,5.3,1120,109,111,9.5,0.524,0.198,5,16.7,10.9,4,1.2,1.6,7.9,13.6,0.3,1.6,1.9,0.08,-3,0.2,-2.8,-0.2,,11%,58%,32%,,1.8,-5.4,7,12,46,2,27,6,82,5,30,11.7,0.67,0.34,0.16,0.139,0.031,0.33,0.653,0.326,0.45,0.222,0.788,1,0.108,25,0.642,0.262,2023
Isaiah Stewart,C,21,DET,50,47,28.3,3.9,8.8,0.442,1.3,4.1,0.327,2.6,4.7,0.542,0.518,2.2,3,0.738,2.3,5.8,8.1,1.4,0.4,0.7,1.4,2.7,11.3,1414,113,118,13.1,0.56,0.338,8.7,23.3,15.8,7.3,0.7,2.1,11.8,17.3,1.1,0.9,2,0.068,-1,-1.1,-2.1,0,,,,46%,55%,-8.4,0.2,17,16,70,18,64,5,170,11,20,13.5,0.535,0.302,0.209,0.009,0.016,0.465,0.571,0.478,0.5,0.857,0.688,1,0.075,29,0.327,0.328,2023
Max Strus,SF,26,MIA,80,33,28.4,4.1,9.9,0.41,2.5,7,0.35,1.6,2.8,0.559,0.535,1,1.1,0.876,0.6,2.6,3.2,2.1,0.5,0.2,0.9,2.1,11.5,2272,113,117,10.8,0.557,0.113,2.4,11.2,6.7,11.2,0.9,0.5,7.8,17.6,1.5,1.9,3.4,0.071,-0.8,-0.9,-1.7,0.2,,16%,57%,27%,,-4.1,-9.1,40,13,104,9,34,18,397,8,23,19.5,0.287,0.138,0.115,0.023,0.011,0.713,0.679,0.484,0.444,0.111,0.709,0.949,0.025,17,0.274,0.461,2023
Jalen Suggs,SG,21,ORL,53,19,23.5,3.5,8.4,0.419,1.2,3.8,0.327,2.3,4.6,0.496,0.493,1.6,2.2,0.723,1,2,3,2.9,1.3,0.5,1.8,2.3,9.9,1246,104,113,12.5,0.528,0.268,5,9.6,7.3,18,2.6,2.1,15.9,20.3,-0.2,1.5,1.4,0.053,-1.8,0.8,-1,0.3,32%,59%,9%,,,-2.4,0.6,55,21,54,11,49,27,366,15,29,15.8,0.545,0.23,0.162,0.077,0.077,0.455,0.588,0.472,0.324,0.441,0.317,0.712,0.016,5,0.134,0.407,2023
Edmond Sumner,SG,27,BRK,53,12,13.9,2.3,5.1,0.461,0.6,1.6,0.356,1.8,3.4,0.511,0.519,1.9,2,0.917,0.2,1.2,1.5,1.3,0.6,0.2,0.9,1.6,7.1,736,112,115,14,0.597,0.401,2,9.9,6,13.3,2.1,1.2,13.6,22.1,0.6,0.7,1.3,0.086,-2.4,-0.2,-2.6,-0.1,42%,48%,10%,1%,,2.9,2,25,13,38,3,56,10,155,14,25,11.2,0.677,0.316,0.268,0.052,0.041,0.323,0.624,0.389,0.357,0.636,0.634,0.903,0.033,9,0.529,0.348,2023
Cole Swider,SF,23,LAL,7,0,5.9,0.4,1.3,0.333,0.4,1.1,0.375,0,0.1,0,0.5,0,0,,0.1,0.9,1,0.6,0,0,0,0.4,1.3,41,124,118,7.4,0.5,0,2.7,15.2,9.1,12,0,0,0,9.3,0,0,0.1,0.08,-2.9,-0.5,-3.4,0,,,10%,80%,10%,-1.6,-2.2,0,0,2,0,0,0,10,0,0,24.2,0.111,0,0,0.111,0,0.889,,,0,,,1,0,0,0.25,1,2023
Jae'Sean Tate,SF,27,HOU,31,7,21.8,3.5,7.4,0.48,0.4,1.5,0.283,3.1,5.9,0.53,0.509,1.6,2.2,0.725,1.3,2.5,3.8,2.7,0.7,0.2,1.5,3.4,9.1,677,111,120,12.2,0.546,0.301,6.6,12.6,9.6,18.2,1.5,1,15.3,18.8,0.4,0.3,0.7,0.049,-2.8,-0.7,-3.5,-0.3,,38%,55%,7%,,-7.1,1.5,16,8,49,12,30,13,214,9,25,8.5,0.799,0.306,0.437,0.044,0.013,0.201,0.614,0.5,0.3,0.333,0.351,0.923,0.009,1,0.348,0.313,2023
Jayson Tatum,SF,24,BOS,74,74,36.9,9.8,21.1,0.466,3.2,9.3,0.35,6.6,11.8,0.558,0.543,7.2,8.4,0.854,1.1,7.7,8.8,4.6,1.1,0.7,2.9,2.2,30.1,2732,118,110,23.7,0.607,0.399,3.2,22.5,13,20.9,1.4,1.6,10.4,32.7,6.2,4.3,10.5,0.185,4.8,0.7,5.5,5.1,,13%,53%,34%,,8.3,5.5,79,78,46,32,255,3,874,50,58,14.8,0.56,0.235,0.208,0.058,0.06,0.44,0.738,0.457,0.389,0.366,0.515,0.646,0.065,91,0.08,0.455,2023
