Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TMP,ORtg,DRtg,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,ShootFC,OffFC,ShootFD,OffFD,PGA,And1,Blkd,Dist.,%2PFGA,0-3%FGA,3-10%FGA,10-16%FGA,16-3P%FGA,%3PFGA,0-3FG%,3-10FG%,10-16FG%,16-3PFG%,2P%A,3P%A,Dunk%FGA,Dunks,C3%3PA,C33P%,Season 
Malik Beasley,SG,26,UTA,55,13,26.8,4.8,12.2,0.396,3.1,8.6,0.359,1.7,3.6,0.485,0.522,0.7,0.8,0.841,0.5,3.1,3.6,1.7,0.8,0.1,1.1,1.4,13.4,1472,107,118,11.5,0.535,0.066,2,12.3,7.2,9,1.4,0.5,8,21.2,0.3,1,1.2,0.04,-0.4,-1.2,-1.6,0.2,32%,58%,10%,,,-3.3,-3.4,31,18,40,4,16,6,226,5,20,21.1,0.296,0.028,0.135,0.07,0.063,0.704,0.632,0.511,0.404,0.452,0.5,0.817,0.006,2,0.185,0.356,2023
Malik Beasley,SG,26,LAL,26,14,23.9,4,10.3,0.392,2.5,7.2,0.353,1.5,3.1,0.481,0.515,0.5,0.8,0.619,0.3,3,3.3,1.2,0.8,0,1.2,1.2,11.1,621,99,115,9.7,0.521,0.078,1.4,13,7.4,7,1.6,0.1,9.8,20.9,-0.5,0.6,0.2,0.012,-2.3,-0.6,-2.9,-0.1,23%,73%,4%,,,-1.8,-2.8,17,11,16,2,10,0,76,5,6,20.7,0.302,0.056,0.123,0.078,0.045,0.698,0.8,0.576,0.238,0.25,0.538,0.955,0.007,2,0.123,0.435,2023
MarJon Beauchamp,SF,22,MIL,52,11,13.5,1.8,4.7,0.395,0.9,2.7,0.331,0.9,1.9,0.485,0.492,0.5,0.7,0.73,0.7,1.5,2.2,0.7,0.4,0.1,0.9,1.4,5.1,701,99,113,8.2,0.513,0.152,5.9,11,8.5,6.7,1.4,0.8,14.8,18.3,-0.4,0.8,0.4,0.027,-4.1,-0.6,-4.8,-0.5,1%,30%,56%,13%,1%,-5.6,-11.2,16,11,37,7,18,3,91,2,17,17.5,0.416,0.21,0.095,0.041,0.07,0.584,0.667,0.261,0.5,0.235,0.551,0.872,0.058,13,0.387,0.345,2023
Dāvis Bertāns,PF,30,DAL,45,1,10.9,1.5,3.6,0.431,1.2,3.1,0.39,0.3,0.4,0.737,0.603,0.3,0.3,0.867,0.2,1,1.2,0.5,0.2,0.2,0.2,1.2,4.6,492,120,118,11.9,0.618,0.094,2.3,10.3,6.3,6.2,1.1,1.5,5.7,16.2,0.6,0.3,0.9,0.09,0,-1.3,-1.2,0.1,,,4%,73%,24%,-3.4,-4.2,7,1,26,2,5,3,48,1,3,23.4,0.119,0.081,0.025,0.006,0.006,0.881,0.769,0.5,1,1,0.929,0.982,0.031,4,0.22,0.452,2023
Patrick Beverley,SG-PG,34,TOT,67,67,27.1,2.1,5.4,0.4,1.2,3.6,0.335,1,1.8,0.529,0.511,0.7,1,0.723,0.7,3,3.7,2.9,0.9,0.6,0.9,2.8,6.2,1816,113,113,8.9,0.534,0.181,2.7,12,7.5,13.3,1.7,2,13.4,10.6,0.8,2.1,3,0.079,-2.9,1.7,-1.2,0.3,47%,45%,9%,,,-1.1,-2.9,32,7,84,6,21,26,453,5,12,18.7,0.336,0.122,0.181,0.022,0.011,0.664,0.636,0.446,0.5,0.75,0.359,0.875,0.003,1,0.335,0.35,2023
Patrick Beverley,SG,34,LAL,45,45,26.9,2.2,5.4,0.402,1.2,3.5,0.348,0.9,1.8,0.506,0.517,0.9,1.1,0.78,0.5,2.6,3.1,2.6,0.9,0.6,0.9,2.8,6.4,1211,112,115,8.3,0.548,0.207,2.2,9.9,6.2,12.1,1.6,1.7,13.8,10.6,0.5,1.3,1.8,0.071,-3.2,1.4,-1.8,0.1,20%,67%,13%,,,-2.1,-3.8,24,4,51,4,16,18,286,4,9,18.6,0.344,0.104,0.199,0.029,0.012,0.656,0.64,0.438,0.429,0.667,0.357,0.855,0.004,1,0.323,0.412,2023
Patrick Beverley,PG,34,CHI,22,22,27.5,2.1,5.4,0.395,1.1,3.7,0.309,1,1.7,0.579,0.5,0.4,0.7,0.533,0.9,4,4.9,3.5,1,0.7,0.8,2.9,5.8,605,114,111,10.1,0.506,0.126,3.8,16,10,15.7,1.9,2.6,12.5,10.5,0.3,0.9,1.2,0.096,-2.4,2.2,-0.2,0.3,100%,,,,,0.7,-1,8,3,33,2,5,8,167,1,3,18.9,0.319,0.16,0.143,0.008,0.008,0.681,0.632,0.471,1,1,0.364,0.92,0,0,0.358,0.241,2023
Saddiq Bey,SF,23,TOT,77,37,27.6,4.6,10.9,0.422,2,5.4,0.361,2.6,5.4,0.483,0.513,2.7,3.1,0.861,1.3,3.4,4.7,1.5,0.9,0.2,0.9,1.6,13.8,2129,117,119,14.6,0.564,0.285,5,14,9.4,8.1,1.6,0.5,7,20.2,2.6,1.2,3.9,0.087,0.9,-1.2,-0.3,0.9,,10%,76%,13%,1%,-3.4,3.1,19,14,45,12,122,3,282,27,55,15.8,0.5,0.22,0.178,0.053,0.049,0.5,0.647,0.403,0.273,0.268,0.381,0.914,0.037,31,0.356,0.416,2023
Saddiq Bey,SF,23,DET,52,30,28.8,4.7,11.7,0.404,1.9,5.6,0.345,2.8,6,0.46,0.488,3.5,4,0.861,1.1,3.5,4.7,1.6,1,0.2,1,1.7,14.8,1500,115,119,14.3,0.552,0.345,4.2,13.9,8.9,8.5,1.6,0.7,7.2,21.3,1.5,0.8,2.3,0.074,0.5,-1.1,-0.7,0.5,,11%,79%,9%,1%,-7.9,1,14,12,29,9,105,2,205,22,41,15.9,0.517,0.203,0.201,0.061,0.051,0.483,0.626,0.402,0.243,0.29,0.333,0.921,0.026,16,0.29,0.424,2023
Saddiq Bey,SF,23,ATL,25,7,25.2,4.3,9.2,0.47,2,5,0.4,2.3,4.2,0.552,0.578,1,1.2,0.862,1.6,3.2,4.8,1.4,0.8,0,0.7,1.5,11.6,629,124,117,15.2,0.599,0.126,6.7,14.3,10.4,7.2,1.5,0.1,6.5,17.4,1.1,0.5,1.6,0.119,1.7,-1.2,0.5,0.4,,7%,69%,24%,,7.4,8.2,5,2,16,3,17,1,77,5,14,15.5,0.457,0.265,0.117,0.03,0.043,0.543,0.689,0.407,0.429,0.2,0.5,0.9,0.065,15,0.512,0.406,2023
Khem Birch,C,30,TOR,20,0,8.1,1,1.6,0.594,0.1,0.1,0.5,0.9,1.5,0.6,0.609,0.2,0.3,0.8,0.4,0.9,1.3,0.4,0.3,0.3,0.4,1.2,2.2,162,113,115,9.4,0.629,0.156,5.2,12.8,8.7,5.8,1.5,3,19,11.1,0.1,0.2,0.2,0.072,-4.6,1.1,-3.5,-0.1,,,,,100%,3.6,2.5,1,1,8,6,2,1,18,1,1,6.5,0.938,0.375,0.469,0.063,0.031,0.063,0.833,0.467,0.5,0,0.944,1,0.25,8,1,0.5,2023
Goga Bitadze,C,23,TOT,38,1,12,1.8,3.3,0.552,0.2,0.7,0.231,1.7,2.6,0.636,0.576,0.6,1.1,0.548,1.6,2,3.6,1,0.4,0.7,0.6,1.7,4.4,457,123,112,17.1,0.582,0.336,15,18.7,16.8,12.1,1.7,5.3,13.3,15.4,0.8,0.6,1.3,0.141,-0.8,1.1,0.3,0.3,,,,,100%,2.1,5.5,7,8,31,6,17,1,94,4,11,7.8,0.792,0.496,0.272,0.016,0.008,0.208,0.758,0.471,0,0,0.635,0.833,0.152,18,0.038,0,2023
Goga Bitadze,C,23,IND,21,0,9.6,1.3,2.5,0.519,0.2,0.7,0.286,1.1,1.8,0.605,0.558,0.5,1.1,0.458,1.2,1.1,2.3,0.9,0.4,0.5,0.6,1.6,3.3,202,115,115,13.9,0.551,0.462,13.8,13.2,13.5,12.1,2.1,4.3,16.1,15.5,0.2,0.2,0.4,0.087,-2.3,1.2,-1.1,0,,,,,100%,3.1,6.8,2,5,16,4,10,0,44,2,5,9.5,0.731,0.5,0.173,0.038,0.019,0.269,0.731,0.444,0,0,0.739,1,0.135,6,0,,2023
Goga Bitadze,C,23,ORL,17,1,15,2.5,4.3,0.575,0.1,0.7,0.167,2.4,3.6,0.656,0.589,0.7,1.1,0.667,2.1,3.1,5.2,1.2,0.4,0.9,0.6,1.8,5.8,255,129,110,19.7,0.606,0.247,15.9,23.1,19.5,12.2,1.3,6.1,11,15.3,0.6,0.4,1,0.184,0.4,1,1.3,0.2,,,,,100%,1.4,4.4,5,3,15,2,7,1,50,2,6,6.6,0.836,0.493,0.342,0,0,0.164,0.778,0.48,,,0.575,0.5,0.164,12,0.083,0,2023
Bismack Biyombo,C,30,PHO,61,14,14.3,2,3.4,0.578,0,0,,2,3.4,0.578,0.578,0.4,1.1,0.357,1.5,2.8,4.3,0.9,0.3,1.4,0.8,1.9,4.3,874,109,108,14.4,0.555,0.34,11,22.1,16.5,8.7,1,9,17.7,14,0.2,1.6,1.9,0.102,-3.4,2.5,-0.9,0.2,,,,1%,99%,3.8,2.5,10,12,68,20,33,4,126,12,11,4.4,1,0.417,0.49,0.092,0,0,0.814,0.406,0.421,,0.824,,0.214,42,,,2023
Buddy Boeheim,SF,23,DET,10,0,9,0.5,2.7,0.185,0.4,2.5,0.16,0.1,0.2,0.5,0.259,0.2,0.2,1,0.2,0.4,0.6,0.4,0.2,0,0,0.6,1.6,90,77,123,0.5,0.287,0.074,2.4,5.1,3.7,5.8,1.1,0,0,13.2,-0.2,0,-0.2,-0.091,-7.5,-2,-9.5,-0.2,,3%,25%,72%,,1.6,10.3,0,0,2,0,1,0,11,0,0,24,0.074,0,0.037,0.037,0,0.926,,1,0,,0,1,0,0,0.44,0.273,2023
Bogdan Bogdanović,SG,30,ATL,54,9,27.9,5.1,11.3,0.447,2.7,6.7,0.406,2.4,4.6,0.506,0.566,1.2,1.4,0.831,0.4,2.6,3.1,2.8,0.8,0.3,1.2,1.6,14,1508,117,118,14.2,0.586,0.126,1.6,10.4,6,13.4,1.4,1,9.2,19.8,1.8,1,2.8,0.088,1.1,-0.7,0.5,0.9,,69%,32%,,,1.8,2.1,39,17,45,2,32,3,343,2,13,19.1,0.411,0.088,0.098,0.133,0.092,0.589,0.648,0.567,0.481,0.339,0.457,0.815,0.003,2,0.211,0.382,2023
Bojan Bogdanović,PF,33,DET,59,59,32.1,7.3,14.9,0.488,2.5,6,0.411,4.8,9,0.539,0.57,4.5,5.1,0.884,0.6,3.2,3.8,2.6,0.6,0.1,2.3,1.9,21.6,1893,118,122,17.4,0.627,0.344,2,11.3,6.5,13.6,0.9,0.4,11.7,25.9,3.1,0.4,3.5,0.09,2.6,-1.8,0.8,1.4,,1%,44%,53%,2%,-8.5,0,60,52,49,11,93,6,377,20,79,15.2,0.6,0.144,0.214,0.169,0.073,0.4,0.685,0.487,0.537,0.406,0.537,0.828,0.012,10,0.297,0.419,2023
Bol Bol,PF,23,ORL,70,33,21.5,3.7,6.8,0.546,0.4,1.6,0.265,3.3,5.2,0.633,0.577,1.2,1.5,0.759,1,4.8,5.8,1,0.4,1.2,1.6,1.3,9.1,1505,106,111,14.4,0.603,0.226,5.2,25.3,15.2,6.9,1,5.5,17.6,18.2,0,2.2,2.3,0.072,-1.8,0.9,-0.9,0.4,,,1%,82%,18%,-4.4,-2.5,36,47,50,8,55,3,164,16,19,10.7,0.764,0.324,0.264,0.107,0.069,0.236,0.871,0.492,0.471,0.303,0.537,0.767,0.157,73,0.239,0.185,2023
Leandro Bolmaro,SF,22,UTA,14,0,4.9,0.2,1.4,0.15,0,0.3,0,0.2,1.1,0.188,0.15,0,0,,0.3,0.2,0.5,0.5,0.2,0.1,0.5,0.7,0.4,68,50,118,-5,0.15,0,6.5,4.7,5.6,12.3,2.1,1.2,25.9,16.6,-0.4,0,-0.3,-0.231,-12.4,-2.3,-14.7,-0.2,,,91%,9%,,-0.1,1,5,1,7,0,0,4,17,0,1,11,0.8,0.25,0.35,0.1,0.1,0.2,0.2,0.143,0.5,0,0,,0,0,0,,2023
Devin Booker,SG,26,PHO,53,53,34.6,9.9,20.1,0.494,2.1,6,0.351,7.8,14.2,0.554,0.546,5.8,6.8,0.855,0.9,3.7,4.5,5.5,1,0.3,2.7,3,27.8,1835,119,115,22,0.601,0.336,2.7,12,7.2,27.3,1.4,0.9,10.6,31.8,4.2,1.9,6,0.157,4.5,-0.3,4.2,2.9,2%,59%,40%,,,5.5,7,75,40,74,17,156,14,715,50,43,14.5,0.704,0.156,0.202,0.204,0.142,0.296,0.717,0.491,0.555,0.464,0.387,0.685,0.02,20,0.149,0.362,2023
Brandon Boston Jr.,SF,21,LAC,22,1,11.3,2.3,5.5,0.418,0.5,1.3,0.414,1.8,4.2,0.419,0.467,1.3,1.7,0.763,0.3,1,1.4,0.9,0.4,0,0.5,1,6.5,248,105,116,13.4,0.515,0.311,3.2,10.3,6.8,12.5,1.8,0,8,26.5,0,0.2,0.2,0.04,-1.5,-0.7,-2.2,0,1%,71%,26%,3%,,-10.6,-12,2,6,10,1,16,4,46,6,11,12.6,0.762,0.238,0.213,0.164,0.148,0.238,0.724,0.154,0.4,0.333,0.538,0.583,0.09,9,0.172,0.2,2023
Chris Boucher,PF,30,TOR,76,0,20,3.4,7,0.493,0.8,2.5,0.328,2.6,4.5,0.585,0.552,1.7,2.2,0.762,2.1,3.5,5.5,0.4,0.6,0.8,0.5,1.9,9.4,1523,125,112,18,0.59,0.318,10.9,21.2,15.7,2.7,1.5,4.1,6.4,18,3,2,5,0.156,0.7,-0.8,-0.1,0.7,,5%,47%,45%,3%,-0.7,-3,7,17,95,8,75,18,65,19,35,11.2,0.643,0.416,0.166,0.038,0.023,0.357,0.655,0.455,0.4,0.583,0.578,0.984,0.149,69,0.497,0.351,2023
James Bouknight,SG,22,CHO,34,0,15.1,2,5.7,0.358,1,3.2,0.303,1.1,2.5,0.429,0.443,0.6,0.9,0.667,0.2,1.9,2.1,1.2,0.4,0.1,0.9,1.4,5.6,515,90,117,6.2,0.463,0.155,1.6,13.5,7.5,11.1,1.3,0.8,13.4,19.5,-0.8,0.4,-0.4,-0.04,-5.4,-1.1,-6.5,-0.6,9%,89%,3%,,,-7.9,-2.4,8,12,26,3,14,4,101,2,13,17.9,0.435,0.166,0.14,0.083,0.047,0.565,0.594,0.259,0.313,0.556,0.5,0.697,0.016,2,0.156,0.353,2023
Jamaree Bouyea,PG,23,TOT,5,0,14.2,1.2,2.8,0.429,0.4,1.2,0.333,0.8,1.6,0.5,0.5,0.2,0.4,0.5,0.2,1,1.2,0.8,0.8,0.4,0.8,1.2,3,71,89,112,6.5,0.504,0.143,1.6,8.4,4.9,7.8,2.8,2.9,21.2,11.8,-0.1,0.1,0,0.013,-5.8,1.6,-4.2,0,100%,,,,,-13.6,-13.6,0,2,2,1,1,0,8,0,1,14.6,0.571,0.143,0.357,0,0.071,0.429,1,0.4,,0,0.5,0.5,0,0,0,,2023
Jamaree Bouyea,PG,23,MIA,4,0,16.3,1.5,3.3,0.462,0.5,1.3,0.4,1,2,0.5,0.538,0.3,0.5,0.5,0.3,1,1.3,1,1,0.5,1,1.3,3.8,65,93,111,7.8,0.54,0.154,1.7,7.5,4.5,8.6,3.1,3.1,22.4,12.2,-0.1,0.1,0,0.029,-4.9,1.9,-2.9,0,100%,,,,,-18.3,-18.3,0,2,2,1,1,0,8,0,1,13.6,0.615,0.154,0.385,0,0.077,0.385,1,0.4,,0,0.5,0.5,0,0,0,,2023
Jamaree Bouyea,PG,23,WAS,1,0,6,0,1,0,0,1,0,0,0,,0,0,0,,0,1,1,0,0,0,0,1,0,6,0,119,-6.9,0,0,0,17.9,9.3,0,0,0,0,7.2,0,0,0,-0.15,-16.1,-1.7,-17.8,0,100%,,,,,36.4,37.7,0,0,0,0,0,0,0,0,0,28.1,0,0,0,0,0,1,,,,,,,0,0,0,,2023
Tony Bradley,C,25,CHI,12,0,2.8,0.5,1,0.5,0.3,0.4,0.6,0.3,0.6,0.429,0.625,0.3,0.3,1,0.1,0.8,0.9,0.1,0.1,0.1,0.1,0.2,1.6,33,132,107,21.7,0.69,0.333,3.5,33.8,18.9,4.4,1.5,2.9,6.8,19.8,0.1,0.1,0.2,0.22,4.4,0.5,4.9,0.1,,,,,100%,13.3,11.8,0,0,1,1,0,0,2,0,0,12.8,0.583,0.333,0.083,0.167,0,0.417,0.75,0,0,,0.667,1,0.083,1,0.8,0.5,2023
Malaki Branham,SG,19,SAS,66,32,23.5,4.1,9.3,0.44,1.2,3.9,0.302,2.9,5.4,0.539,0.503,0.9,1.1,0.829,0.4,2.3,2.7,1.9,0.5,0.1,1.2,1.7,10.2,1550,103,123,9.5,0.524,0.115,1.9,11.2,6.4,11.4,1,0.4,10.6,19.1,-0.4,0.2,-0.1,-0.004,-3,-2.1,-5.2,-1.3,55%,41%,4%,,,-10.6,-0.8,46,16,76,2,35,6,288,8,40,15.5,0.583,0.149,0.203,0.146,0.085,0.417,0.637,0.524,0.517,0.442,0.495,0.922,0.02,9,0.208,0.358,2023
Jarrell Brantley,PF,26,UTA,4,0,9.8,2,3.5,0.571,1,2.3,0.444,1,1.3,0.8,0.714,0.5,0.5,1,0.3,1.3,1.5,0.8,0,0.5,0.5,0.8,5.5,39,134,118,18.5,0.739,0.143,2.8,13.7,8.3,11.4,0,4.3,11.8,18.1,0.1,0,0.1,0.16,3.1,0.4,3.5,0.1,,13%,54%,33%,,17.8,19.1,1,1,2,0,1,0,7,0,0,18,0.357,0.071,0.286,0,0,0.643,1,0.75,,,0.25,1,0,0,0.333,0.333,2023
Christian Braun,SG,21,DEN,76,6,15.5,1.9,3.8,0.495,0.4,1.3,0.354,1.4,2.5,0.565,0.554,0.5,0.8,0.625,0.6,1.8,2.4,0.8,0.5,0.2,0.5,1.3,4.7,1181,114,115,10.3,0.568,0.221,4.8,12.6,8.8,6.4,1.7,1.3,9.9,13,0.7,1.2,1.9,0.079,-2.5,0.1,-2.4,-0.1,14%,58%,27%,1%,,-3.2,-9.2,9,8,51,5,31,4,145,10,25,11.4,0.668,0.36,0.239,0.028,0.042,0.332,0.721,0.42,0.375,0.167,0.67,0.941,0.114,30,0.417,0.4,2023
Mikal Bridges,SF-SG,26,TOT,83,83,35.7,7.1,15.3,0.468,2,5.3,0.382,5.1,9.9,0.514,0.535,3.8,4.3,0.895,1,3.4,4.4,3.3,1.1,0.7,1.5,1.9,20.1,2963,118,115,16.8,0.587,0.279,2.9,10.8,6.8,13.7,1.5,1.8,8.2,22.6,4.4,3.1,7.5,0.121,1.5,0.2,1.7,2.8,1%,38%,51%,10%,,0.8,-1.5,73,37,92,6,159,28,662,43,54,14.5,0.651,0.17,0.176,0.227,0.078,0.349,0.693,0.466,0.469,0.364,0.538,0.923,0.028,31,0.434,0.448,2023
Mikal Bridges,SF,26,PHO,56,56,36.4,6.3,13.6,0.463,1.8,4.7,0.387,4.5,9,0.503,0.529,2.8,3.1,0.897,1,3.3,4.3,3.6,1.2,0.8,1.4,2.1,17.2,2040,118,114,14.8,0.574,0.228,3,10.4,6.6,14.1,1.6,2,8.5,19.2,2.7,2.2,4.9,0.116,0.4,0.6,1,1.6,,19%,66%,15%,,0.9,-2,46,21,65,5,82,24,490,23,35,14.1,0.658,0.185,0.177,0.224,0.073,0.342,0.709,0.422,0.468,0.286,0.605,0.98,0.035,24,0.46,0.475,2023
Mikal Bridges,SG,26,BRK,27,27,34.2,8.9,18.6,0.475,2.5,6.7,0.376,6.3,11.9,0.531,0.543,5.9,6.6,0.894,0.9,3.6,4.5,2.7,1,0.6,1.8,1.6,26.1,923,117,116,21.3,0.607,0.356,2.9,11.7,7.4,12.9,1.4,1.5,7.8,30.3,1.7,0.8,2.5,0.133,4,-0.8,3.3,1.2,2%,80%,17%,1%,,0.8,-0.6,27,16,27,1,77,4,172,20,19,15.1,0.64,0.147,0.175,0.233,0.085,0.36,0.662,0.534,0.47,0.465,0.439,0.838,0.016,7,0.398,0.403,2023
Oshae Brissett,PF,24,IND,65,2,16.7,1.9,4.9,0.386,0.7,2.4,0.31,1.2,2.5,0.457,0.461,1.6,2.2,0.717,1,2.4,3.4,0.7,0.5,0.2,0.5,1.2,6.1,1083,110,118,10.6,0.52,0.455,6.4,16,11.2,5.4,1.4,1,8.2,16.1,0.4,0.7,1.1,0.05,-2,-1.2,-3.2,-0.3,,1%,5%,92%,3%,0.1,4.8,13,8,41,7,65,6,109,7,22,14.1,0.514,0.329,0.147,0.019,0.019,0.486,0.562,0.277,0.5,0,0.72,0.958,0.05,14,0.265,0.244,2023
Malcolm Brogdon,PG,30,BOS,67,0,26,5.3,10.9,0.484,2,4.4,0.444,3.3,6.5,0.51,0.574,2.4,2.7,0.87,0.6,3.6,4.2,3.7,0.7,0.3,1.5,1.6,14.9,1744,122,113,18.2,0.615,0.251,2.7,14.7,8.8,21.5,1.3,0.9,10.8,22.8,3.6,2.2,5.8,0.161,2.3,0.6,2.8,2.1,52%,47%,1%,,,5.1,-2.7,42,34,52,7,82,18,616,17,51,14.6,0.594,0.195,0.24,0.083,0.075,0.406,0.622,0.432,0.475,0.509,0.342,0.659,0.007,5,0.158,0.447,2023
Dillon Brooks,SF,27,MEM,73,73,30.3,5.4,13.6,0.396,2,6,0.326,3.4,7.6,0.451,0.468,1.6,2.1,0.779,0.6,2.7,3.3,2.6,0.9,0.2,1.4,3.3,14.3,2214,102,114,9.4,0.494,0.155,2.2,9.5,5.8,11.7,1.4,0.7,8.9,21.8,-0.8,2.4,1.6,0.034,-3.4,-0.5,-3.9,-1.1,,20%,75%,5%,,4.4,1.7,43,27,104,15,70,23,451,18,38,15.8,0.557,0.157,0.19,0.138,0.072,0.443,0.635,0.362,0.453,0.282,0.438,0.797,0.012,12,0.164,0.361,2023
Bruce Brown,SF,26,DEN,80,31,28.5,4.5,9.3,0.483,1.1,3.2,0.358,3.3,6.1,0.548,0.545,1.5,1.9,0.758,0.8,3.3,4.1,3.4,1.1,0.6,1.5,2.4,11.5,2280,113,114,13.3,0.571,0.206,3.3,13,8.3,15.7,1.9,2,13.2,17.8,1.7,2.6,4.3,0.09,-1.1,0.6,-0.5,0.9,,32%,64%,3%,,0.9,-5.6,56,38,108,12,79,11,631,25,38,12.2,0.657,0.266,0.273,0.086,0.032,0.343,0.802,0.386,0.391,0.25,0.551,0.923,0.076,50,0.398,0.376,2023
Greg Brown III,PF,21,POR,16,0,5.8,0.7,1.8,0.393,0.1,0.4,0.143,0.6,1.3,0.476,0.411,0.3,0.8,0.417,0.1,1.1,1.2,0.2,0.3,0.3,0.4,0.8,1.8,93,79,114,5.8,0.421,0.429,2.5,21.2,11.7,4.5,2.1,4.8,15.3,18.4,-0.3,0.1,-0.1,-0.074,-8.5,0,-8.5,-0.2,,,25%,67%,8%,-2.5,1.2,2,1,6,0,6,0,7,2,4,9.1,0.75,0.536,0.143,0,0.071,0.25,0.667,0,,0,0.9,1,0.25,6,0.429,0.333,2023
Jaylen Brown,SF,26,BOS,67,67,35.9,10.1,20.6,0.491,2.4,7.3,0.335,7.7,13.4,0.576,0.55,3.9,5.1,0.765,1.2,5.7,6.9,3.5,1.1,0.4,2.9,2.6,26.6,2405,110,111,19.1,0.581,0.249,3.6,17,10.4,16.5,1.5,0.9,11.4,31.4,1.6,3.4,5,0.1,1.5,-0.2,1.3,2,,39%,58%,3%,,5.1,-3.8,61,68,71,30,176,9,599,48,77,13.9,0.648,0.245,0.204,0.104,0.095,0.352,0.737,0.475,0.542,0.412,0.477,0.687,0.053,64,0.125,0.279,2023
Kendall Brown,SG,19,IND,6,0,6.7,0.7,1.2,0.571,0,0.2,0,0.7,1,0.667,0.571,0.2,0.3,0.5,0.3,0.7,1,0.5,0.7,0,0.3,1.5,1.5,40,109,113,9.1,0.571,0.286,5.6,11.1,8.3,9.7,4.7,0,20.2,10.4,0,0.1,0.1,0.071,-7,4,-2.9,0,,54%,46%,,,6.4,9.9,0,0,3,0,1,0,8,0,1,7.1,0.857,0.429,0.286,0.143,0,0.143,1,0,1,,0.25,,0.286,2,1,0,2023
Moses Brown,C,23,TOT,36,1,8.2,1.7,2.7,0.635,0,0,,1.7,2.7,0.635,0.635,0.9,2,0.458,1.6,2.3,3.9,0.1,0.1,0.4,0.4,1.1,4.3,294,123,111,22.2,0.607,0.75,22,30.9,26.5,2.1,0.7,4.2,10.5,21.2,0.7,0.4,1.1,0.179,0.6,-1.2,-0.6,0.1,,,,,100%,3.8,3.5,2,3,21,5,29,1,9,8,11,2.1,1,0.729,0.26,0.01,0,0,0.7,0.48,0,,0.607,,0.469,37,,,2023
Moses Brown,C,23,LAC,34,1,8.5,1.8,2.8,0.635,0,0,,1.8,2.8,0.635,0.635,1,2.1,0.458,1.7,2.4,4.1,0.1,0.1,0.4,0.4,1.1,4.6,288,124,111,22.7,0.607,0.75,22.4,31.5,27,2.2,0.5,4.3,9.9,21.5,0.7,0.4,1.1,0.185,0.9,-1.3,-0.4,0.1,,,,,100%,4.8,4.5,2,3,20,5,29,1,9,8,11,2.1,1,0.729,0.26,0.01,0,0,0.7,0.48,0,,0.607,,0.469,37,,,2023
Moses Brown,C,23,BRK,2,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0.5,0,0.5,0.5,0,6,0,105,-2.6,,,0,0,0,0,8.1,0,100,7.4,0,0,0,-0.129,-12.7,2.8,-9.9,0,,,,,100%,-43.3,-44.6,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,,2023
Sterling Brown,SF,27,LAL,4,0,6,0,1,0,0,0.5,0,0,0.5,0,0,0,0,,0.8,1.3,2,0.5,0.8,0,0,1,0,24,75,103,7,0,0,13.9,21.6,17.8,9.4,5.9,0,0,7,0,0.1,0,0.04,-7.7,4.3,-3.3,0,,,65%,35%,,-3,-3.6,0,0,3,0,0,0,4,0,1,13.2,0.5,0.5,0,0,0,0.5,0,,,,,,0,0,0.5,0,2023
Troy Brown Jr.,SF,23,LAL,76,45,24.5,2.6,6.1,0.43,1.4,3.7,0.381,1.2,2.4,0.505,0.545,0.4,0.5,0.872,0.8,3.2,4.1,1.3,0.8,0.2,0.6,1.6,7.1,1860,113,115,9.6,0.561,0.084,3.7,13.7,8.9,6.6,1.5,0.7,9.2,12.1,1,2,2.9,0.075,-1.8,0.8,-1,0.5,,2%,70%,28%,,-0.9,-2.7,27,10,65,5,18,12,226,5,30,17.5,0.396,0.166,0.148,0.032,0.049,0.604,0.688,0.377,0.4,0.348,0.667,0.953,0.03,10,0.395,0.405,2023
Jalen Brunson,PG,26,NYK,68,68,35,8.6,17.6,0.491,2,4.7,0.416,6.7,12.8,0.519,0.547,4.8,5.8,0.829,0.6,3,3.5,6.2,0.9,0.2,2.1,2.2,24,2379,125,117,21.2,0.597,0.328,1.8,9.3,5.6,28.7,1.3,0.6,9.4,27.2,6.9,1.8,8.7,0.175,4.4,-0.5,3.9,3.5,100%,,,,,2.4,-1.9,75,39,70,18,169,77,1036,50,51,12.9,0.731,0.149,0.331,0.172,0.079,0.269,0.612,0.504,0.471,0.511,0.166,0.575,0.002,2,0.205,0.424,2023
