,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk.1,Player.1,Pos.1,Age.1,Tm.1,G.1,GS.1,MP.1,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,PTS.1,Player-additional.1,ORtg,DRtg,Player-additional.2,Rk.2,Player.2,Pos.2,Age.2,Tm.2,G.2,MP.2,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 83,OWS,DWS,WS,WS/48,Unnamed: 88,OBPM,DBPM,BPM,VORP,Player-additional.3,Rk.3,Player.3,Pos.3,Age.3,Tm.3,G.3,MP.3,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot.1,Off..1,PGA,And1,Blkd,-9999,Rk.4,Player.4,Pos.4,Age.4,Tm.4,G.4,MP.4,FG%.2,Dist.,Unnamed: 127,2P.2,0-3,10-Mar,16-Oct,16-3P,3P.2,Unnamed: 134,2P.3,0-3.1,10-Mar.1,16-Oct.1,16-3P.1,3P.3,Unnamed: 141,2P.4,3P.4,Unnamed: 144,%FGA,#,Unnamed: 147,%3PA,3P%.2,Unnamed: 150,Att.,#.1,-9999.1
197,154,Ryan Gomes,PF,25,MIN,82,74,29.7,4.8,10.5,0.457,0.7,2.2,0.33,4.1,8.3,0.491,0.492,2.3,2.8,0.83,1.6,4.2,5.8,1.8,0.8,0.1,1.2,1.9,12.6,gomesry01,154,Ryan Gomes,PF,25,MIN,82,74,2434,5.8,12.7,0.457,0.9,2.6,0.33,4.9,10.0,0.491,2.8,3.4,0.83,2.0,5.1,7.0,2.1,1.0,0.1,1.4,2.3,15.3,gomesry01,112.0,112.0,gomesry01,154,Ryan Gomes,PF,25,MIN,82,2434,15.7,0.539,0.209,0.267,6.1,16.8,11.3,9.6,1.4,0.3,9.1,19.5,,3.6,1.2,4.8,0.096,,1.0,-1.1,-0.1,1.1,gomesry01,154,Ryan Gomes,PF,25,MIN,82,2434,,,30%,70%,,-6.3,3.3,36,28,74,14,104,4,330,25,47,gomesry01,154,Ryan Gomes,PF,25,MIN,82,2434,0.457,13.5,,0.791,0.249,0.112,0.142,0.288,0.209,,0.491,0.587,0.479,0.451,0.433,0.33,,0.661,0.966,,0.02,16,,0.341,0.377,,3,0,gomesry01
198,155,Drew Gooden,PF,26,TOT,69,65,30.8,4.8,10.7,0.449,0.0,0.1,0.0,4.8,10.6,0.452,0.449,2.3,3.1,0.753,2.5,6.0,8.6,1.2,0.7,0.8,1.8,2.9,12.0,goodedr01,155,Drew Gooden,PF,26,TOT,69,65,2122,5.6,12.6,0.449,0.0,0.1,0.0,5.6,12.5,0.452,2.7,3.6,0.753,3.0,7.0,10.0,1.4,0.8,0.9,2.1,3.4,14.0,goodedr01,101.0,105.0,goodedr01,155,Drew Gooden,PF,26,TOT,69,2122,13.8,0.495,0.008,0.291,9.1,23.0,15.8,6.5,1.2,2.0,12.8,20.3,,0.5,2.8,3.3,0.074,,-2.1,-0.7,-2.8,-0.4,goodedr01,155,Drew Gooden,PF,26,TOT,69,2122,,,,78%,22%,-2.4,-2.1,37,33,122,18,107,4,180,23,59,goodedr01,155,Drew Gooden,PF,26,TOT,69,2122,0.449,9.0,,0.992,0.354,0.177,0.227,0.234,0.008,,0.452,0.595,0.359,0.429,0.329,0.0,,0.611,,,0.068,47,,0.333,0.0,,1,0,goodedr01
201,156,Ben Gordon,SG,24,CHI,72,27,31.8,6.4,14.8,0.434,2.0,4.8,0.41,4.5,10.0,0.445,0.5,3.7,4.1,0.908,0.6,2.5,3.1,3.0,0.8,0.1,2.1,2.4,18.6,gordobe01,156,Ben Gordon,SG,24,CHI,72,27,2291,7.3,16.8,0.434,2.2,5.4,0.41,5.1,11.4,0.445,4.2,4.6,0.908,0.6,2.8,3.5,3.3,0.9,0.1,2.4,2.7,21.0,gordobe01,110.0,111.0,gordobe01,156,Ben Gordon,SG,24,CHI,72,2291,16.4,0.558,0.324,0.274,1.9,9.2,5.4,16.9,1.2,0.3,11.1,26.0,,3.6,1.4,5.1,0.106,,2.1,-1.2,0.9,1.7,gordobe01,156,Ben Gordon,SG,24,CHI,72,2291,20%,77%,3%,,,-6.1,-7.0,75,39,86,17,98,7,480,20,46,gordobe01,156,Ben Gordon,SG,24,CHI,72,2291,0.434,16.9,,0.676,0.146,0.07,0.127,0.333,0.324,,0.445,0.462,0.413,0.463,0.438,0.41,,0.429,0.718,,0.003,2,,0.22,0.461,,1,0,gordobe01
203,158,Joey Graham,SF,25,TOR,38,3,8.7,1.3,3.0,0.434,0.1,0.1,0.667,1.2,2.9,0.427,0.442,1.0,1.2,0.844,0.5,1.3,1.8,0.4,0.1,0.0,0.6,1.2,3.6,grahajo01,158,Joey Graham,SF,25,TOR,38,3,331,5.3,12.3,0.434,0.2,0.3,0.667,5.1,12.0,0.427,4.1,4.9,0.844,2.0,5.3,7.3,1.6,0.3,0.0,2.5,5.1,15.0,grahajo01,99.0,110.0,grahajo01,158,Joey Graham,SF,25,TOR,38,331,10.3,0.52,0.027,0.398,6.4,17.7,12.0,7.0,0.5,0.0,14.8,22.2,,0.0,0.3,0.3,0.04,,-4.3,-2.2,-6.5,-0.4,grahajo01,158,Joey Graham,SF,25,TOR,38,331,,26%,59%,15%,,1.2,-2.4,3,9,27,7,21,7,33,1,12,grahajo01,158,Joey Graham,SF,25,TOR,38,331,0.434,10.1,,0.973,0.336,0.159,0.133,0.345,0.027,,0.427,0.5,0.389,0.533,0.333,0.667,,0.809,0.5,,0.08,9,,0.0,,,0,0,grahajo01
204,159,Stephen Graham,SF,25,IND,22,0,5.8,1.5,2.6,0.586,0.3,0.6,0.5,1.2,2.0,0.614,0.647,0.5,0.7,0.75,0.2,0.8,1.0,0.4,0.2,0.0,0.5,0.6,4.0,grahast01,159,Stephen Graham,SF,25,IND,22,0,128,9.6,16.3,0.586,2.0,3.9,0.5,7.6,12.4,0.614,3.4,4.5,0.75,1.1,5.1,6.2,2.5,1.1,0.3,2.8,3.9,24.5,grahast01,117.0,108.0,grahast01,159,Stephen Graham,SF,25,IND,22,128,21.9,0.669,0.241,0.276,3.3,15.6,9.3,13.5,1.5,0.6,13.3,25.4,,0.3,0.1,0.4,0.167,,4.2,0.0,4.2,0.2,grahast01,159,Stephen Graham,SF,25,IND,22,128,,17%,63%,18%,1%,1.4,3.1,4,3,5,1,7,2,20,2,2,grahast01,159,Stephen Graham,SF,25,IND,22,128,0.586,14.5,,0.759,0.241,0.069,0.103,0.345,0.241,,0.614,0.786,0.75,0.5,0.5,0.5,,0.519,0.857,,0.069,4,,0.214,1.0,,0,0,grahast01
205,160,Danny Granger,SF,24,IND,80,80,36.0,6.7,15.1,0.446,2.1,5.3,0.404,4.6,9.8,0.468,0.517,4.0,4.7,0.852,1.2,4.9,6.1,2.1,1.2,1.1,2.1,3.6,19.6,grangda01,160,Danny Granger,SF,24,IND,80,80,2876,6.7,15.1,0.446,2.1,5.3,0.404,4.6,9.8,0.468,4.0,4.7,0.852,1.2,4.9,6.1,2.1,1.2,1.1,2.1,3.6,19.6,grangda01,110.0,107.0,grangda01,160,Danny Granger,SF,24,IND,80,2876,16.7,0.571,0.351,0.314,3.4,15.2,9.2,9.6,1.6,2.2,11.1,23.2,,4.1,3.2,7.3,0.122,,1.3,0.1,1.4,2.5,grangda01,160,Danny Granger,SF,24,IND,80,2876,,3%,67%,30%,,-2.9,-5.0,60,47,115,35,163,17,395,38,60,grangda01,160,Danny Granger,SF,24,IND,80,2876,0.446,15.6,,0.649,0.221,0.1,0.078,0.25,0.351,,0.468,0.56,0.446,0.415,0.412,0.404,,0.454,0.982,,0.026,28,,0.128,0.444,,1,0,grangda01
206,161,Aaron Gray,C,23,CHI,61,1,10.0,1.7,3.3,0.505,0.0,0.0,0.0,1.7,3.3,0.507,0.505,0.9,1.6,0.566,1.1,1.6,2.8,0.7,0.3,0.3,0.9,1.9,4.3,grayaa01,161,Aaron Gray,C,23,CHI,61,1,613,6.0,12.0,0.505,0.0,0.1,0.0,6.0,11.9,0.507,3.3,5.8,0.566,4.1,5.8,9.9,2.4,1.2,0.9,3.3,6.9,15.4,grayaa01,100.0,105.0,grayaa01,161,Aaron Gray,C,23,CHI,61,613,13.9,0.529,0.005,0.485,12.5,18.7,15.5,11.4,1.8,2.0,18.7,22.0,,0.1,0.8,0.8,0.066,,-3.6,0.0,-3.5,-0.2,grayaa01,161,Aaron Gray,C,23,CHI,61,613,,,,,100%,-0.8,2.7,23,13,64,11,51,3,92,13,30,grayaa01,161,Aaron Gray,C,23,CHI,61,613,0.505,4.1,,0.995,0.574,0.27,0.118,0.034,0.005,,0.507,0.556,0.509,0.375,0.143,0.0,,0.505,,,0.069,13,,0.0,,,0,0,grayaa01
207,162,Gerald Green,SF,22,TOT,30,0,12.1,1.7,5.0,0.344,0.5,1.3,0.385,1.2,3.7,0.33,0.394,1.1,1.4,0.829,0.4,1.7,2.1,1.0,0.3,0.1,1.1,1.5,5.1,greenge01,162,Gerald Green,SF,22,TOT,30,0,362,5.2,15.0,0.344,1.5,3.9,0.385,3.7,11.1,0.33,3.4,4.1,0.829,1.3,5.1,6.4,2.9,0.8,0.4,3.2,4.5,15.2,greenge01,89.0,112.0,greenge01,162,Gerald Green,SF,22,TOT,30,362,8.7,0.453,0.258,0.272,4.1,16.9,10.2,12.5,1.2,0.9,15.9,25.1,,-0.5,0.2,-0.4,-0.048,,-3.2,-1.2,-4.3,-0.2,greenge01,162,Gerald Green,SF,22,TOT,30,362,3%,58%,40%,,,-6.5,0.9,15,9,22,3,17,0,71,1,6,greenge01,162,Gerald Green,SF,22,TOT,30,362,0.344,15.7,,0.742,0.192,0.046,0.146,0.358,0.258,,0.33,0.448,0.429,0.227,0.296,0.385,,0.486,1.0,,0.06,7,,0.282,0.545,,0,0,greenge01
210,163,Jeff Green,SF,21,SEA,80,52,28.2,4.0,9.4,0.427,0.3,1.0,0.276,3.7,8.4,0.444,0.441,2.2,3.0,0.744,1.3,3.5,4.7,1.5,0.6,0.6,2.0,2.5,10.5,greenje02,163,Jeff Green,SF,21,SEA,80,52,2253,5.1,12.0,0.427,0.3,1.2,0.276,4.8,10.8,0.444,2.8,3.8,0.744,1.6,4.4,6.1,1.9,0.7,0.8,2.5,3.2,13.4,greenje02,94.0,111.0,greenje02,163,Jeff Green,SF,21,SEA,80,2253,9.8,0.491,0.101,0.318,4.9,13.4,9.2,8.2,1.0,1.6,15.6,19.4,,-1.3,1.5,0.2,0.003,,-3.4,-0.6,-4.1,-1.2,greenje02,163,Jeff Green,SF,21,SEA,80,2253,,,60%,40%,,-11.0,-4.4,49,57,116,20,115,18,253,26,51,greenje02,163,Jeff Green,SF,21,SEA,80,2253,0.427,9.7,,0.899,0.344,0.211,0.127,0.216,0.101,,0.444,0.601,0.405,0.253,0.346,0.276,,0.582,1.0,,0.077,52,,0.592,0.356,,1,0,greenje02
211,164,Taurean Green,SG-PG,21,TOT,17,0,4.4,0.4,1.5,0.28,0.1,0.6,0.182,0.3,0.8,0.357,0.32,0.6,0.7,0.917,0.0,0.6,0.6,0.6,0.1,0.0,0.5,0.3,1.6,greenta01,164,Taurean Green,SG-PG,21,TOT,17,0,74,3.4,12.2,0.28,1.0,5.4,0.182,2.4,6.8,0.357,5.4,5.8,0.917,0.0,4.9,4.9,5.4,1.0,0.0,4.4,2.4,13.1,greenta01,84.0,109.0,greenta01,164,Taurean Green,SG-PG,21,TOT,17,74,7.0,0.446,0.44,0.48,0.0,14.9,7.6,22.3,1.4,0.0,22.9,24.3,,-0.2,0.1,-0.1,-0.066,,-5.3,-2.2,-7.5,-0.1,greenta01,164,Taurean Green,SG-PG,21,TOT,17,74,72%,28%,,,,5.2,4.5,4,4,2,0,6,1,26,0,0,greenta01,164,Taurean Green,SG-PG,21,TOT,17,74,0.28,19.2,,0.56,0.12,0.04,0.0,0.4,0.44,,0.357,0.667,0.0,,0.3,0.182,,0.0,0.5,,0.0,0,,0.091,0.0,,0,0,greenta01
214,165,Willie Green,SG,26,PHI,74,74,26.6,5.1,11.8,0.436,0.7,2.4,0.285,4.4,9.3,0.475,0.465,1.5,2.0,0.757,0.4,2.0,2.5,2.0,0.7,0.3,1.5,1.6,12.4,greenwi01,165,Willie Green,SG,26,PHI,74,74,1970,6.9,15.9,0.436,0.9,3.3,0.285,6.0,12.6,0.475,2.0,2.7,0.757,0.6,2.7,3.3,2.8,1.0,0.4,2.0,2.2,16.8,greenwi01,101.0,109.0,greenwi01,165,Willie Green,SG,26,PHI,74,1970,12.8,0.492,0.206,0.17,1.9,9.1,5.5,13.2,1.5,0.9,10.4,23.9,,0.4,1.6,2.1,0.05,,-0.9,-0.8,-1.6,0.2,greenwi01,165,Willie Green,SG,26,PHI,74,1970,,91%,9%,,,-0.9,-2.0,48,36,56,15,74,13,326,22,47,greenwi01,165,Willie Green,SG,26,PHI,74,1970,0.436,12.5,,0.794,0.303,0.12,0.122,0.249,0.206,,0.475,0.625,0.375,0.377,0.387,0.285,,0.582,0.902,,0.025,22,,0.229,0.317,,1,0,greenwi01
216,167,Adrian Griffin,SG-SF,33,TOT,35,2,8.8,0.9,2.2,0.395,0.0,0.0,,0.9,2.2,0.395,0.395,0.1,0.3,0.556,0.8,0.9,1.7,0.8,0.5,0.1,0.6,0.8,1.9,griffad01,167,Adrian Griffin,SG-SF,33,TOT,35,2,307,3.5,8.9,0.395,0.0,0.0,,3.5,8.9,0.395,0.6,1.1,0.556,3.3,3.6,6.9,3.2,2.0,0.2,2.5,3.2,7.6,griffad01,88.0,107.0,griffad01,167,Adrian Griffin,SG-SF,33,TOT,35,307,8.7,0.406,0.0,0.118,10.0,11.4,10.7,13.4,2.8,0.5,20.8,14.5,,-0.3,0.3,0.0,0.001,,-4.1,1.1,-3.0,-0.1,griffad01,167,Adrian Griffin,SG-SF,33,TOT,35,307,13%,58%,29%,,,1.8,6.9,8,7,12,1,6,0,62,3,5,griffad01,167,Adrian Griffin,SG-SF,33,TOT,35,307,0.395,8.1,,1.0,0.382,0.171,0.263,0.184,0.0,,0.395,0.448,0.308,0.45,0.286,,,0.433,,,0.0,0,,,,,0,0,griffad01
219,168,Richard Hamilton,SG,29,DET,72,72,33.7,6.9,14.3,0.484,0.9,2.0,0.44,6.1,12.3,0.492,0.515,2.6,3.1,0.833,1.0,2.2,3.3,4.2,1.0,0.1,1.8,2.4,17.3,hamilri01,168,Richard Hamilton,SG,29,DET,72,72,2424,7.4,15.3,0.484,0.9,2.1,0.44,6.5,13.2,0.492,2.7,3.3,0.833,1.1,2.4,3.5,4.4,1.1,0.1,2.0,2.5,18.5,hamilri01,113.0,106.0,hamilri01,168,Richard Hamilton,SG,29,DET,72,2424,18.2,0.552,0.137,0.215,3.7,7.9,5.8,22.3,1.7,0.3,10.5,24.5,,4.8,2.9,7.7,0.152,,2.3,0.1,2.3,2.6,hamilri01,168,Richard Hamilton,SG,29,DET,72,2424,,100%,,,,8.2,-1.0,74,29,59,14,69,8,671,19,61,hamilri01,168,Richard Hamilton,SG,29,DET,72,2424,0.484,14.0,,0.863,0.188,0.072,0.229,0.374,0.137,,0.492,0.582,0.5,0.466,0.46,0.44,,0.645,0.984,,0.009,8,,0.553,0.474,,1,0,hamilri01
220,169,Anfernee Hardaway,SF,36,MIA,16,8,20.3,1.4,3.8,0.367,0.5,1.2,0.421,0.9,2.6,0.341,0.433,0.5,0.6,0.889,0.2,2.0,2.2,2.2,1.2,0.1,0.8,1.5,3.8,hardaan01,169,Anfernee Hardaway,SF,36,MIA,16,8,325,2.4,6.6,0.367,0.9,2.1,0.421,1.6,4.5,0.341,0.9,1.0,0.889,0.3,3.5,3.9,3.9,2.1,0.1,1.4,2.7,6.6,hardaan01,97.0,108.0,hardaan01,169,Anfernee Hardaway,SF,36,MIA,16,325,9.0,0.469,0.317,0.15,1.1,12.0,6.5,16.8,3.1,0.2,16.9,11.2,,-0.1,0.3,0.2,0.036,,-3.4,2.3,-1.1,0.1,hardaan01,169,Anfernee Hardaway,SF,36,MIA,16,325,,3%,94%,3%,,-6.0,3.8,10,0,14,0,2,3,72,0,2,hardaan01,169,Anfernee Hardaway,SF,36,MIA,16,325,0.367,15.7,,0.683,0.15,0.133,0.15,0.25,0.317,,0.341,0.222,0.5,0.333,0.333,0.421,,0.429,1.0,,0.017,0,,0.316,0.167,,0,0,hardaan01
221,170,Matt Harpring,SF,31,UTA,76,0,18.1,3.1,6.2,0.5,0.0,0.1,0.2,3.1,6.1,0.506,0.502,1.9,2.7,0.712,1.3,1.9,3.2,1.1,0.6,0.2,1.3,2.1,8.2,harprma01,170,Matt Harpring,SF,31,UTA,76,0,1374,6.2,12.4,0.5,0.1,0.3,0.2,6.2,12.2,0.506,3.8,5.4,0.712,2.5,3.8,6.3,2.1,1.2,0.4,2.5,4.2,16.3,harprma01,107.0,108.0,harprma01,170,Matt Harpring,SF,31,UTA,76,1374,14.1,0.551,0.021,0.432,8.6,12.7,10.7,9.0,1.7,0.8,14.4,21.5,,1.4,1.4,2.8,0.096,,-1.0,-0.9,-1.9,0.0,harprma01,170,Matt Harpring,SF,31,UTA,76,1374,,3%,97%,,,1.4,-9.2,39,21,69,24,79,20,178,19,33,harprma01,170,Matt Harpring,SF,31,UTA,76,1374,0.5,9.8,,0.979,0.386,0.082,0.177,0.333,0.021,,0.506,0.672,0.385,0.405,0.399,0.2,,0.787,1.0,,0.008,4,,1.0,0.2,,0,0,harprma01
222,171,Al Harrington,C,27,GSW,81,59,27.0,5.0,11.4,0.434,1.9,5.0,0.375,3.1,6.4,0.482,0.517,1.8,2.3,0.774,1.3,4.1,5.4,1.6,0.9,0.2,1.1,3.3,13.6,harrial01,171,Al Harrington,C,27,GSW,81,59,2190,6.6,15.2,0.434,2.5,6.7,0.375,4.1,8.5,0.482,2.4,3.1,0.774,1.8,5.5,7.2,2.2,1.2,0.3,1.5,4.4,18.1,harrial01,113.0,110.0,harrial01,171,Al Harrington,C,27,GSW,81,2190,15.6,0.547,0.442,0.206,5.0,16.9,10.7,8.9,1.6,0.5,8.2,21.1,,3.7,1.7,5.4,0.118,,1.0,-0.8,0.2,1.2,harrial01,171,Al Harrington,C,27,GSW,81,2190,,,,47%,53%,2.5,1.2,26,27,132,17,80,39,306,17,40,harrial01,171,Al Harrington,C,27,GSW,81,2190,0.434,15.8,,0.558,0.245,0.103,0.062,0.148,0.442,,0.482,0.628,0.347,0.439,0.35,0.375,,0.484,1.0,,0.049,40,,0.221,0.4,,3,0,harrial01
223,172,Othella Harrington,C,34,CHA,22,0,7.5,0.8,1.9,0.429,0.0,0.0,,0.8,1.9,0.429,0.429,0.5,0.7,0.625,0.5,1.4,1.9,0.2,0.0,0.2,0.5,1.5,2.1,harriot01,172,Othella Harrington,C,34,CHA,22,0,166,3.9,9.1,0.429,0.0,0.0,,3.9,9.1,0.429,2.2,3.5,0.625,2.4,6.7,9.1,0.9,0.2,0.9,2.4,7.4,10.0,harriot01,89.0,109.0,harriot01,172,Othella Harrington,C,34,CHA,22,166,5.8,0.469,0.0,0.381,7.6,21.6,14.5,3.8,0.3,1.8,18.3,16.6,,-0.2,0.1,0.0,-0.01,,-7.6,-1.6,-9.2,-0.3,harriot01,172,Othella Harrington,C,34,CHA,22,166,,,,30%,70%,5.4,10.8,3,2,10,3,7,2,9,0,4,harriot01,172,Othella Harrington,C,34,CHA,22,166,0.429,9.4,,1.0,0.262,0.19,0.381,0.167,0.0,,0.429,0.545,0.5,0.313,0.429,,,0.667,,,0.0,0,,,,,0,0,harriot01
224,173,Devin Harris,PG,24,TOT,64,61,31.6,5.0,10.8,0.463,0.9,2.6,0.335,4.1,8.2,0.504,0.504,3.9,4.7,0.824,0.4,2.3,2.7,5.8,1.4,0.2,2.5,3.0,14.8,harride01,173,Devin Harris,PG,24,TOT,64,61,2022,5.7,12.3,0.463,1.0,3.0,0.335,4.7,9.4,0.504,4.4,5.4,0.824,0.5,2.6,3.1,6.6,1.6,0.2,2.9,3.4,16.8,harride01,112.0,108.0,harride01,173,Devin Harris,PG,24,TOT,64,2022,17.5,0.573,0.241,0.434,1.6,8.2,5.0,31.1,2.4,0.4,16.3,22.6,,3.6,1.9,5.6,0.132,,1.2,-0.2,1.0,1.5,harride01,173,Devin Harris,PG,24,TOT,64,2022,99%,1%,,,,5.0,6.0,85,42,83,19,142,37,810,28,43,harride01,173,Devin Harris,PG,24,TOT,64,2022,0.463,11.3,,0.759,0.413,0.108,0.069,0.169,0.241,,0.504,0.598,0.36,0.438,0.393,0.335,,0.358,0.679,,0.012,7,,0.156,0.308,,7,0,harride01
227,174,Mike Harris,PF,24,HOU,17,0,9.4,1.6,3.2,0.5,0.0,0.1,0.0,1.6,3.1,0.519,0.5,0.5,0.8,0.615,1.4,1.8,3.2,0.2,0.4,0.2,0.5,0.9,3.6,harrimi01,174,Mike Harris,PF,24,HOU,17,0,159,6.1,12.2,0.5,0.0,0.5,0.0,6.1,11.8,0.519,1.8,2.9,0.615,5.4,6.8,12.2,0.7,1.4,0.7,2.0,3.6,14.0,harrimi01,107.0,99.0,harrimi01,174,Mike Harris,PF,24,HOU,17,159,17.1,0.519,0.037,0.241,17.3,21.0,19.2,3.2,2.0,1.4,13.1,19.7,,0.1,0.3,0.5,0.143,,-0.1,0.5,0.3,0.1,harrimi01,174,Mike Harris,PF,24,HOU,17,159,,,9%,61%,30%,3.7,-1.9,1,3,10,0,7,1,8,3,10,harrimi01,174,Mike Harris,PF,24,HOU,17,159,0.5,5.6,,0.963,0.611,0.093,0.13,0.13,0.037,,0.519,0.727,0.2,0.143,0.143,0.0,,0.556,,,0.13,6,,0.5,0.0,,0,0,harrimi01
228,175,David Harrison,C,25,IND,55,0,12.8,1.6,3.1,0.529,0.0,0.0,,1.6,3.1,0.529,0.529,0.9,1.7,0.51,0.8,1.4,2.1,0.3,0.4,1.1,1.1,3.0,4.2,harrida01,175,David Harrison,C,25,IND,55,0,702,4.6,8.7,0.529,0.0,0.0,,4.6,8.7,0.529,2.5,4.9,0.51,2.2,3.8,6.1,0.7,1.0,3.0,3.0,8.4,11.7,harrida01,92.0,105.0,harrida01,175,David Harrison,C,25,IND,55,702,8.6,0.539,0.0,0.565,6.5,11.9,9.1,3.0,1.4,6.3,21.5,16.7,,-0.5,0.9,0.4,0.03,,-7.3,1.4,-5.9,-0.7,harrida01,175,David Harrison,C,25,IND,55,702,,,,,100%,0.6,2.5,11,14,86,22,49,13,33,12,18,harrida01,175,David Harrison,C,25,IND,55,702,0.529,5.0,,1.0,0.494,0.312,0.112,0.082,0.0,,0.529,0.679,0.358,0.474,0.357,,,0.533,,,0.129,20,,,,,0,0,harrida01
229,176,Jason Hart,PG,29,UTA,57,0,10.6,1.0,3.2,0.322,0.2,0.5,0.355,0.8,2.6,0.315,0.353,0.7,0.8,0.844,0.1,0.9,1.0,1.5,0.5,0.1,0.5,1.3,2.9,hartja01,176,Jason Hart,PG,29,UTA,57,0,606,3.4,10.7,0.322,0.7,1.8,0.355,2.8,8.9,0.315,2.3,2.7,0.844,0.3,3.0,3.3,5.1,1.8,0.2,1.7,4.5,9.8,hartja01,95.0,107.0,hartja01,176,Jason Hart,PG,29,UTA,57,606,8.0,0.413,0.172,0.25,1.0,10.0,5.5,19.3,2.5,0.4,12.3,16.8,,-0.2,0.7,0.4,0.033,,-4.1,0.8,-3.3,-0.2,hartja01,176,Jason Hart,PG,29,UTA,57,606,89%,11%,,,,2.6,-5.8,14,5,37,2,12,4,189,4,13,hartja01,176,Jason Hart,PG,29,UTA,57,606,0.322,16.2,,0.828,0.161,0.083,0.083,0.5,0.172,,0.315,0.483,0.2,0.333,0.278,0.355,,0.468,0.909,,0.0,0,,0.226,0.714,,1,0,hartja01
230,177,Udonis Haslem,PF,27,MIA,49,48,36.8,4.8,10.3,0.467,0.0,0.0,,4.8,10.3,0.467,0.467,2.3,2.9,0.81,2.2,6.9,9.0,1.4,0.8,0.4,1.4,3.0,12.0,hasleud01,177,Udonis Haslem,PF,27,MIA,49,48,1805,4.7,10.1,0.467,0.0,0.0,,4.7,10.1,0.467,2.3,2.8,0.81,2.1,6.7,8.8,1.4,0.8,0.4,1.3,2.9,11.7,hasleud01,104.0,109.0,hasleud01,177,Udonis Haslem,PF,27,MIA,49,1805,12.7,0.517,0.0,0.28,7.0,22.7,14.7,6.5,1.1,0.8,10.5,16.7,,1.0,1.5,2.5,0.067,,-1.8,-0.9,-2.7,-0.3,hasleud01,177,Udonis Haslem,PF,27,MIA,49,1805,,,,87%,13%,-9.3,0.3,27,28,77,4,55,29,153,10,31,hasleud01,177,Udonis Haslem,PF,27,MIA,49,1805,0.467,10.6,,1.0,0.28,0.124,0.247,0.349,0.0,,0.467,0.627,0.365,0.464,0.379,,,0.764,,,0.036,16,,,,,0,0,hasleud01
231,178,Trenton Hassell,SG,28,TOT,63,6,12.3,0.9,2.1,0.422,0.0,0.1,0.222,0.9,2.0,0.437,0.43,0.1,0.2,0.7,0.3,1.0,1.3,0.7,0.2,0.0,0.3,1.4,2.0,hassetr01,178,Trenton Hassell,SG,28,TOT,63,6,773,2.7,6.3,0.422,0.1,0.4,0.222,2.6,5.9,0.437,0.3,0.5,0.7,0.9,2.9,3.9,1.9,0.6,0.1,1.0,4.2,5.7,hassetr01,93.0,111.0,hassetr01,178,Trenton Hassell,SG,28,TOT,63,773,4.2,0.441,0.067,0.074,3.0,9.3,6.2,7.9,0.9,0.3,13.6,9.7,,-0.2,0.5,0.2,0.015,,-5.0,-0.2,-5.1,-0.6,hassetr01,178,Trenton Hassell,SG,28,TOT,63,773,1%,84%,15%,,,-7.6,-9.4,8,5,32,4,2,7,100,0,7,hassetr01,178,Trenton Hassell,SG,28,TOT,63,773,0.422,15.1,,0.933,0.141,0.067,0.163,0.563,0.067,,0.437,0.263,0.444,0.409,0.487,0.222,,0.745,1.0,,0.0,0,,0.556,0.4,,0,0,hassetr01
234,179,Spencer Hawes,C,19,SAC,71,8,13.1,2.1,4.5,0.459,0.1,0.3,0.19,2.0,4.2,0.478,0.465,0.5,0.8,0.655,1.0,2.3,3.2,0.6,0.2,0.6,0.8,1.8,4.7,hawessp01,179,Spencer Hawes,C,19,SAC,71,8,931,5.6,12.3,0.459,0.2,0.8,0.19,5.5,11.5,0.478,1.5,2.2,0.655,2.6,6.3,8.9,1.7,0.5,1.5,2.2,4.9,12.9,hawessp01,97.0,109.0,hawessp01,179,Spencer Hawes,C,19,SAC,71,931,11.6,0.486,0.066,0.182,8.8,20.1,14.6,7.7,0.8,3.3,14.0,19.2,,-0.2,0.8,0.6,0.033,,-3.2,-0.9,-4.1,-0.5,hawessp01,179,Spencer Hawes,C,19,SAC,71,931,,,,,100%,-5.1,-3.6,18,23,97,3,26,2,99,4,20,hawessp01,179,Spencer Hawes,C,19,SAC,71,931,0.459,9.8,,0.934,0.321,0.233,0.126,0.255,0.066,,0.478,0.559,0.432,0.425,0.444,0.19,,0.599,0.75,,0.069,21,,0.476,0.3,,0,0,hawessp01
