,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk.1,Player.1,Pos.1,Age.1,Tm.1,G.1,GS.1,MP.1,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,PTS.1,Player-additional.1,ORtg,DRtg,Player-additional.2,Rk.2,Player.2,Pos.2,Age.2,Tm.2,G.2,MP.2,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 83,OWS,DWS,WS,WS/48,Unnamed: 88,OBPM,DBPM,BPM,VORP,Player-additional.3,Rk.3,Player.3,Pos.3,Age.3,Tm.3,G.3,MP.3,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot.1,Off..1,PGA,And1,Blkd,-9999,Rk.4,Player.4,Pos.4,Age.4,Tm.4,G.4,MP.4,FG%.2,Dist.,Unnamed: 127,2P.2,0-3,10-Mar,16-Oct,16-3P,3P.2,Unnamed: 134,2P.3,0-3.1,10-Mar.1,16-Oct.1,16-3P.1,3P.3,Unnamed: 141,2P.4,3P.4,Unnamed: 144,%FGA,#,Unnamed: 147,%3PA,3P%.2,Unnamed: 150,Att.,#.1,-9999.1
274,211,LeBron James,SF,23,CLE,75,74,40.4,10.6,21.9,0.484,1.5,4.8,0.315,9.1,17.1,0.531,0.518,7.3,10.3,0.712,1.8,6.1,7.9,7.2,1.8,1.1,3.4,2.2,30.0,jamesle01,211,LeBron James,SF,23,CLE,75,74,3027,9.4,19.5,0.484,1.3,4.3,0.315,8.1,15.3,0.531,6.5,9.2,0.712,1.6,5.5,7.0,6.4,1.6,1.0,3.0,2.0,26.8,jamesle01,116.0,104.0,jamesle01,211,LeBron James,SF,23,CLE,75,3027,29.1,0.568,0.219,0.47,4.9,17.8,11.1,37.3,2.4,2.1,11.4,33.5,,10.7,4.6,15.2,0.242,,8.2,2.6,10.9,9.8,jamesle01,211,LeBron James,SF,23,CLE,75,3027,,,77%,23%,1%,2.4,10.9,136,61,65,33,344,12,1259,88,61,jamesle01,211,LeBron James,SF,23,CLE,75,3027,0.484,12.2,,0.781,0.373,0.09,0.08,0.238,0.219,,0.531,0.706,0.426,0.303,0.372,0.315,,0.333,0.398,,0.069,109,,0.095,0.353,,2,0,jamesle01
275,212,Mike James,PG,32,TOT,54,1,13.3,1.9,5.4,0.348,0.6,1.8,0.32,1.3,3.6,0.363,0.402,0.7,0.9,0.813,0.3,1.0,1.3,1.1,0.4,0.0,0.7,1.0,5.0,jamesmi01,212,Mike James,PG,32,TOT,54,1,720,5.0,14.5,0.348,1.5,4.8,0.32,3.5,9.6,0.363,1.9,2.4,0.813,0.7,2.7,3.4,3.0,1.0,0.1,1.8,2.8,13.6,jamesmi01,93.0,106.0,jamesmi01,212,Mike James,PG,32,TOT,54,720,8.6,0.437,0.334,0.166,2.2,8.7,5.5,13.4,1.6,0.2,10.4,22.1,,-0.5,0.9,0.3,0.023,,-3.4,-0.4,-3.8,-0.3,jamesmi01,212,Mike James,PG,32,TOT,54,720,72%,28%,,,,-1.9,-8.7,16,9,26,4,17,2,130,3,15,jamesmi01,212,Mike James,PG,32,TOT,54,720,0.348,14.5,,0.666,0.259,0.128,0.066,0.214,0.334,,0.363,0.427,0.459,0.211,0.274,0.32,,0.414,1.0,,0.0,0,,0.278,0.296,,1,0,jamesmi01
278,213,Antawn Jamison,PF,31,WAS,79,79,38.7,7.8,17.9,0.436,1.5,4.5,0.339,6.3,13.5,0.468,0.478,4.2,5.5,0.76,2.7,7.5,10.2,1.5,1.3,0.4,1.4,2.5,21.4,jamisan01,213,Antawn Jamison,PF,31,WAS,79,79,3061,7.3,16.7,0.436,1.4,4.2,0.339,5.9,12.5,0.468,3.9,5.2,0.76,2.5,7.0,9.5,1.4,1.2,0.4,1.3,2.3,19.9,jamisan01,112.0,107.0,jamisan01,213,Antawn Jamison,PF,31,WAS,79,3061,20.3,0.525,0.25,0.309,8.0,23.3,15.4,7.2,1.9,0.9,6.6,25.9,,6.0,3.2,9.2,0.144,,3.1,-1.3,1.7,2.9,jamisan01,213,Antawn Jamison,PF,31,WAS,79,3061,,,30%,69%,1%,2.7,14.0,50,36,106,12,200,20,283,48,56,jamisan01,213,Antawn Jamison,PF,31,WAS,79,3061,0.436,12.9,,0.75,0.238,0.222,0.101,0.19,0.25,,0.468,0.641,0.452,0.329,0.346,0.339,,0.552,0.95,,0.007,10,,0.178,0.349,,1,0,jamisan01
279,214,Marko Jarić,SG,29,MIN,75,56,29.2,3.0,7.0,0.43,0.6,1.7,0.362,2.4,5.3,0.451,0.473,1.6,2.2,0.742,0.5,2.5,3.0,4.1,1.3,0.4,1.7,2.4,8.3,jaricma01,214,Marko Jarić,SG,29,MIN,75,56,2189,3.7,8.7,0.43,0.8,2.1,0.362,3.0,6.6,0.451,2.0,2.7,0.742,0.6,3.0,3.7,5.1,1.6,0.5,2.1,3.0,10.2,jaricma01,104.0,111.0,jaricma01,214,Marko Jarić,SG,29,MIN,75,2189,12.1,0.518,0.241,0.309,2.0,10.1,5.9,21.0,2.3,1.2,17.6,15.0,,1.1,1.3,2.4,0.053,,-1.5,0.6,-0.9,0.6,jaricma01,214,Marko Jarić,SG,29,MIN,75,2189,4%,74%,22%,,,-8.1,-1.3,64,25,76,15,68,15,682,11,31,jaricma01,214,Marko Jarić,SG,29,MIN,75,2189,0.43,14.1,,0.759,0.299,0.076,0.055,0.33,0.241,,0.451,0.481,0.375,0.379,0.454,0.362,,0.459,0.891,,0.004,2,,0.276,0.343,,5,0,jaricma01
280,215,Al Jefferson,C,23,MIN,82,82,35.6,8.8,17.6,0.5,0.0,0.1,0.0,8.8,17.5,0.502,0.5,3.5,4.8,0.721,3.8,7.4,11.1,1.4,0.9,1.5,2.0,2.7,21.0,jeffeal01,215,Al Jefferson,C,23,MIN,82,82,2919,8.9,17.8,0.5,0.0,0.1,0.0,8.9,17.7,0.502,3.5,4.9,0.721,3.8,7.4,11.2,1.4,0.9,1.5,2.1,2.7,21.3,jeffeal01,109.0,108.0,jeffeal01,215,Al Jefferson,C,23,MIN,82,2919,22.7,0.535,0.003,0.273,11.9,24.7,18.1,7.5,1.3,3.2,9.4,27.5,,4.8,2.9,7.7,0.127,,2.8,-1.2,1.6,2.6,jeffeal01,215,Al Jefferson,C,23,MIN,82,2919,,,,,100%,-10.4,-10.9,48,72,133,11,210,10,270,62,122,jeffeal01,215,Al Jefferson,C,23,MIN,82,2919,0.5,6.9,,0.997,0.35,0.356,0.206,0.084,0.003,,0.502,0.669,0.456,0.38,0.298,0.0,,0.51,,,0.076,97,,0.0,,,3,0,jeffeal01
281,216,Richard Jefferson,SF,27,NJN,82,82,39.0,7.5,16.2,0.466,0.9,2.6,0.362,6.6,13.6,0.486,0.495,6.6,8.3,0.798,1.1,3.0,4.2,3.1,0.9,0.3,2.4,2.7,22.6,jefferi01,216,Richard Jefferson,SF,27,NJN,82,82,3200,7.0,14.9,0.466,0.9,2.4,0.362,6.1,12.5,0.486,6.1,7.6,0.798,1.0,2.8,3.8,2.8,0.9,0.2,2.2,2.5,20.9,jefferi01,112.0,112.0,jefferi01,216,Richard Jefferson,SF,27,NJN,82,3200,17.4,0.571,0.16,0.511,3.4,9.0,6.2,15.0,1.2,0.5,10.9,26.1,,6.1,1.5,7.6,0.114,,1.6,-1.3,0.3,1.8,jefferi01,216,Richard Jefferson,SF,27,NJN,82,3200,,7%,77%,16%,,-5.3,2.3,68,65,90,40,284,22,597,41,76,jefferi01,216,Richard Jefferson,SF,27,NJN,82,3200,0.466,11.7,,0.84,0.373,0.068,0.078,0.32,0.16,,0.486,0.599,0.378,0.356,0.409,0.362,,0.738,0.961,,0.074,90,,0.286,0.426,,0,0,jefferi01
282,217,Jared Jeffries,SF,26,NYK,73,19,18.2,1.5,3.7,0.4,0.1,0.3,0.16,1.4,3.4,0.424,0.407,0.7,1.3,0.527,1.6,1.7,3.3,0.9,0.5,0.3,0.9,1.8,3.7,jeffrja01,217,Jared Jeffries,SF,26,NYK,73,19,1325,2.9,7.3,0.4,0.1,0.7,0.16,2.8,6.7,0.424,1.3,2.5,0.527,3.2,3.4,6.6,1.8,1.0,0.6,1.7,3.6,7.3,jeffrja01,94.0,112.0,jeffrja01,217,Jared Jeffries,SF,26,NYK,73,1325,7.9,0.433,0.093,0.344,9.8,11.1,10.4,7.5,1.4,1.3,17.1,12.7,,-0.5,0.6,0.1,0.002,,-3.4,-0.7,-4.1,-0.7,jeffrja01,217,Jared Jeffries,SF,26,NYK,73,1325,,,55%,41%,5%,-2.0,8.0,31,17,67,9,47,22,149,7,16,jeffrja01,217,Jared Jeffries,SF,26,NYK,73,1325,0.4,8.2,,0.907,0.552,0.093,0.026,0.237,0.093,,0.424,0.51,0.32,0.143,0.297,0.16,,0.596,1.0,,0.07,18,,0.32,0.125,,1,0,jeffrja01
283,218,Yi Jianlian,PF,20,MIL,66,49,25.0,3.3,7.9,0.421,0.1,0.3,0.286,3.2,7.6,0.427,0.427,1.8,2.2,0.841,1.6,3.6,5.2,0.8,0.5,0.8,1.4,2.3,8.6,jianlyi01,218,Yi Jianlian,PF,20,MIL,66,49,1647,4.8,11.4,0.421,0.1,0.5,0.286,4.7,10.9,0.427,2.7,3.2,0.841,2.3,5.2,7.5,1.2,0.8,1.2,2.0,3.3,12.4,jianlyi01,98.0,112.0,jianlyi01,218,Yi Jianlian,PF,20,MIL,66,1647,11.3,0.485,0.04,0.279,7.3,17.7,12.3,5.3,1.1,2.7,13.4,18.4,,-0.1,0.9,0.7,0.022,,-2.9,-1.1,-3.9,-0.8,jianlyi01,218,Yi Jianlian,PF,20,MIL,66,1647,,,1%,97%,3%,-8.2,-1.1,28,27,82,14,63,11,133,5,56,jianlyi01,218,Yi Jianlian,PF,20,MIL,66,1647,0.421,12.4,,0.96,0.288,0.088,0.112,0.471,0.04,,0.427,0.473,0.261,0.31,0.457,0.286,,0.77,0.833,,0.09,40,,0.095,0.0,,0,0,jianlyi01
284,219,Alexander Johnson,PF,24,MIA,43,6,12.8,1.4,2.9,0.488,0.0,0.0,,1.4,2.9,0.488,0.488,1.3,1.9,0.687,0.7,1.4,2.2,0.3,0.3,0.2,1.0,1.9,4.2,johnsal01,219,Alexander Johnson,PF,24,MIA,43,6,549,4.0,8.2,0.488,0.0,0.0,,4.0,8.2,0.488,3.7,5.4,0.687,2.1,4.1,6.2,0.9,0.9,0.7,2.8,5.2,11.7,johnsal01,97.0,111.0,johnsal01,219,Alexander Johnson,PF,24,MIA,43,549,8.9,0.554,0.0,0.664,6.9,13.7,10.3,4.0,1.3,1.5,20.6,17.6,,-0.1,0.4,0.2,0.019,,-5.2,-1.0,-6.2,-0.6,johnsal01,219,Alexander Johnson,PF,24,MIA,43,549,,,1%,73%,26%,-12.4,-3.4,8,14,38,7,38,7,28,7,11,johnsal01,219,Alexander Johnson,PF,24,MIA,43,549,0.488,7.9,,1.0,0.448,0.12,0.144,0.288,0.0,,0.488,0.571,0.333,0.278,0.528,,,0.656,,,0.128,13,,,,,0,0,johnsal01
285,220,Amir Johnson,PF,20,DET,62,0,12.3,1.5,2.7,0.558,0.0,0.0,,1.5,2.7,0.558,0.558,0.6,0.9,0.673,1.4,2.4,3.8,0.5,0.4,1.3,0.6,2.3,3.6,johnsam01,220,Amir Johnson,PF,20,DET,62,0,764,4.3,7.8,0.558,0.0,0.0,,4.3,7.8,0.558,1.7,2.6,0.673,4.1,7.0,11.1,1.4,1.1,3.9,1.8,6.6,10.4,johnsam01,115.0,95.0,johnsam01,220,Amir Johnson,PF,20,DET,62,764,17.5,0.584,0.0,0.333,13.5,23.2,18.4,5.9,1.7,8.5,17.1,14.1,,1.1,1.9,3.0,0.19,,-2.4,3.7,1.3,0.6,johnsam01,220,Amir Johnson,PF,20,DET,62,764,,,,88%,13%,13.7,6.4,14,8,81,10,25,4,62,7,15,johnsam01,220,Amir Johnson,PF,20,DET,62,764,0.558,2.8,,1.0,0.715,0.17,0.073,0.042,0.0,,0.558,0.678,0.321,0.25,0.0,,,0.511,,,0.182,30,,,,,0,0,johnsam01
286,221,Anthony Johnson,PG,33,TOT,69,52,22.2,2.2,5.1,0.437,0.6,1.3,0.452,1.6,3.8,0.431,0.496,0.5,0.6,0.814,0.3,1.7,2.0,3.8,0.8,0.1,1.2,1.7,5.6,johnsan02,221,Anthony Johnson,PG,33,TOT,69,52,1531,3.6,8.3,0.437,1.0,2.2,0.452,2.7,6.2,0.431,0.8,1.0,0.814,0.5,2.7,3.2,6.2,1.2,0.2,2.0,2.7,9.1,johnsan02,107.0,111.0,johnsan02,221,Anthony Johnson,PG,33,TOT,69,1531,11.2,0.517,0.262,0.121,1.7,8.7,5.2,26.3,1.8,0.4,18.3,13.5,,1.1,0.9,2.0,0.061,,-1.5,-0.2,-1.6,0.1,johnsan02,221,Anthony Johnson,PG,33,TOT,69,1531,93%,7%,,,,-3.5,-1.4,45,12,48,11,15,5,550,3,18,johnsan02,221,Anthony Johnson,PG,33,TOT,69,1531,0.437,14.1,,0.738,0.231,0.11,0.141,0.256,0.262,,0.431,0.61,0.41,0.34,0.33,0.452,,0.54,0.881,,0.02,5,,0.323,0.567,,0,0,johnsan02
290,223,Joe Johnson,SG,26,ATL,82,82,40.8,7.9,18.3,0.432,2.1,5.4,0.381,5.8,12.8,0.454,0.489,3.9,4.6,0.834,1.0,3.5,4.5,5.8,1.0,0.2,2.7,2.0,21.7,johnsjo02,223,Joe Johnson,SG,26,ATL,82,82,3343,7.0,16.1,0.432,1.8,4.8,0.381,5.1,11.3,0.454,3.4,4.1,0.834,0.9,3.1,4.0,5.1,0.9,0.2,2.4,1.8,19.2,johnsjo02,109.0,112.0,johnsjo02,223,Joe Johnson,SG,26,ATL,82,3343,17.3,0.535,0.297,0.253,2.9,9.9,6.4,25.5,1.3,0.4,11.8,25.6,,5.3,1.7,7.0,0.1,,2.7,-1.5,1.2,2.7,johnsjo02,223,Joe Johnson,SG,26,ATL,82,3343,4%,89%,7%,,,-0.8,7.7,97,71,56,29,134,7,1054,31,59,johnsjo02,223,Joe Johnson,SG,26,ATL,82,3343,0.432,15.0,,0.703,0.186,0.154,0.113,0.251,0.297,,0.454,0.55,0.5,0.426,0.367,0.381,,0.372,0.781,,0.009,12,,0.27,0.383,,6,1,johnsjo02
294,225,Bobby Jones,SF,24,TOT,47,2,11.3,1.3,3.0,0.429,0.4,1.1,0.34,0.9,1.9,0.483,0.493,0.9,1.1,0.784,0.6,1.3,2.0,0.6,0.3,0.1,0.6,1.8,3.8,jonesbo02,225,Bobby Jones,SF,24,TOT,47,2,531,4.1,9.5,0.429,1.2,3.6,0.34,2.8,5.9,0.483,2.7,3.5,0.784,2.0,4.3,6.2,1.9,1.0,0.2,1.9,5.8,12.1,jonesbo02,106.0,110.0,jonesbo02,225,Bobby Jones,SF,24,TOT,47,531,9.9,0.548,0.379,0.364,6.2,13.3,9.8,7.9,1.4,0.4,14.7,15.9,,0.4,0.4,0.8,0.07,,-3.3,-0.4,-3.7,-0.2,jonesbo02,225,Bobby Jones,SF,24,TOT,47,531,,4%,46%,21%,29%,-7.6,-5.4,4,7,33,8,25,7,70,8,14,jonesbo02,225,Bobby Jones,SF,24,TOT,47,531,0.429,12.3,,0.621,0.443,0.064,0.021,0.093,0.379,,0.483,0.548,0.333,0.0,0.385,0.34,,0.476,1.0,,0.05,7,,0.415,0.273,,2,0,jonesbo02
300,226,Dahntay Jones,SG,27,SAC,25,0,8.2,0.9,2.1,0.434,0.0,0.2,0.167,0.9,1.9,0.468,0.443,1.4,2.0,0.667,0.3,1.1,1.4,0.5,0.3,0.2,0.4,1.1,3.2,jonesda02,226,Dahntay Jones,SG,27,SAC,25,0,206,4.0,9.3,0.434,0.2,1.0,0.167,3.8,8.2,0.468,5.9,8.9,0.667,1.2,4.9,6.1,2.1,1.4,1.0,1.7,4.9,14.2,jonesda02,108.0,108.0,jonesda02,226,Dahntay Jones,SG,27,SAC,25,206,13.5,0.537,0.113,0.962,4.1,15.7,10.0,8.9,2.0,2.3,11.7,18.5,,0.2,0.2,0.4,0.096,,-1.7,1.1,-0.6,0.1,jonesda02,226,Dahntay Jones,SG,27,SAC,25,206,6%,77%,16%,1%,,0.0,2.5,1,2,7,4,22,6,26,4,3,jonesda02,226,Dahntay Jones,SG,27,SAC,25,206,0.434,10.2,,0.887,0.358,0.208,0.113,0.208,0.113,,0.468,0.526,0.545,0.167,0.455,0.167,,0.318,0.0,,0.075,4,,0.167,0.0,,0,0,jonesda02
301,227,Damon Jones,SG,31,CLE,67,3,19.9,2.3,5.4,0.416,1.7,4.1,0.417,0.5,1.3,0.414,0.574,0.3,0.4,0.714,0.1,1.0,1.1,1.9,0.3,0.0,0.5,1.0,6.5,jonesda01,227,Damon Jones,SG,31,CLE,67,3,1336,4.1,9.8,0.416,3.1,7.4,0.417,1.0,2.3,0.414,0.5,0.8,0.714,0.1,1.8,1.9,3.4,0.5,0.0,1.0,1.8,11.8,jonesda01,121.0,112.0,jonesda01,227,Damon Jones,SG,31,CLE,67,1336,11.3,0.582,0.76,0.077,0.4,5.9,3.1,15.1,0.8,0.1,8.8,14.0,,2.4,0.7,3.0,0.108,,0.6,-1.1,-0.4,0.5,jonesda01,227,Damon Jones,SG,31,CLE,67,1336,41%,53%,5%,,,1.3,2.2,23,7,27,2,5,1,291,2,8,jonesda01,227,Damon Jones,SG,31,CLE,67,1336,0.416,21.6,,0.24,0.058,0.028,0.036,0.118,0.76,,0.414,0.714,0.1,0.462,0.326,0.417,,0.472,0.965,,0.0,0,,0.482,0.451,,0,0,jonesda01
302,228,Dwayne Jones,PF,24,CLE,56,0,8.4,0.4,0.8,0.532,0.0,0.0,0.0,0.4,0.8,0.543,0.532,0.5,1.0,0.483,1.2,1.3,2.5,0.2,0.2,0.4,0.3,1.6,1.4,jonesdw02,228,Dwayne Jones,PF,24,CLE,56,0,472,1.9,3.6,0.532,0.0,0.1,0.0,1.9,3.5,0.543,2.1,4.4,0.483,5.3,5.4,10.7,0.8,0.8,1.9,1.3,6.7,5.9,jonesdw02,116.0,104.0,jonesdw02,228,Dwayne Jones,PF,24,CLE,56,472,11.1,0.538,0.021,1.234,16.2,17.7,16.9,3.1,1.1,4.2,19.0,8.6,,0.5,0.7,1.2,0.121,,-3.7,0.1,-3.6,-0.2,jonesdw02,228,Dwayne Jones,PF,24,CLE,56,472,,,,21%,79%,-4.4,-4.8,5,6,55,5,16,0,24,2,9,jonesdw02,228,Dwayne Jones,PF,24,CLE,56,472,0.532,2.3,,0.979,0.872,0.085,0.021,0.0,0.021,,0.543,0.61,0.0,0.0,,0.0,,0.24,,,0.085,4,,0.0,,,0,0,jonesdw02
303,229,Eddie Jones,SG,36,DAL,47,33,19.6,1.4,3.8,0.367,0.7,2.5,0.293,0.7,1.4,0.5,0.461,0.2,0.3,0.714,0.4,2.4,2.8,1.5,0.6,0.2,0.6,1.5,3.7,jonesed02,229,Eddie Jones,SG,36,DAL,47,33,922,2.6,7.0,0.367,1.3,4.5,0.293,1.2,2.5,0.5,0.4,0.5,0.714,0.7,4.5,5.2,2.7,1.0,0.3,1.1,2.8,6.9,jonesed02,100.0,107.0,jonesed02,229,Eddie Jones,SG,36,DAL,47,922,7.6,0.473,0.644,0.078,2.3,13.8,8.3,10.8,1.5,0.6,13.5,10.9,,0.1,1.0,1.1,0.058,,-2.3,1.3,-1.0,0.2,jonesed02,229,Eddie Jones,SG,36,DAL,47,922,1%,80%,19%,,,7.5,3.1,20,3,19,3,4,18,157,2,6,jonesed02,229,Eddie Jones,SG,36,DAL,47,922,0.367,18.8,,0.356,0.167,0.061,0.039,0.089,0.644,,0.5,0.767,0.091,0.286,0.375,0.293,,0.844,1.0,,0.017,3,,0.319,0.432,,1,0,jonesed02
304,230,Fred Jones,SG,28,NYK,70,26,25.1,2.6,6.2,0.421,1.1,2.7,0.385,1.5,3.4,0.45,0.507,1.3,1.8,0.746,0.4,2.0,2.4,2.4,0.7,0.3,1.1,2.0,7.6,jonesfr01,230,Fred Jones,SG,28,NYK,70,26,1757,3.7,8.9,0.421,1.5,3.9,0.385,2.2,4.9,0.45,1.9,2.6,0.746,0.6,2.9,3.5,3.4,1.0,0.4,1.6,2.9,10.9,jonesfr01,110.0,113.0,jonesfr01,230,Fred Jones,SG,28,NYK,70,1757,10.9,0.546,0.444,0.292,1.9,9.4,5.5,14.7,1.4,0.8,13.8,14.4,,1.7,0.6,2.2,0.061,,-1.2,-0.2,-1.3,0.3,jonesfr01,230,Fred Jones,SG,28,NYK,70,1757,57%,42%,2%,,,-7.9,-1.1,48,17,72,8,59,5,368,18,19,jonesfr01,230,Fred Jones,SG,28,NYK,70,1757,0.421,15.1,,0.556,0.294,0.079,0.051,0.132,0.444,,0.45,0.528,0.441,0.318,0.333,0.385,,0.287,0.946,,0.016,4,,0.292,0.375,,4,0,jonesfr01
305,231,James Jones,SF,27,POR,58,3,22.0,2.5,5.6,0.437,1.6,3.5,0.444,0.9,2.1,0.426,0.576,1.5,1.7,0.878,0.7,2.0,2.8,0.6,0.4,0.3,0.5,1.7,8.0,jonesja02,231,James Jones,SF,27,POR,58,3,1276,4.0,9.2,0.437,2.6,5.8,0.444,1.5,3.4,0.426,2.4,2.8,0.878,1.2,3.3,4.5,1.0,0.7,0.4,0.8,2.7,13.1,jonesja02,126.0,111.0,jonesja02,231,James Jones,SF,27,POR,58,1276,13.6,0.625,0.627,0.3,4.0,10.8,7.4,4.3,1.0,0.9,7.0,14.8,,2.9,0.8,3.7,0.139,,1.4,-0.2,1.3,1.1,jonesja02,231,James Jones,SF,27,POR,58,1276,,1%,96%,3%,,0.8,3.2,15,7,49,3,20,17,78,4,8,jonesja02,231,James Jones,SF,27,POR,58,1276,0.437,20.2,,0.373,0.076,0.028,0.064,0.205,0.627,,0.426,0.56,0.222,0.333,0.433,0.444,,0.75,0.989,,0.006,2,,0.454,0.462,,0,0,jonesja02
306,232,Solomon Jones,PF,23,ATL,35,0,4.1,0.3,0.9,0.4,0.0,0.1,0.0,0.3,0.8,0.429,0.4,0.3,0.6,0.55,0.5,0.7,1.2,0.0,0.1,0.1,0.3,0.8,1.0,jonesso01,232,Solomon Jones,PF,23,ATL,35,0,145,3.0,7.4,0.4,0.0,0.5,0.0,3.0,7.0,0.429,2.7,5.0,0.55,4.7,5.7,10.4,0.0,0.7,1.2,2.7,7.0,8.7,jonesso01,89.0,108.0,jonesso01,232,Solomon Jones,PF,23,ATL,35,145,6.8,0.451,0.067,0.667,15.3,18.4,16.9,0.0,1.1,2.6,22.1,15.6,,-0.1,0.1,0.0,0.0,,-6.7,-2.0,-8.8,-0.2,jonesso01,232,Solomon Jones,PF,23,ATL,35,145,,,,32%,68%,-16.4,-14.9,1,7,18,3,7,0,0,0,6,jonesso01,232,Solomon Jones,PF,23,ATL,35,145,0.4,5.6,,0.933,0.667,0.1,0.067,0.1,0.067,,0.429,0.5,0.333,0.0,0.333,0.0,,0.583,,,0.2,4,,0.0,,,0,0,jonesso01
307,233,Chris Kaman,C,25,LAC,56,55,37.2,6.0,12.5,0.483,0.0,0.1,0.0,6.0,12.4,0.486,0.483,3.6,4.7,0.762,3.1,9.6,12.7,1.9,0.6,2.8,2.9,3.2,15.7,kamanch01,233,Chris Kaman,C,25,LAC,56,55,2083,5.8,12.1,0.483,0.0,0.1,0.0,5.8,12.0,0.486,3.5,4.6,0.762,3.0,9.3,12.3,1.8,0.6,2.7,2.8,3.1,15.2,kamanch01,100.0,103.0,kamanch01,233,Chris Kaman,C,25,LAC,56,2083,17.5,0.538,0.006,0.379,9.5,30.0,19.7,9.3,0.8,5.6,16.7,21.7,,0.4,3.2,3.6,0.083,,-0.9,1.2,0.3,1.2,kamanch01,233,Chris Kaman,C,25,LAC,56,2083,,,,,100%,-6.2,4.3,46,65,105,26,117,2,240,16,67,kamanch01,233,Chris Kaman,C,25,LAC,56,2083,0.483,6.2,,0.994,0.393,0.354,0.167,0.08,0.006,,0.486,0.582,0.44,0.35,0.5,0.0,,0.615,,,0.063,41,,0.0,,,1,0,kamanch01
308,234,Jason Kapono,SF,26,TOR,81,7,18.9,3.0,6.1,0.488,0.7,1.5,0.483,2.3,4.7,0.489,0.545,0.5,0.5,0.86,0.4,1.1,1.5,0.8,0.4,0.0,0.7,1.6,7.2,kaponja01,234,Jason Kapono,SF,26,TOR,81,7,1530,5.7,11.7,0.488,1.3,2.8,0.483,4.4,8.9,0.489,0.9,1.0,0.86,0.7,2.1,2.8,1.5,0.8,0.0,1.4,3.1,13.6,kaponja01,105.0,111.0,kaponja01,234,Jason Kapono,SF,26,TOR,81,1530,10.8,0.561,0.237,0.086,2.4,6.9,4.6,6.7,1.2,0.1,10.1,17.7,,1.0,0.9,1.9,0.06,,-1.9,-0.7,-2.7,-0.3,kaponja01,234,Jason Kapono,SF,26,TOR,81,1530,,1%,68%,28%,3%,-0.3,-6.0,18,18,49,9,14,4,153,3,14,kaponja01,234,Jason Kapono,SF,26,TOR,81,1530,0.488,16.9,,0.763,0.096,0.072,0.141,0.454,0.237,,0.489,0.625,0.278,0.471,0.5,0.483,,0.763,1.0,,0.0,0,,0.508,0.517,,0,0,kaponja01
309,235,Coby Karl,SG,24,LAL,17,0,4.2,0.5,1.5,0.346,0.2,0.8,0.308,0.3,0.8,0.385,0.423,0.5,0.6,0.8,0.2,0.6,0.8,0.5,0.2,0.1,0.3,0.2,1.8,karlco01,235,Coby Karl,SG,24,LAL,17,0,71,4.6,13.2,0.346,2.0,6.6,0.308,2.5,6.6,0.385,4.1,5.1,0.8,1.5,5.6,7.1,4.6,2.0,1.0,2.5,2.0,15.2,karlco01,103.0,102.0,karlco01,235,Coby Karl,SG,24,LAL,17,71,15.8,0.493,0.5,0.385,4.9,16.5,10.9,18.3,2.8,2.0,14.1,22.0,,0.0,0.1,0.2,0.106,,-0.3,0.7,0.4,0.0,karlco01,235,Coby Karl,SG,24,LAL,17,71,17%,61%,22%,,,8.1,0.5,3,1,1,1,5,1,19,1,3,karlco01,235,Coby Karl,SG,24,LAL,17,71,0.346,16.3,,0.5,0.192,0.154,0.038,0.115,0.5,,0.385,0.6,0.5,0.0,0.0,0.308,,0.6,1.0,,0.077,2,,0.154,0.5,,0,0,karlco01
311,237,Jason Kidd*,PG,34,TOT,80,80,36.3,3.8,9.9,0.385,1.5,3.9,0.381,2.3,6.0,0.387,0.46,1.7,2.1,0.818,1.2,6.3,7.5,10.1,1.7,0.3,3.3,2.1,10.8,kiddja01,237,Jason Kidd*,PG,34,TOT,80,80,2906,3.8,9.8,0.385,1.5,3.9,0.381,2.3,6.0,0.387,1.7,2.0,0.818,1.2,6.3,7.4,10.0,1.7,0.3,3.3,2.0,10.7,kiddja01,104.0,105.0,kiddja01,237,Jason Kidd*,PG,34,TOT,80,2906,16.7,0.499,0.393,0.208,3.8,20.0,12.0,44.0,2.5,0.7,23.5,17.9,,2.0,3.8,5.9,0.097,,1.6,1.3,3.0,3.6,kiddja01,237,Jason Kidd*,PG,34,TOT,80,2906,95%,4%,,,,-0.1,3.1,214,31,79,6,56,13,1752,9,22,kiddja01,237,Jason Kidd*,PG,34,TOT,80,2906,0.385,16.8,,0.607,0.212,0.045,0.077,0.272,0.393,,0.387,0.494,0.139,0.279,0.375,0.381,,0.36,0.916,,0.001,0,,0.17,0.358,,3,0,kiddja01
