,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk.1,Player.1,Pos.1,Age.1,Tm.1,G.1,GS.1,MP.1,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,PTS.1,Unnamed: 60,ORtg,DRtg,Player-additional.1,Rk.2,Player.2,Pos.2,Age.2,Tm.2,G.2,MP.2,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 83,OWS,DWS,WS,WS/48,Unnamed: 88,OBPM,DBPM,BPM,VORP,Player-additional.2,Rk.3,Player.3,Pos.3,Age.3,Tm.3,G.3,MP.3,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot.1,Off..1,PGA,And1,Blkd,-9999,Rk.4,Player.4,Pos.4,Age.4,Tm.4,G.4,MP.4,FG%.2,Dist.,Unnamed: 127,2P.2,0-3,10-Mar,16-Oct,16-3P,3P.2,Unnamed: 134,2P.3,0-3.1,10-Mar.1,16-Oct.1,16-3P.1,3P.3,Unnamed: 141,2P.4,3P.4,Unnamed: 144,%FGA,#,Unnamed: 147,%3PA,3P%.2,Unnamed: 150,Att.,#.1,-9999.1,Season
637,480,Isaiah Roby,PF,23,OKC,45,28,21.1,3.7,7.2,0.514,1.0,2.2,0.444,2.7,5.0,0.545,0.582,1.7,2.6,0.672,1.7,3.2,4.8,1.6,0.8,0.8,1.0,2.4,10.1,robyis01,480,Isaiah Roby,PF,23,OKC,45,28,948,8.5,16.6,0.514,2.3,5.1,0.444,6.3,11.5,0.545,4.0,6.0,0.672,3.9,7.3,11.1,3.6,1.8,1.7,2.2,5.6,23.3,,120.0,111,robyis01,480,Isaiah Roby,PF,23,OKC,45,948,18.3,0.607,0.307,0.359,8.0,15.6,11.8,12.1,1.8,3.3,10.3,19.0,,1.8,1.1,2.9,0.147,,0.4,0.2,0.6,0.6,robyis01,480,Isaiah Roby,PF,23,OKC,45,948,,,5%,48%,47%,-9.3,-1.4,13,18,70,7,54,5,175,7,24,robyis01,480,Isaiah Roby,PF,23,OKC,45,948,0.514,10.8,,0.693,0.319,0.328,0.031,0.015,0.307,,0.545,0.699,0.425,0.3,0.4,0.444,,0.689,0.909,,0.136,36,,0.273,0.481,,0,0,robyis01,2022
638,481,Rajon Rondo,PG,35,TOT,39,1,17.9,1.7,4.5,0.386,0.8,2.3,0.352,0.9,2.3,0.42,0.474,0.5,0.7,0.731,0.4,2.4,2.8,4.4,0.8,0.2,1.7,1.4,4.8,rondora01,481,Rajon Rondo,PG,35,TOT,39,1,698,4.8,12.4,0.386,2.2,6.2,0.352,2.6,6.2,0.42,1.3,1.8,0.731,1.1,6.5,7.6,12.0,2.1,0.4,4.8,3.9,13.1,,101.0,111,rondora01,481,Rajon Rondo,PG,35,TOT,39,698,10.9,0.496,0.5,0.148,2.4,14.4,8.5,33.1,2.1,0.8,26.6,16.0,,-0.1,0.8,0.7,0.048,,-2.4,0.7,-1.7,0.1,rondora01,481,Rajon Rondo,PG,35,TOT,39,698,94%,6%,,,,-7.6,-8.3,56,9,21,1,3,7,403,1,10,rondora01,481,Rajon Rondo,PG,35,TOT,39,698,0.386,16.1,,0.5,0.222,0.17,0.091,0.017,0.5,,0.42,0.641,0.233,0.313,0.0,0.352,,0.081,0.839,,0.0,0,,0.114,0.3,,0,0,rondora01,2022
641,482,Derrick Rose,PG,33,NYK,26,4,24.5,4.7,10.5,0.445,1.4,3.5,0.402,3.3,7.0,0.467,0.513,1.2,1.2,0.968,0.8,2.2,3.0,4.0,0.8,0.5,1.5,0.6,12.0,rosede01,482,Derrick Rose,PG,33,NYK,26,4,636,9.6,21.6,0.445,2.9,7.2,0.402,6.7,14.3,0.467,2.4,2.4,0.968,1.7,4.5,6.1,8.1,1.7,0.9,3.1,1.2,24.5,,112.0,112,rosede01,482,Derrick Rose,PG,33,NYK,26,636,16.9,0.541,0.336,0.113,3.5,9.8,6.6,27.5,1.7,1.9,11.9,22.5,,0.8,0.7,1.4,0.108,,2.3,0.0,2.3,0.7,rosede01,482,Derrick Rose,PG,33,NYK,26,636,35%,65%,,,,6.3,7.2,25,13,6,0,15,4,245,3,17,rosede01,482,Derrick Rose,PG,33,NYK,26,636,0.445,13.4,,0.664,0.245,0.23,0.088,0.102,0.336,,0.467,0.582,0.508,0.292,0.25,0.402,,0.259,0.757,,0.0,0,,0.185,0.353,,1,0,rosede01,2022
642,483,Terrence Ross,SG,30,ORL,63,0,23.0,3.5,8.8,0.397,1.2,4.2,0.292,2.3,4.6,0.493,0.467,1.8,2.1,0.862,0.3,2.2,2.6,1.8,0.4,0.2,1.2,1.1,10.0,rosste01,483,Terrence Ross,SG,30,ORL,63,0,1448,7.3,18.5,0.397,2.6,8.8,0.292,4.8,9.7,0.493,3.7,4.3,0.862,0.7,4.7,5.4,3.9,0.9,0.4,2.5,2.3,21.0,,100.0,116,rosste01,483,Terrence Ross,SG,30,ORL,63,1448,10.0,0.515,0.477,0.235,1.5,10.3,5.9,12.5,0.9,0.8,10.9,20.5,,-0.5,0.9,0.3,0.011,,-2.5,-1.1,-3.7,-0.6,rosste01,483,Terrence Ross,SG,30,ORL,63,1448,,26%,74%,,,-12.7,-7.1,43,18,20,8,55,5,273,18,24,rosste01,483,Terrence Ross,SG,30,ORL,63,1448,0.397,18.0,,0.523,0.108,0.125,0.155,0.135,0.477,,0.493,0.7,0.435,0.523,0.347,0.292,,0.524,0.779,,0.023,10,,0.133,0.314,,4,0,rosste01,2022
643,484,Terry Rozier,SG,27,CHO,73,73,33.7,7.1,16.0,0.444,3.0,8.1,0.374,4.1,7.9,0.516,0.539,2.1,2.4,0.852,0.8,3.5,4.3,4.5,1.3,0.3,1.3,1.6,19.3,roziete01,484,Terry Rozier,SG,27,CHO,73,73,2458,10.1,22.8,0.444,4.3,11.6,0.374,5.8,11.2,0.516,2.9,3.4,0.852,1.1,5.1,6.1,6.4,1.8,0.5,1.9,2.3,27.5,,117.0,115,roziete01,484,Terry Rozier,SG,27,CHO,73,2458,17.6,0.566,0.508,0.151,2.4,11.3,6.8,19.7,1.8,1.0,7.2,23.2,,4.3,1.6,5.9,0.115,,2.4,-0.7,1.7,2.3,roziete01,484,Terry Rozier,SG,27,CHO,73,2458,31%,69%,,,,1.2,1.6,60,22,62,7,71,25,795,29,46,roziete01,484,Terry Rozier,SG,27,CHO,73,2458,0.444,16.4,,0.492,0.181,0.165,0.082,0.064,0.508,,0.516,0.649,0.396,0.521,0.44,0.374,,0.439,0.838,,0.011,10,,0.364,0.403,,3,0,roziete01,2022
644,485,Ricky Rubio,PG,31,CLE,34,8,28.5,4.4,12.1,0.363,1.7,5.1,0.339,2.6,7.0,0.38,0.434,2.6,3.0,0.854,0.4,3.7,4.1,6.6,1.4,0.2,2.6,2.2,13.1,rubiori01,485,Ricky Rubio,PG,31,CLE,34,8,970,7.7,21.2,0.363,3.0,9.0,0.339,4.6,12.2,0.38,4.5,5.3,0.854,0.8,6.5,7.3,11.6,2.5,0.4,4.6,3.9,22.9,,102.0,108,rubiori01,485,Ricky Rubio,PG,31,CLE,34,970,14.0,0.488,0.423,0.251,1.7,14.1,8.0,34.6,2.5,0.6,16.5,24.9,,-0.1,1.4,1.3,0.064,,-1.0,1.2,0.2,0.5,rubiori01,485,Ricky Rubio,PG,31,CLE,34,970,47%,53%,,,,8.8,9.0,61,18,20,6,30,15,527,5,26,rubiori01,485,Ricky Rubio,PG,31,CLE,34,970,0.363,15.4,,0.577,0.197,0.165,0.136,0.078,0.423,,0.38,0.481,0.294,0.375,0.313,0.339,,0.256,0.661,,0.0,0,,0.293,0.294,,2,0,rubiori01,2022
645,486,D'Angelo Russell,PG,25,MIN,65,65,32.0,6.2,15.0,0.411,2.7,8.0,0.34,3.5,7.0,0.492,0.502,3.0,3.7,0.825,0.4,2.9,3.3,7.1,1.0,0.3,2.5,2.0,18.1,russeda01,486,D'Angelo Russell,PG,25,MIN,65,65,2077,9.2,22.3,0.411,4.0,11.9,0.34,5.2,10.5,0.492,4.5,5.5,0.825,0.6,4.4,4.9,10.5,1.4,0.5,3.8,3.0,26.9,,112.0,115,russeda01,486,D'Angelo Russell,PG,25,MIN,65,2077,16.3,0.544,0.531,0.246,1.3,10.1,5.6,33.1,1.4,1.0,13.2,25.1,,2.9,1.5,4.4,0.101,,2.2,-1.5,0.8,1.4,russeda01,486,D'Angelo Russell,PG,25,MIN,65,2077,55%,45%,,,,3.9,3.2,114,38,58,8,71,10,1096,14,27,russeda01,486,D'Angelo Russell,PG,25,MIN,65,2077,0.411,18.2,,0.469,0.128,0.128,0.104,0.109,0.531,,0.492,0.696,0.392,0.465,0.396,0.34,,0.28,0.631,,0.008,5,,0.083,0.395,,3,0,russeda01,2022
647,488,Domantas Sabonis,PF,25,TOT,62,61,34.5,7.1,12.5,0.573,0.6,2.0,0.312,6.5,10.5,0.623,0.598,4.0,5.4,0.741,3.2,8.9,12.1,5.2,1.0,0.4,3.1,3.3,18.9,sabondo01,488,Domantas Sabonis,PF,25,TOT,62,61,2136,10.1,17.6,0.573,0.9,2.9,0.312,9.2,14.8,0.623,5.6,7.6,0.741,4.6,12.6,17.2,7.4,1.3,0.6,4.5,4.6,26.7,,121.0,113,sabondo01,488,Domantas Sabonis,PF,25,TOT,62,2136,21.9,0.637,0.162,0.429,10.3,29.0,19.5,23.6,1.3,1.1,17.5,22.3,,5.3,1.8,7.1,0.159,,3.2,0.9,4.1,3.2,sabondo01,488,Domantas Sabonis,PF,25,TOT,62,2136,,,,44%,56%,-1.6,4.3,69,73,93,38,153,7,796,42,46,sabondo01,488,Domantas Sabonis,PF,25,TOT,62,2136,0.573,7.6,,0.838,0.485,0.265,0.047,0.041,0.162,,0.623,0.739,0.517,0.389,0.219,0.312,,0.616,0.974,,0.085,59,,0.136,0.235,,0,0,sabondo01,2022
650,489,Olivier Sarr,C,22,OKC,22,2,19.1,2.6,4.6,0.574,0.6,1.3,0.448,2.0,3.3,0.625,0.639,1.1,1.3,0.828,1.5,2.7,4.2,0.9,0.3,0.7,1.0,2.4,7.0,sarrol01,489,Olivier Sarr,C,22,OKC,22,2,421,6.7,11.7,0.574,1.5,3.4,0.448,5.2,8.3,0.625,2.8,3.4,0.828,3.9,6.8,10.8,2.2,0.7,1.7,2.5,6.0,17.7,,123.0,114,sarrol01,489,Olivier Sarr,C,22,OKC,22,421,14.0,0.672,0.287,0.287,8.2,14.6,11.4,6.9,0.7,3.3,16.2,13.9,,0.7,0.3,1.0,0.116,,-2.7,-1.3,-4.0,-0.2,sarrol01,489,Olivier Sarr,C,22,OKC,22,421,,,,,100%,-1.6,7.5,7,6,29,7,10,1,52,2,10,sarrol01,489,Olivier Sarr,C,22,OKC,22,421,0.574,10.8,,0.713,0.238,0.396,0.069,0.01,0.287,,0.625,0.667,0.575,0.857,0.0,0.448,,0.778,1.0,,0.267,19,,0.241,0.143,,0,0,sarrol01,2022
651,490,Tomáš Satoranský,SG-PG-SF,30,TOT,55,13,16.5,1.3,3.5,0.377,0.2,1.0,0.208,1.1,2.5,0.442,0.406,0.8,1.0,0.796,0.5,1.8,2.3,3.3,0.5,0.1,0.8,1.3,3.6,satorto01,490,Tomáš Satoranský,SG-PG-SF,30,TOT,55,13,906,3.9,10.4,0.377,0.6,2.9,0.208,3.3,7.5,0.442,2.3,2.9,0.796,1.5,5.4,6.9,10.0,1.6,0.3,2.5,3.9,10.8,,109.0,115,satorto01,490,Tomáš Satoranský,SG-PG-SF,30,TOT,55,906,10.2,0.461,0.277,0.283,3.3,12.1,7.7,27.0,1.6,0.5,17.6,12.6,,0.5,0.6,1.0,0.056,,-3.3,-0.3,-3.7,-0.4,satorto01,490,Tomáš Satoranský,SG-PG-SF,30,TOT,55,906,34%,35%,25%,7%,,-7.9,-6.6,32,10,23,2,27,10,440,6,11,satorto01,490,Tomáš Satoranský,SG-PG-SF,30,TOT,55,906,0.377,13.0,,0.723,0.241,0.236,0.152,0.094,0.277,,0.442,0.63,0.333,0.379,0.333,0.208,,0.443,1.0,,0.037,6,,0.208,0.091,,3,0,satorto01,2022
656,492,Admiral Schofield,SF,24,ORL,38,1,12.3,1.4,3.4,0.419,0.7,2.1,0.329,0.7,1.3,0.56,0.519,0.3,0.4,0.8,0.4,1.9,2.3,0.7,0.1,0.1,0.6,1.5,3.8,schofad01,492,Admiral Schofield,SF,24,ORL,38,1,469,5.6,13.3,0.419,2.7,8.1,0.329,2.9,5.2,0.56,1.2,1.5,0.8,1.8,7.4,9.2,2.6,0.4,0.5,2.2,6.0,15.1,,102.0,115,schofad01,492,Admiral Schofield,SF,24,ORL,38,469,7.5,0.538,0.612,0.116,3.8,16.3,10.0,7.9,0.4,1.0,13.4,14.5,,-0.1,0.3,0.3,0.027,,-4.2,-1.2,-5.4,-0.4,schofad01,492,Admiral Schofield,SF,24,ORL,38,469,,4%,56%,40%,,-12.2,-4.5,10,5,37,1,9,6,62,3,5,schofad01,492,Admiral Schofield,SF,24,ORL,38,469,0.419,17.6,,0.388,0.147,0.209,0.023,0.008,0.612,,0.56,0.632,0.481,0.667,1.0,0.329,,0.714,0.962,,0.023,1,,0.367,0.345,,2,0,schofad01,2022
657,493,Dennis Schröder,PG,28,TOT,64,29,28.7,4.9,11.3,0.431,1.3,3.9,0.344,3.5,7.4,0.477,0.49,2.5,2.9,0.853,0.5,2.8,3.3,4.6,0.8,0.1,2.2,2.4,13.5,schrode01,493,Dennis Schröder,PG,28,TOT,64,29,1837,8.4,19.4,0.431,2.3,6.7,0.344,6.1,12.7,0.477,4.2,4.9,0.853,0.9,4.8,5.7,7.9,1.4,0.2,3.8,4.1,23.2,,107.0,112,schrode01,493,Dennis Schröder,PG,28,TOT,64,1837,13.0,0.539,0.345,0.254,2.0,10.5,6.3,24.2,1.4,0.4,15.1,22.6,,1.0,1.9,2.9,0.076,,-1.5,-0.4,-1.9,0.0,schrode01,493,Dennis Schröder,PG,28,TOT,64,1837,97%,4%,,,,-1.4,-8.1,86,36,45,17,76,25,720,19,51,schrode01,493,Dennis Schröder,PG,28,TOT,64,1837,0.431,14.7,,0.655,0.169,0.228,0.126,0.133,0.345,,0.477,0.639,0.442,0.374,0.427,0.344,,0.265,0.721,,0.0,0,,0.112,0.357,,1,0,schrode01,2022
661,495,Jay Scrubb,SG,21,LAC,18,0,6.7,1.0,2.6,0.391,0.3,1.2,0.286,0.7,1.4,0.48,0.457,0.4,0.6,0.7,0.1,0.8,0.9,0.4,0.2,0.2,0.4,0.5,2.7,scrubja01,495,Jay Scrubb,SG,21,LAC,18,0,121,7.3,18.6,0.391,2.4,8.5,0.286,4.9,10.1,0.48,2.8,4.0,0.7,0.8,5.7,6.5,3.2,1.6,1.2,2.8,3.6,19.8,,93.0,111,scrubja01,495,Jay Scrubb,SG,21,LAC,18,121,9.3,0.486,0.457,0.217,1.8,11.9,7.0,9.7,1.6,2.1,12.2,20.8,,-0.1,0.1,0.0,0.002,,-4.4,-0.4,-4.8,-0.1,scrubja01,495,Jay Scrubb,SG,21,LAC,18,121,25%,60%,16%,,,6.0,6.1,4,2,4,0,3,1,17,2,0,scrubja01,495,Jay Scrubb,SG,21,LAC,18,121,0.391,16.2,,0.543,0.239,0.087,0.13,0.087,0.457,,0.48,0.545,0.5,0.5,0.25,0.286,,0.333,0.667,,0.043,1,,0.143,0.667,,0,0,scrubja01,2022
663,497,Alperen Şengün,C,19,HOU,72,13,20.7,3.5,7.3,0.474,0.4,1.6,0.248,3.1,5.7,0.539,0.502,2.3,3.2,0.711,1.9,3.5,5.5,2.6,0.8,0.9,2.0,3.0,9.6,sengual01,497,Alperen Şengün,C,19,HOU,72,13,1489,8.0,16.8,0.474,0.9,3.7,0.248,7.0,13.0,0.539,5.3,7.4,0.711,4.4,8.2,12.6,5.9,1.9,2.2,4.6,6.8,22.1,,107.0,113,sengual01,497,Alperen Şengün,C,19,HOU,72,1489,16.0,0.552,0.223,0.442,10.1,18.9,14.5,19.1,1.9,4.1,18.8,22.0,,0.8,1.3,2.1,0.068,,-1.6,0.6,-1.0,0.4,sengual01,497,Alperen Şengün,C,19,HOU,72,1489,,,,22%,78%,-10.6,-2.5,59,42,119,28,96,23,453,23,46,sengual01,497,Alperen Şengün,C,19,HOU,72,1489,0.474,9.0,,0.777,0.429,0.297,0.042,0.01,0.223,,0.539,0.671,0.385,0.318,0.4,0.248,,0.436,0.966,,0.099,44,,0.085,0.2,,6,0,sengual01,2022
664,498,Collin Sexton,SG,23,CLE,11,11,28.7,6.2,13.7,0.45,1.0,4.1,0.244,5.2,9.6,0.538,0.487,2.6,3.5,0.744,1.2,2.1,3.3,2.1,0.9,0.0,2.8,2.3,16.0,sextoco01,498,Collin Sexton,SG,23,CLE,11,11,316,10.7,23.9,0.45,1.7,7.1,0.244,9.0,16.8,0.538,4.6,6.2,0.744,2.1,3.6,5.7,3.6,1.6,0.0,4.9,4.0,27.8,,96.0,113,sextoco01,498,Collin Sexton,SG,23,CLE,11,316,11.2,0.523,0.298,0.258,4.6,7.9,6.3,11.9,1.6,0.0,15.6,27.9,,-0.4,0.3,-0.1,-0.009,,-3.5,-0.7,-4.1,-0.2,sextoco01,498,Collin Sexton,SG,23,CLE,11,316,8%,86%,6%,,,-6.2,-9.0,14,9,6,3,20,3,57,5,16,sextoco01,498,Collin Sexton,SG,23,CLE,11,316,0.45,11.8,,0.702,0.305,0.258,0.066,0.073,0.298,,0.538,0.739,0.385,0.4,0.364,0.244,,0.421,0.818,,0.026,4,,0.156,0.286,,0,0,sextoco01,2022
665,499,Landry Shamet,SG,24,PHO,69,14,20.8,2.8,7.0,0.394,1.8,4.8,0.368,1.0,2.2,0.45,0.521,1.0,1.2,0.84,0.2,1.6,1.8,1.6,0.4,0.1,0.6,1.3,8.3,shamela01,499,Landry Shamet,SG,24,PHO,69,14,1437,6.4,16.2,0.394,4.1,11.2,0.368,2.3,5.1,0.45,2.3,2.7,0.84,0.5,3.7,4.2,3.6,0.9,0.3,1.4,3.1,19.2,,111.0,112,shamela01,499,Landry Shamet,SG,24,PHO,69,1437,10.2,0.55,0.689,0.167,1.2,8.0,4.7,9.7,0.9,0.6,7.3,16.8,,1.1,1.5,2.6,0.085,,-0.9,-0.4,-1.2,0.3,shamela01,499,Landry Shamet,SG,24,PHO,69,1437,3%,84%,13%,,,5.0,-4.3,29,6,40,5,31,12,248,6,30,shamela01,499,Landry Shamet,SG,24,PHO,69,1437,0.394,20.0,,0.311,0.089,0.109,0.058,0.056,0.689,,0.45,0.628,0.34,0.393,0.444,0.368,,0.603,0.951,,0.029,13,,0.302,0.396,,2,0,shamela01,2022
666,500,Day'Ron Sharpe,PF,20,BRK,32,8,12.2,2.7,4.7,0.577,0.1,0.2,0.286,2.6,4.4,0.592,0.584,0.8,1.3,0.585,2.5,2.5,5.0,0.5,0.3,0.5,0.9,1.9,6.2,sharpda01,500,Day'Ron Sharpe,PF,20,BRK,32,8,391,10.7,18.5,0.577,0.2,0.9,0.286,10.4,17.6,0.592,3.0,5.1,0.585,10.0,9.8,19.8,2.1,1.2,1.9,3.7,7.4,24.5,,118.0,111,sharpda01,500,Day'Ron Sharpe,PF,20,BRK,32,391,20.7,0.593,0.047,0.275,23.2,21.4,22.3,6.7,1.2,3.4,15.2,21.7,,0.8,0.5,1.2,0.152,,-0.3,-2.5,-2.8,-0.1,sharpda01,500,Day'Ron Sharpe,PF,20,BRK,32,391,,,,11%,89%,6.4,5.5,10,10,31,4,21,2,41,6,14,sharpda01,500,Day'Ron Sharpe,PF,20,BRK,32,391,0.577,3.2,,0.953,0.772,0.161,0.02,0.0,0.047,,0.592,0.652,0.333,0.333,,0.286,,0.595,1.0,,0.195,22,,0.143,1.0,,0,0,sharpda01,2022
667,501,Pascal Siakam,PF,27,TOR,68,68,37.9,8.8,17.8,0.494,1.1,3.2,0.344,7.7,14.5,0.527,0.525,4.2,5.6,0.749,1.9,6.6,8.5,5.3,1.3,0.6,2.7,3.3,22.8,siakapa01,501,Pascal Siakam,PF,27,TOR,68,68,2578,11.6,23.4,0.494,1.5,4.2,0.344,10.1,19.2,0.527,5.5,7.3,0.749,2.5,8.8,11.2,7.0,1.6,0.8,3.5,4.4,30.1,,116.0,110,siakapa01,501,Pascal Siakam,PF,27,TOR,68,2578,20.3,0.565,0.181,0.314,5.1,20.1,12.2,23.0,1.6,1.6,11.6,25.8,,4.9,3.2,8.1,0.151,,2.7,0.8,3.5,3.6,siakapa01,501,Pascal Siakam,PF,27,TOR,68,2578,,,1%,62%,37%,4.5,6.6,91,49,95,27,180,6,891,49,61,siakapa01,501,Pascal Siakam,PF,27,TOR,68,2578,0.494,11.2,,0.819,0.216,0.34,0.132,0.132,0.181,,0.527,0.716,0.498,0.447,0.371,0.344,,0.292,0.947,,0.026,31,,0.183,0.475,,1,0,siakapa01,2022
672,504,Anfernee Simons,SG,22,POR,57,30,29.5,6.2,14.0,0.443,3.1,7.8,0.405,3.1,6.2,0.49,0.555,1.8,2.0,0.888,0.5,2.2,2.6,3.9,0.5,0.1,2.0,1.9,17.3,simonan01,504,Anfernee Simons,SG,22,POR,57,30,1681,10.3,23.2,0.443,5.2,12.8,0.405,5.1,10.3,0.49,3.0,3.4,0.888,0.8,3.6,4.4,6.4,0.9,0.2,3.3,3.2,28.7,,112.0,121,simonan01,504,Anfernee Simons,SG,22,POR,57,1681,15.3,0.583,0.555,0.146,1.6,8.5,4.9,22.2,0.9,0.4,11.9,24.8,,2.0,-0.1,1.9,0.055,,1.9,-2.7,-0.7,0.5,simonan01,504,Anfernee Simons,SG,22,POR,57,1681,68%,32%,,,,-2.3,11.4,54,38,52,10,39,5,539,8,37,simonan01,504,Anfernee Simons,SG,22,POR,57,1681,0.443,19.0,,0.445,0.113,0.118,0.109,0.105,0.555,,0.49,0.567,0.489,0.483,0.417,0.405,,0.195,0.654,,0.011,8,,0.09,0.4,,2,0,simonan01,2022
674,506,Jericho Sims,PF,23,NYK,41,5,13.5,1.0,1.3,0.722,0.0,0.0,,1.0,1.3,0.722,0.722,0.3,0.7,0.414,1.5,2.6,4.1,0.5,0.3,0.5,0.5,1.6,2.2,simsje01,506,Jericho Sims,PF,23,NYK,41,5,555,3.5,4.9,0.722,0.0,0.0,,3.5,4.9,0.722,1.1,2.6,0.414,5.5,9.7,15.2,1.9,1.0,2.0,1.8,5.9,8.1,,129.0,109,simsje01,506,Jericho Sims,PF,23,NYK,41,555,11.6,0.674,0.0,0.537,11.6,21.3,16.4,5.3,1.0,3.9,23.1,6.9,,0.7,0.8,1.5,0.128,,-2.8,1.1,-1.7,0.0,simsje01,506,Jericho Sims,PF,23,NYK,41,555,,,,12%,88%,7.9,8.9,3,6,41,6,13,5,58,1,1,simsje01,506,Jericho Sims,PF,23,NYK,41,555,0.722,2.0,,1.0,0.815,0.148,0.037,0.0,0.0,,0.722,0.795,0.5,0.0,,,,0.795,,,0.63,33,,,,,0,0,simsje01,2022
676,508,Javonte Smart,PG,22,TOT,17,1,11.8,1.1,3.5,0.317,0.5,1.6,0.296,0.6,1.9,0.333,0.383,0.3,0.4,0.833,0.3,1.1,1.4,0.9,0.4,0.2,0.6,0.7,3.0,smartja01,508,Javonte Smart,PG,22,TOT,17,1,200,4.6,14.5,0.317,1.9,6.5,0.296,2.7,8.0,0.333,1.2,1.5,0.833,1.2,4.6,5.8,3.9,1.5,0.7,2.7,2.9,12.3,,84.0,113,smartja01,508,Javonte Smart,PG,22,TOT,17,200,5.1,0.407,0.45,0.1,2.7,10.0,6.5,10.4,1.5,1.5,14.9,15.9,,-0.3,0.2,-0.2,-0.038,,-5.9,-0.8,-6.6,-0.2,smartja01,508,Javonte Smart,PG,22,TOT,17,200,47%,44%,10%,,,-10.1,-14.0,7,3,7,0,3,0,38,0,8,smartja01,508,Javonte Smart,PG,22,TOT,17,200,0.317,16.3,,0.55,0.183,0.167,0.133,0.067,0.45,,0.333,0.545,0.3,0.125,0.25,0.296,,0.364,0.875,,0.0,0,,0.148,0.5,,1,0,smartja01,2022
679,509,Marcus Smart,PG,27,BOS,71,71,32.3,4.2,10.1,0.418,1.7,5.1,0.331,2.5,5.0,0.506,0.501,2.0,2.5,0.793,0.6,3.2,3.8,5.9,1.7,0.3,2.2,2.3,12.1,smartma01,509,Marcus Smart,PG,27,BOS,71,71,2296,6.5,15.5,0.418,2.6,7.8,0.331,3.9,7.7,0.506,3.1,3.9,0.793,0.9,4.9,5.8,9.0,2.6,0.4,3.4,3.5,18.6,,110.0,107,smartma01,509,Marcus Smart,PG,27,BOS,71,2296,13.6,0.54,0.501,0.249,2.0,10.5,6.4,25.6,2.6,0.7,16.6,18.3,,1.9,3.7,5.6,0.116,,-1.2,1.7,0.5,1.5,smartma01,509,Marcus Smart,PG,27,BOS,71,2296,63%,37%,,,,9.7,4.7,108,33,62,12,69,46,977,19,28,smartma01,509,Marcus Smart,PG,27,BOS,71,2296,0.418,16.1,,0.499,0.146,0.251,0.075,0.026,0.501,,0.506,0.695,0.439,0.5,0.105,0.331,,0.365,0.916,,0.013,8,,0.233,0.345,,2,0,smartma01,2022
680,510,Dennis Smith Jr.,PG,24,POR,37,4,17.2,2.1,5.1,0.418,0.2,0.7,0.222,2.0,4.4,0.451,0.434,1.1,1.7,0.656,0.5,1.8,2.4,3.6,1.2,0.3,1.4,1.4,5.6,smithde03,510,Dennis Smith Jr.,PG,24,POR,37,4,638,6.0,14.5,0.418,0.5,2.1,0.222,5.6,12.4,0.451,3.2,4.9,0.656,1.5,5.2,6.7,10.1,3.4,0.9,3.9,4.0,15.8,,101.0,114,smithde03,510,Dennis Smith Jr.,PG,24,POR,37,638,13.2,0.474,0.143,0.339,3.3,12.2,7.6,30.5,3.4,1.9,19.0,18.2,,-0.1,0.5,0.4,0.031,,-2.8,1.2,-1.7,0.1,smithde03,510,Dennis Smith Jr.,PG,24,POR,37,638,95%,5%,,,,-8.7,0.2,31,13,15,2,30,3,324,11,20,smithde03,510,Dennis Smith Jr.,PG,24,POR,37,638,0.418,9.0,,0.857,0.354,0.307,0.09,0.106,0.143,,0.451,0.522,0.431,0.235,0.45,0.222,,0.329,0.5,,0.026,3,,0.222,0.333,,0,0,smithde03,2022
681,511,Ish Smith,PG,33,TOT,65,1,17.3,2.8,6.6,0.43,0.4,1.0,0.373,2.5,5.6,0.441,0.459,0.2,0.4,0.625,0.4,1.8,2.2,3.8,0.7,0.4,1.2,1.2,6.3,smithis01,511,Ish Smith,PG,33,TOT,65,1,1126,8.0,18.6,0.43,1.1,2.9,0.373,6.9,15.7,0.441,0.6,1.0,0.625,1.1,5.0,6.1,10.6,2.0,1.0,3.4,3.4,17.8,,101.0,114,smithis01,511,Ish Smith,PG,33,TOT,65,1126,12.5,0.465,0.156,0.056,2.4,11.1,6.8,31.5,2.0,1.8,15.0,20.1,,-0.3,0.9,0.5,0.023,,-2.2,-0.6,-2.9,-0.2,smithis01,511,Ish Smith,PG,33,TOT,65,1126,100%,,,,,-6.6,-5.8,47,24,51,2,10,9,581,4,21,smithis01,511,Ish Smith,PG,33,TOT,65,1126,0.43,13.3,,0.844,0.2,0.172,0.205,0.267,0.156,,0.441,0.5,0.392,0.364,0.487,0.373,,0.181,0.72,,0.002,1,,0.224,0.533,,1,0,smithis01,2022
