,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk.1,Player.1,Pos.1,Age.1,Tm.1,G.1,GS.1,MP.1,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,PTS.1,Unnamed: 60,ORtg,DRtg,Player-additional.1,Rk.2,Player.2,Pos.2,Age.2,Tm.2,G.2,MP.2,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 83,OWS,DWS,WS,WS/48,Unnamed: 88,OBPM,DBPM,BPM,VORP,Player-additional.2,Rk.3,Player.3,Pos.3,Age.3,Tm.3,G.3,MP.3,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot.1,Off..1,PGA,And1,Blkd,-9999,Rk.4,Player.4,Pos.4,Age.4,Tm.4,G.4,MP.4,FG%.2,Dist.,Unnamed: 127,2P.2,0-3,10-Mar,16-Oct,16-3P,3P.2,Unnamed: 134,2P.3,0-3.1,10-Mar.1,16-Oct.1,16-3P.1,3P.3,Unnamed: 141,2P.4,3P.4,Unnamed: 144,%FGA,#,Unnamed: 147,%3PA,3P%.2,Unnamed: 150,Att.,#.1,-9999.1,Season
373,279,Alize Johnson,PF,25,TOT,23,0,7.3,0.7,1.7,0.436,0.0,0.2,0.0,0.7,1.5,0.486,0.436,0.3,0.5,0.583,1.2,1.4,2.7,0.4,0.2,0.0,0.5,0.8,1.8,johnsal02,279,Alize Johnson,PF,25,TOT,23,0,167,5.0,11.4,0.436,0.0,1.2,0.0,5.0,10.3,0.486,2.1,3.5,0.583,8.2,9.7,17.9,2.6,1.5,0.0,3.5,5.3,12.0,,103.0,113,johnsal02,279,Alize Johnson,PF,25,TOT,23,167,10.7,0.463,0.103,0.308,18.8,22.1,20.4,7.1,1.5,0.0,21.3,14.8,,0.0,0.1,0.1,0.041,,-3.6,-1.8,-5.5,-0.1,johnsal02,279,Alize Johnson,PF,25,TOT,23,167,,,8%,33%,60%,-10.7,-10.4,1,6,13,3,6,0,22,2,7,johnsal02,279,Alize Johnson,PF,25,TOT,23,167,0.436,6.2,,0.897,0.564,0.282,0.051,0.0,0.103,,0.486,0.5,0.455,0.5,,0.0,,0.529,,,0.0,0,,0.5,0.0,,1,0,johnsal02,2022
378,281,Cameron Johnson,PF,25,PHO,66,16,26.2,4.2,9.2,0.46,2.5,5.9,0.425,1.7,3.3,0.523,0.596,1.5,1.7,0.86,0.6,3.5,4.1,1.5,0.9,0.2,0.7,1.7,12.5,johnsca02,281,Cameron Johnson,PF,25,PHO,66,16,1730,7.8,16.9,0.46,4.6,10.9,0.425,3.1,6.0,0.523,2.7,3.2,0.86,1.2,6.4,7.6,2.8,1.6,0.4,1.3,3.1,22.9,,123.0,109,johnsca02,281,Cameron Johnson,PF,25,PHO,66,1730,15.2,0.625,0.644,0.188,2.7,14.0,8.5,7.7,1.6,0.8,6.7,17.5,,3.2,2.4,5.6,0.156,,2.0,0.7,2.7,2.1,johnsca02,281,Cameron Johnson,PF,25,PHO,66,1730,,,3%,91%,6%,6.9,-1.5,24,15,60,3,55,16,232,18,29,johnsca02,281,Cameron Johnson,PF,25,PHO,66,1730,0.46,18.6,,0.356,0.127,0.147,0.041,0.041,0.644,,0.523,0.766,0.483,0.24,0.2,0.425,,0.673,0.976,,0.035,19,,0.368,0.465,,1,0,johnsca02,2022
380,283,Jalen Johnson,PF,20,ATL,22,0,5.5,1.0,1.9,0.537,0.1,0.6,0.231,0.9,1.3,0.679,0.573,0.2,0.3,0.714,0.1,1.1,1.2,0.1,0.1,0.1,0.4,0.4,2.4,johnsja05,283,Jalen Johnson,PF,20,ATL,22,0,120,9.0,16.8,0.537,1.2,5.3,0.231,7.8,11.5,0.679,2.0,2.9,0.714,0.8,9.8,10.6,1.2,1.2,0.8,3.7,3.7,21.3,,98.0,114,johnsja05,283,Jalen Johnson,PF,20,ATL,22,120,11.3,0.59,0.317,0.171,1.8,21.8,11.9,3.7,1.2,1.5,17.0,19.3,,-0.1,0.1,0.0,0.013,,-3.9,-1.1,-4.9,-0.1,johnsja05,283,Jalen Johnson,PF,20,ATL,22,120,,,,87%,13%,-6.4,-8.5,7,0,6,1,2,0,9,1,2,johnsja05,283,Jalen Johnson,PF,20,ATL,22,120,0.537,10.8,,0.683,0.488,0.073,0.073,0.049,0.317,,0.679,0.95,0.0,0.0,0.0,0.231,,0.789,1.0,,0.244,10,,0.385,0.2,,0,0,johnsja05,2022
381,284,James Johnson,PF,34,BRK,62,10,19.2,2.3,5.0,0.469,0.4,1.4,0.271,2.0,3.6,0.545,0.507,0.5,0.9,0.527,0.8,2.6,3.5,2.1,0.5,0.5,0.8,2.6,5.5,johnsja01,284,James Johnson,PF,34,BRK,62,10,1191,5.9,12.5,0.469,0.9,3.5,0.271,4.9,9.0,0.545,1.2,2.2,0.527,2.1,6.7,8.8,5.3,1.2,1.4,2.0,6.6,13.8,,109.0,113,johnsja01,284,James Johnson,PF,34,BRK,62,1191,10.3,0.513,0.277,0.179,4.8,14.6,9.8,14.5,1.2,2.6,12.7,13.7,,0.6,1.1,1.7,0.068,,-2.7,0.6,-2.2,-0.1,johnsja01,284,James Johnson,PF,34,BRK,62,1191,,,30%,66%,4%,-0.9,-3.2,27,9,80,8,30,3,318,9,19,johnsja01,284,James Johnson,PF,34,BRK,62,1191,0.469,9.4,,0.723,0.476,0.192,0.033,0.023,0.277,,0.545,0.651,0.39,0.2,0.143,0.271,,0.512,0.913,,0.091,25,,0.376,0.313,,0,0,johnsja01,2022
383,286,Keldon Johnson,SF,22,SAS,75,74,31.9,6.3,13.5,0.466,2.1,5.3,0.398,4.2,8.2,0.51,0.545,2.4,3.1,0.756,1.1,5.0,6.1,2.1,0.8,0.2,1.2,2.0,17.0,johnske04,286,Keldon Johnson,SF,22,SAS,75,74,2392,9.4,20.3,0.466,3.2,8.0,0.398,6.3,12.3,0.51,3.6,4.7,0.756,1.6,7.6,9.2,3.2,1.2,0.3,1.8,3.0,25.6,,114.0,114,johnske04,286,Keldon Johnson,SF,22,SAS,75,2392,15.2,0.574,0.395,0.231,3.5,16.7,10.0,9.5,1.2,0.5,7.6,21.3,,2.9,2.0,4.9,0.098,,0.7,-1.2,-0.5,0.9,johnske04,286,Keldon Johnson,SF,22,SAS,75,2392,,2%,41%,56%,1%,1.7,4.0,39,29,72,18,116,13,390,32,63,johnske04,286,Keldon Johnson,SF,22,SAS,75,2392,0.466,13.4,,0.605,0.218,0.295,0.064,0.029,0.395,,0.51,0.645,0.45,0.369,0.414,0.398,,0.644,0.969,,0.028,25,,0.228,0.484,,1,0,johnske04,2022
384,287,Keon Johnson,SG,19,TOT,37,12,18.8,2.6,7.4,0.353,0.9,2.7,0.34,1.7,4.6,0.36,0.415,1.1,1.4,0.804,0.6,1.5,2.2,2.1,0.8,0.3,1.2,1.9,7.2,johnske07,287,Keon Johnson,SG,19,TOT,37,12,696,6.7,19.1,0.353,2.4,7.0,0.34,4.3,12.1,0.36,2.9,3.6,0.804,1.7,4.0,5.7,5.3,2.0,0.8,3.2,4.8,18.7,,94.0,116,johnske07,287,Keon Johnson,SG,19,TOT,37,696,8.7,0.453,0.368,0.188,3.7,9.1,6.3,16.3,2.0,1.7,13.5,21.2,,-0.8,0.4,-0.5,-0.031,,-4.0,-2.0,-5.9,-0.7,johnske07,287,Keon Johnson,SG,19,TOT,37,696,17%,65%,18%,,,-19.6,-14.4,22,17,43,1,19,5,178,4,23,johnske07,287,Keon Johnson,SG,19,TOT,37,696,0.353,13.3,,0.632,0.276,0.188,0.103,0.066,0.368,,0.36,0.507,0.353,0.214,0.0,0.34,,0.484,0.559,,0.044,12,,0.18,0.167,,0,0,johnske07,2022
387,288,Stanley Johnson,PF,25,LAL,48,27,22.8,2.4,5.2,0.466,0.7,2.2,0.314,1.8,3.0,0.575,0.532,1.1,1.5,0.716,0.7,2.5,3.2,1.7,0.9,0.3,0.7,2.3,6.7,johnsst04,288,Stanley Johnson,PF,25,LAL,48,27,1094,5.1,11.0,0.466,1.4,4.6,0.314,3.7,6.4,0.575,2.3,3.2,0.716,1.5,5.3,6.8,3.5,1.9,0.6,1.5,4.8,14.0,,114.0,114,johnsst04,288,Stanley Johnson,PF,25,LAL,48,1094,10.5,0.564,0.418,0.295,3.4,11.9,7.6,9.8,1.9,1.1,11.0,12.5,,0.9,0.9,1.8,0.079,,-2.8,0.1,-2.7,-0.2,johnsst04,288,Stanley Johnson,PF,25,LAL,48,1094,,,23%,71%,6%,-1.2,2.6,15,10,50,6,35,5,195,8,19,johnsst04,288,Stanley Johnson,PF,25,LAL,48,1094,0.466,13.7,,0.582,0.243,0.215,0.088,0.036,0.418,,0.575,0.738,0.37,0.682,0.444,0.314,,0.548,0.939,,0.008,2,,0.39,0.244,,0,0,johnsst04,2022
391,290,Nikola Jokić,C,26,DEN,74,74,33.5,10.3,17.7,0.583,1.3,3.9,0.337,9.0,13.8,0.652,0.62,5.1,6.3,0.81,2.8,11.0,13.8,7.9,1.5,0.9,3.8,2.6,27.1,jokicni01,290,Nikola Jokić,C,26,DEN,74,74,2476,15.1,26.0,0.583,1.9,5.7,0.337,13.2,20.3,0.652,7.5,9.3,0.81,4.1,16.1,20.2,11.6,2.2,1.2,5.6,3.8,39.7,,126.0,105,jokicni01,290,Nikola Jokić,C,26,DEN,74,2476,32.8,0.661,0.22,0.357,9.6,35.5,23.0,42.6,2.2,2.3,15.6,31.9,,10.8,4.5,15.2,0.296,,9.2,4.5,13.7,9.8,jokicni01,290,Nikola Jokić,C,26,DEN,74,2476,,,,,100%,8.4,16.4,173,76,101,21,188,10,1356,72,66,jokicni01,290,Nikola Jokić,C,26,DEN,74,2476,0.583,10.2,,0.78,0.268,0.384,0.082,0.046,0.22,,0.652,0.776,0.606,0.565,0.467,0.337,,0.58,0.918,,0.025,31,,0.038,0.273,,3,0,jokicni01,2022
395,292,Damian Jones,C,26,SAC,56,15,18.2,3.1,4.8,0.658,0.2,0.5,0.345,2.9,4.2,0.696,0.677,1.7,2.3,0.718,1.3,3.1,4.4,1.2,0.5,0.8,1.1,2.3,8.1,jonesda03,292,Damian Jones,C,26,SAC,56,15,1017,8.3,12.6,0.658,0.5,1.4,0.345,7.8,11.2,0.696,4.4,6.2,0.718,3.5,8.1,11.6,3.3,1.2,2.2,2.8,6.2,21.5,,128.0,113,jonesda03,292,Damian Jones,C,26,SAC,56,1017,18.3,0.701,0.109,0.492,7.9,18.5,13.2,10.2,1.2,4.0,15.4,16.2,,2.4,0.9,3.3,0.156,,-0.2,0.5,0.3,0.6,jonesda03,292,Damian Jones,C,26,SAC,56,1017,,,,,100%,-8.6,-4.2,22,16,71,15,66,7,167,21,18,jonesda03,292,Damian Jones,C,26,SAC,56,1017,0.658,7.4,,0.891,0.489,0.241,0.06,0.102,0.109,,0.696,0.877,0.469,0.438,0.519,0.345,,0.794,0.9,,0.252,57,,0.241,0.286,,1,0,jonesda03,2022
396,293,Derrick Jones Jr.,PF,24,CHI,51,8,17.6,2.1,3.8,0.538,0.4,1.2,0.328,1.7,2.6,0.634,0.59,1.1,1.4,0.8,1.2,2.1,3.3,0.6,0.5,0.6,0.6,2.1,5.6,jonesde02,293,Derrick Jones Jr.,PF,24,CHI,51,8,899,5.7,10.6,0.538,1.1,3.3,0.328,4.6,7.3,0.634,3.0,3.8,0.8,3.3,5.9,9.2,1.6,1.4,1.8,1.6,5.7,15.5,,124.0,113,jonesde02,293,Derrick Jones Jr.,PF,24,CHI,51,899,13.0,0.633,0.313,0.359,7.6,13.6,10.6,4.4,1.4,3.2,11.7,12.5,,1.4,0.8,2.2,0.119,,-1.5,0.5,-0.9,0.2,jonesde02,293,Derrick Jones Jr.,PF,24,CHI,51,899,,1%,44%,46%,10%,2.2,3.3,7,8,54,9,35,6,75,10,20,jonesde02,293,Derrick Jones Jr.,PF,24,CHI,51,899,0.538,8.9,,0.687,0.549,0.128,0.005,0.005,0.313,,0.634,0.701,0.32,1.0,1.0,0.328,,0.706,1.0,,0.205,39,,0.672,0.39,,0,0,jonesde02,2022
397,294,Herbert Jones,PF,23,NOP,78,69,29.9,3.5,7.4,0.476,0.7,2.2,0.337,2.8,5.2,0.533,0.525,1.8,2.1,0.84,1.3,2.5,3.8,2.1,1.7,0.8,1.3,3.1,9.5,joneshe01,294,Herbert Jones,PF,23,NOP,78,69,2335,5.8,12.2,0.476,1.2,3.6,0.337,4.6,8.6,0.533,2.9,3.4,0.84,2.1,4.2,6.3,3.5,2.7,1.3,2.1,5.0,15.7,,114.0,112,joneshe01,294,Herbert Jones,PF,23,NOP,78,2335,12.3,0.573,0.293,0.283,4.5,9.6,7.0,10.0,2.7,2.5,13.4,13.7,,2.1,2.5,4.6,0.096,,-2.0,1.5,-0.5,0.9,joneshe01,294,Herbert Jones,PF,23,NOP,78,2335,,,23%,75%,2%,1.5,6.3,39,23,97,17,71,22,394,15,55,joneshe01,294,Herbert Jones,PF,23,NOP,78,2335,0.476,10.7,,0.707,0.413,0.205,0.016,0.073,0.293,,0.533,0.685,0.288,0.444,0.381,0.337,,0.631,1.0,,0.104,52,,0.521,0.341,,1,0,joneshe01,2022
399,296,Kai Jones,C,21,CHO,21,0,3.0,0.4,0.7,0.643,0.0,0.1,0.5,0.4,0.6,0.667,0.679,0.1,0.4,0.375,0.1,0.4,0.5,0.2,0.0,0.1,0.3,0.4,1.0,joneska01,296,Kai Jones,C,21,CHO,21,0,63,6.9,10.7,0.643,0.8,1.5,0.5,6.1,9.1,0.667,2.3,6.1,0.375,2.3,6.1,8.4,3.0,0.8,1.5,4.6,6.1,16.8,,98.0,116,joneska01,296,Kai Jones,C,21,CHO,21,63,9.2,0.628,0.143,0.571,5.0,13.7,9.2,8.6,0.8,3.0,25.5,15.9,,0.0,0.0,0.0,0.009,,-5.2,-1.4,-6.6,-0.1,joneska01,296,Kai Jones,C,21,CHO,21,63,,,9%,50%,41%,-7.8,-8.4,2,2,3,0,3,0,9,0,0,joneska01,296,Kai Jones,C,21,CHO,21,63,0.643,7.7,,0.857,0.5,0.214,0.071,0.071,0.143,,0.667,1.0,0.333,0.0,0.0,0.5,,0.875,1.0,,0.5,7,,0.5,1.0,,0,0,joneska01,2022
401,298,Tre Jones,PG,22,SAS,69,11,16.6,2.4,4.9,0.49,0.1,0.7,0.196,2.3,4.2,0.542,0.504,1.0,1.3,0.78,0.4,1.8,2.2,3.4,0.6,0.1,0.7,1.1,6.0,jonestr01,298,Tre Jones,PG,22,SAS,69,11,1148,6.9,14.2,0.49,0.4,2.1,0.196,6.5,12.0,0.542,3.0,3.8,0.78,1.2,5.3,6.5,9.7,1.8,0.3,1.9,3.3,17.3,,120.0,114,jonestr01,298,Tre Jones,PG,22,SAS,69,1148,15.0,0.545,0.15,0.268,2.6,11.6,7.1,27.0,1.8,0.5,10.8,15.6,,1.9,0.9,2.9,0.121,,-0.9,0.4,-0.5,0.4,jonestr01,298,Tre Jones,PG,22,SAS,69,1148,100%,,,,,-0.5,-0.9,29,10,30,5,40,27,572,12,28,jonestr01,298,Tre Jones,PG,22,SAS,69,1148,0.49,9.7,,0.85,0.307,0.307,0.201,0.035,0.15,,0.542,0.615,0.5,0.485,0.583,0.196,,0.455,0.8,,0.006,1,,0.451,0.217,,3,0,jonestr01,2022
402,299,Tyus Jones,PG,25,MEM,73,23,21.2,3.4,7.6,0.451,1.1,2.8,0.39,2.3,4.8,0.487,0.524,0.7,0.9,0.818,0.2,2.2,2.4,4.4,0.9,0.0,0.6,0.4,8.7,jonesty01,299,Tyus Jones,PG,25,MEM,73,23,1549,7.7,17.0,0.451,2.5,6.3,0.39,5.2,10.7,0.487,1.7,2.0,0.818,0.5,4.9,5.4,10.0,2.0,0.1,1.4,1.0,19.5,,125.0,112,jonesty01,299,Tyus Jones,PG,25,MEM,73,1549,16.5,0.544,0.371,0.12,1.1,11.0,5.9,28.2,2.0,0.1,7.3,16.6,,3.4,1.6,5.1,0.158,,1.2,0.5,1.7,1.4,jonesty01,299,Tyus Jones,PG,25,MEM,73,1549,100%,,,,,8.0,3.5,27,12,13,2,19,4,792,5,18,jonesty01,299,Tyus Jones,PG,25,MEM,73,1549,0.451,15.2,,0.629,0.1,0.241,0.243,0.045,0.371,,0.487,0.6,0.496,0.455,0.36,0.39,,0.367,0.838,,0.0,0,,0.21,0.395,,0,0,jonesty01,2022
403,300,DeAndre Jordan,C,33,TOT,48,20,13.0,1.9,3.0,0.643,0.0,0.0,,1.9,3.0,0.643,0.643,0.5,0.8,0.55,1.7,3.8,5.5,0.4,0.3,0.7,0.8,1.5,4.3,jordade01,300,DeAndre Jordan,C,33,TOT,48,20,622,7.2,11.2,0.643,0.0,0.0,,7.2,11.2,0.643,1.7,3.1,0.55,6.5,14.1,20.6,1.6,0.9,2.7,2.9,5.5,16.1,,120.0,107,jordade01,300,DeAndre Jordan,C,33,TOT,48,622,17.2,0.641,0.0,0.28,14.7,31.4,23.1,4.9,0.9,5.0,18.7,13.9,,0.9,1.0,1.9,0.145,,-1.5,0.1,-1.4,0.1,jordade01,300,DeAndre Jordan,C,33,TOT,48,622,,,,,100%,-9.8,-9.5,13,10,39,9,20,0,52,2,6,jordade01,300,DeAndre Jordan,C,33,TOT,48,622,0.643,1.7,,1.0,0.818,0.168,0.007,0.007,0.0,,0.643,0.701,0.417,0.0,0.0,,,0.793,,,0.538,69,,,,,0,0,jordade01,2022
406,301,Cory Joseph,PG,30,DET,65,39,24.6,2.7,6.2,0.445,1.0,2.4,0.414,1.7,3.7,0.465,0.526,1.5,1.7,0.885,0.4,2.2,2.7,3.6,0.6,0.3,1.3,2.3,8.0,josepco01,301,Cory Joseph,PG,30,DET,65,39,1600,5.4,12.2,0.445,2.0,4.8,0.414,3.4,7.4,0.465,3.0,3.4,0.885,0.9,4.4,5.3,7.2,1.3,0.5,2.6,4.5,15.9,,115.0,116,josepco01,301,Cory Joseph,PG,30,DET,65,1600,11.4,0.579,0.393,0.283,1.9,10.3,5.9,21.8,1.3,1.0,15.9,14.3,,1.7,0.8,2.5,0.075,,-2.0,-0.1,-2.1,0.0,josepco01,301,Cory Joseph,PG,30,DET,65,1600,95%,6%,,,,-6.5,2.6,43,24,62,12,41,25,588,14,20,josepco01,301,Cory Joseph,PG,30,DET,65,1600,0.445,14.7,,0.608,0.22,0.21,0.065,0.113,0.393,,0.465,0.614,0.429,0.346,0.311,0.414,,0.416,0.862,,0.003,0,,0.248,0.487,,2,0,josepco01,2022
407,302,Georgios Kalaitzakis,SF,23,TOT,13,4,16.4,2.4,5.2,0.463,0.8,2.0,0.385,1.6,3.2,0.512,0.537,1.1,2.3,0.467,0.5,1.2,1.6,0.9,0.8,0.2,1.5,1.5,6.6,kalaige01,302,Georgios Kalaitzakis,SF,23,TOT,13,4,213,7.0,15.2,0.463,2.3,5.9,0.385,4.8,9.3,0.512,3.2,6.8,0.467,1.4,3.4,4.8,2.7,2.5,0.5,4.5,4.3,19.5,,91.0,113,kalaige01,302,Georgios Kalaitzakis,SF,23,TOT,13,213,8.6,0.536,0.388,0.448,3.0,7.3,5.1,8.8,2.5,0.9,20.0,20.2,,-0.3,0.2,-0.1,-0.024,,-5.1,-1.9,-7.0,-0.3,kalaige01,302,Georgios Kalaitzakis,SF,23,TOT,13,213,,16%,45%,39%,,-29.7,-24.7,12,6,6,1,14,0,28,4,0,kalaige01,302,Georgios Kalaitzakis,SF,23,TOT,13,213,0.463,13.8,,0.612,0.269,0.179,0.09,0.075,0.388,,0.512,0.667,0.583,0.333,0.0,0.385,,0.524,0.8,,0.075,4,,0.154,0.25,,0,0,kalaige01,2022
411,304,Luke Kennard,SG,25,LAC,70,13,27.4,4.1,9.1,0.449,2.7,6.0,0.449,1.4,3.1,0.449,0.598,1.0,1.1,0.896,0.3,3.0,3.3,2.1,0.6,0.1,0.9,1.4,11.9,kennalu01,304,Luke Kennard,SG,25,LAC,70,13,1919,7.3,16.3,0.449,4.9,10.8,0.449,2.5,5.5,0.449,1.8,2.0,0.896,0.5,5.3,5.8,3.7,1.1,0.2,1.5,2.6,21.3,,119.0,113,kennalu01,304,Luke Kennard,SG,25,LAC,70,1919,13.3,0.619,0.662,0.121,1.1,11.2,6.3,11.2,1.1,0.3,8.2,16.8,,2.8,1.7,4.5,0.113,,0.8,-0.3,0.5,1.2,kennalu01,304,Luke Kennard,SG,25,LAC,70,1919,21%,74%,5%,,,3.8,7.1,38,14,37,6,23,3,353,8,17,kennalu01,304,Luke Kennard,SG,25,LAC,70,1919,0.449,20.8,,0.338,0.05,0.086,0.121,0.081,0.662,,0.449,0.625,0.455,0.416,0.385,0.449,,0.66,0.916,,0.0,0,,0.142,0.467,,0,0,kennalu01,2022
412,305,Braxton Key,SF,24,TOT,11,0,17.9,3.0,6.5,0.458,0.5,1.9,0.286,2.5,4.6,0.529,0.5,0.6,1.2,0.538,1.2,3.4,4.5,1.0,0.9,1.0,1.0,2.4,7.2,keybr01,305,Braxton Key,SF,24,TOT,11,0,197,8.2,17.8,0.458,1.5,5.2,0.286,6.7,12.6,0.529,1.7,3.2,0.538,3.2,9.2,12.4,2.7,2.5,2.7,2.7,6.4,19.6,,99.0,108,keybr01,305,Braxton Key,SF,24,TOT,11,197,13.7,0.508,0.292,0.181,6.8,21.4,13.7,8.9,2.5,5.0,12.4,19.4,,-0.1,0.3,0.2,0.052,,-3.8,0.6,-3.3,-0.1,keybr01,305,Braxton Key,SF,24,TOT,11,197,,,8%,87%,6%,5.9,14.3,8,2,15,1,6,4,25,3,4,keybr01,305,Braxton Key,SF,24,TOT,11,197,0.458,11.0,,0.708,0.292,0.292,0.069,0.056,0.292,,0.529,0.762,0.476,0.2,0.0,0.286,,0.741,0.833,,0.097,6,,0.429,0.333,,0,0,keybr01,2022
417,308,Corey Kispert,SF,22,WAS,77,36,23.4,3.0,6.7,0.455,1.5,4.2,0.35,1.6,2.5,0.629,0.564,0.7,0.8,0.871,0.7,2.0,2.7,1.1,0.5,0.3,0.6,1.2,8.2,kispeco01,308,Corey Kispert,SF,22,WAS,77,36,1801,6.4,14.1,0.455,3.1,8.8,0.35,3.4,5.3,0.629,1.5,1.7,0.871,1.5,4.3,5.7,2.3,1.0,0.6,1.4,2.6,17.4,,114.0,118,kispeco01,308,Corey Kispert,SF,22,WAS,77,1801,10.9,0.586,0.623,0.121,3.3,9.4,6.4,6.7,1.0,1.0,8.5,14.6,,1.6,0.7,2.3,0.061,,-0.8,-1.5,-2.3,-0.1,kispeco01,308,Corey Kispert,SF,22,WAS,77,1801,,35%,62%,2%,,-0.1,5.8,21,14,48,7,27,6,198,6,20,kispeco01,308,Corey Kispert,SF,22,WAS,77,1801,0.455,18.1,,0.377,0.167,0.132,0.045,0.033,0.623,,0.629,0.791,0.515,0.565,0.353,0.35,,0.803,0.982,,0.025,12,,0.325,0.423,,0,0,kispeco01,2022
418,309,Maxi Kleber,PF,30,DAL,59,21,24.6,2.4,6.0,0.398,1.4,4.3,0.325,1.0,1.7,0.586,0.516,0.8,1.1,0.708,1.2,4.7,5.9,1.2,0.5,1.0,0.8,2.3,7.0,klebima01,309,Maxi Kleber,PF,30,DAL,59,21,1450,4.9,12.3,0.398,2.9,8.9,0.325,2.0,3.4,0.586,1.6,2.3,0.708,2.4,9.7,12.1,2.4,1.0,2.0,1.6,4.8,14.3,,109.0,107,klebima01,309,Maxi Kleber,PF,30,DAL,59,1450,11.0,0.537,0.72,0.184,5.4,21.5,13.4,6.5,1.0,3.6,10.9,13.3,,0.7,2.3,3.0,0.098,,-1.6,1.2,-0.4,0.6,klebima01,309,Maxi Kleber,PF,30,DAL,59,1450,,,,53%,48%,4.1,0.8,12,11,76,14,21,20,172,5,14,klebima01,309,Maxi Kleber,PF,30,DAL,59,1450,0.398,19.9,,0.28,0.164,0.051,0.04,0.025,0.72,,0.586,0.845,0.278,0.214,0.111,0.325,,0.845,0.988,,0.056,20,,0.231,0.322,,1,0,klebima01,2022
420,311,Nathan Knight,PF,24,MIN,37,2,7.2,1.2,2.4,0.511,0.1,0.4,0.308,1.1,2.0,0.547,0.534,1.2,1.6,0.733,0.9,1.4,2.3,0.6,0.2,0.2,0.5,1.1,3.7,knighna01,311,Nathan Knight,PF,24,MIN,37,2,267,8.0,15.7,0.511,0.7,2.3,0.308,7.3,13.4,0.547,7.8,10.7,0.733,5.7,9.4,15.1,3.9,1.2,1.4,3.2,7.5,24.6,,122.0,111,knighna01,311,Nathan Knight,PF,24,MIN,37,267,18.7,0.603,0.148,0.682,12.5,21.8,17.1,11.9,1.2,2.9,13.6,20.7,,0.6,0.3,1.0,0.171,,-0.7,0.1,-0.6,0.1,knighna01,311,Nathan Knight,PF,24,MIN,37,267,,,,27%,73%,4.4,2.1,6,5,19,6,29,0,54,4,12,knighna01,311,Nathan Knight,PF,24,MIN,37,267,0.511,5.7,,0.852,0.591,0.25,0.011,0.0,0.148,,0.547,0.673,0.273,0.0,,0.308,,0.707,1.0,,0.182,13,,0.308,0.5,,0,0,knighna01,2022
421,312,Kevin Knox,SF,22,TOT,30,0,7.4,1.0,2.8,0.365,0.5,1.8,0.278,0.5,1.0,0.516,0.453,0.5,0.7,0.727,0.5,1.0,1.5,0.3,0.1,0.1,0.2,0.6,3.1,knoxke01,312,Kevin Knox,SF,22,TOT,30,0,222,6.9,19.0,0.365,3.4,12.1,0.278,3.6,6.9,0.516,3.6,4.9,0.727,3.1,6.7,9.8,2.2,0.9,0.4,1.6,4.2,20.8,,106.0,115,knoxke01,312,Kevin Knox,SF,22,TOT,30,222,10.9,0.491,0.635,0.259,6.8,14.8,10.7,6.5,0.9,0.8,6.9,20.0,,0.1,0.2,0.2,0.047,,-1.9,-2.2,-4.1,-0.1,knoxke01,312,Kevin Knox,SF,22,TOT,30,222,,12%,30%,57%,1%,-15.6,-17.2,3,1,12,0,9,1,25,0,4,knoxke01,312,Kevin Knox,SF,22,TOT,30,222,0.365,18.5,,0.365,0.153,0.106,0.059,0.047,0.635,,0.516,0.769,0.556,0.0,0.25,0.278,,0.75,1.0,,0.082,7,,0.315,0.412,,1,0,knoxke01,2022
424,313,John Konchar,SG,25,MEM,72,7,17.9,1.9,3.6,0.515,0.7,1.8,0.413,1.2,1.9,0.61,0.615,0.4,0.7,0.551,1.2,3.4,4.6,1.5,0.6,0.3,0.4,1.3,4.8,konchjo01,313,John Konchar,SG,25,MEM,72,7,1292,5.0,9.7,0.515,1.9,4.7,0.413,3.1,5.0,0.61,1.0,1.8,0.551,3.2,9.0,12.2,4.0,1.7,0.8,1.1,3.3,12.9,,133.0,109,konchjo01,313,John Konchar,SG,25,MEM,72,1292,14.0,0.615,0.481,0.187,6.9,20.1,13.3,10.6,1.7,1.5,9.3,9.9,,2.4,1.8,4.2,0.155,,0.2,1.3,1.5,1.2,konchjo01,313,John Konchar,SG,25,MEM,72,1292,24%,59%,17%,,,4.0,-2.6,21,7,52,1,22,4,266,2,4,konchjo01,313,John Konchar,SG,25,MEM,72,1292,0.515,14.3,,0.519,0.332,0.092,0.053,0.042,0.481,,0.61,0.736,0.458,0.429,0.182,0.413,,0.614,0.923,,0.08,18,,0.46,0.448,,0,0,konchjo01,2022
