,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk.1,Player.1,Pos.1,Age.1,Tm.1,G.1,GS.1,MP.1,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,PTS.1,Unnamed: 60,ORtg,DRtg,Player-additional.1,Rk.2,Player.2,Pos.2,Age.2,Tm.2,G.2,MP.2,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 83,OWS,DWS,WS,WS/48,Unnamed: 88,OBPM,DBPM,BPM,VORP,Player-additional.2,Rk.3,Player.3,Pos.3,Age.3,Tm.3,G.3,MP.3,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot.1,Off..1,PGA,And1,Blkd,-9999,Rk.4,Player.4,Pos.4,Age.4,Tm.4,G.4,MP.4,FG%.2,Dist.,Unnamed: 127,2P.2,0-3,10-Mar,16-Oct,16-3P,3P.2,Unnamed: 134,2P.3,0-3.1,10-Mar.1,16-Oct.1,16-3P.1,3P.3,Unnamed: 141,2P.4,3P.4,Unnamed: 144,%FGA,#,Unnamed: 147,%3PA,3P%.2,Unnamed: 150,Att.,#.1,-9999.1,Season
30,29,Will Barton,SF,29,DEN,58,58,33.0,5.7,12.7,0.45,1.9,5.0,0.375,3.9,7.8,0.498,0.523,1.8,2.3,0.767,1.3,5.0,6.3,3.7,1.1,0.5,1.5,2.1,15.1,bartowi01,29,Will Barton,SF,29,DEN,58,58,1916,8.6,19.0,0.45,2.8,7.4,0.375,5.8,11.6,0.498,2.6,3.4,0.767,2.0,7.5,9.4,5.5,1.6,0.7,2.3,3.1,22.5,,113.0,111,bartowi01,29,Will Barton,SF,29,DEN,58,1916,15.6,0.549,0.39,0.18,4.5,16.9,10.7,16.0,1.6,1.4,9.9,20.1,,2.4,1.8,4.2,0.106,,1.2,-0.2,1.1,1.5,bartowi01,29,Will Barton,SF,29,DEN,58,1916,,28%,71%,1%,,6.0,8.2,45,19,58,12,57,8,485,16,45,bartowi01,29,Will Barton,SF,29,DEN,58,1916,0.45,13.5,,0.61,0.286,0.186,0.079,0.06,0.39,,0.498,0.616,0.328,0.414,0.568,0.375,,0.393,0.704,,0.037,25,,0.122,0.486,,1,1,bartowi01,2020
31,30,Keita Bates-Diop,PF-SF,24,TOT,44,0,16.9,2.3,5.3,0.427,0.8,2.3,0.33,1.5,3.0,0.504,0.5,1.2,1.7,0.72,0.6,2.3,2.9,0.7,0.4,0.5,0.4,1.0,6.5,bateske01,30,Keita Bates-Diop,PF-SF,24,TOT,44,0,744,6.3,14.7,0.427,2.1,6.5,0.33,4.2,8.2,0.504,3.4,4.7,0.72,1.6,6.4,8.0,1.9,1.2,1.5,1.1,2.7,18.1,,111.0,113,bateske01,30,Keita Bates-Diop,PF-SF,24,TOT,44,744,12.4,0.539,0.44,0.321,3.5,15.1,9.1,5.8,1.2,2.7,6.0,15.8,,0.6,0.6,1.2,0.078,,-1.0,-0.4,-1.4,0.1,bateske01,30,Keita Bates-Diop,PF-SF,24,TOT,44,744,,3%,15%,80%,2%,-11.2,-9.1,7,5,28,2,39,0,77,9,19,bateske01,30,Keita Bates-Diop,PF-SF,24,TOT,44,744,0.427,12.9,,0.56,0.385,0.128,0.034,0.013,0.44,,0.504,0.611,0.3,0.125,0.333,0.33,,0.667,0.941,,0.034,8,,0.417,0.419,,0,0,bateske01,2020
34,31,Nicolas Batum,SF,31,CHO,22,3,23.0,1.3,3.7,0.346,0.6,2.2,0.286,0.6,1.5,0.438,0.432,0.4,0.5,0.9,1.1,3.4,4.5,3.0,0.8,0.4,1.0,1.9,3.6,batumni01,31,Nicolas Batum,SF,31,CHO,22,3,505,2.8,8.0,0.346,1.4,4.9,0.286,1.4,3.2,0.438,0.9,1.0,0.9,2.5,7.4,9.9,6.5,1.7,0.8,2.2,4.1,7.8,,107.0,112,batumni01,31,Nicolas Batum,SF,31,CHO,22,505,9.2,0.463,0.605,0.123,5.2,16.8,10.8,18.3,1.7,1.5,20.5,9.4,,0.2,0.4,0.6,0.055,,-2.8,0.9,-1.9,0.0,batumni01,31,Nicolas Batum,SF,31,CHO,22,505,,,67%,32%,,-2.9,5.1,11,3,13,0,4,13,158,1,4,batumni01,31,Nicolas Batum,SF,31,CHO,22,505,0.346,18.1,,0.395,0.222,0.012,0.074,0.086,0.605,,0.438,0.611,1.0,0.333,0.0,0.286,,0.214,0.929,,0.037,3,,0.388,0.316,,0,0,batumni01,2020
35,32,Aron Baynes,C,33,PHO,42,28,22.2,4.4,9.1,0.48,1.4,4.0,0.351,3.0,5.1,0.582,0.558,1.3,1.8,0.747,1.7,4.0,5.6,1.6,0.2,0.5,1.2,3.4,11.5,baynear01,32,Aron Baynes,C,33,PHO,42,28,934,9.3,19.3,0.48,3.0,8.5,0.351,6.3,10.8,0.582,2.8,3.8,0.747,3.6,8.4,12.0,3.4,0.5,1.2,2.5,7.2,24.4,,113.0,112,baynear01,32,Aron Baynes,C,33,PHO,42,934,15.2,0.581,0.441,0.197,8.3,20.0,14.1,10.9,0.5,2.1,10.8,21.1,,1.3,0.8,2.1,0.107,,-0.2,-0.8,-1.0,0.2,baynear01,32,Aron Baynes,C,33,PHO,42,934,,,,12%,88%,-1.4,-2.5,12,8,71,20,27,21,163,8,16,baynear01,32,Aron Baynes,C,33,PHO,42,934,0.48,13.3,,0.559,0.333,0.171,0.039,0.016,0.441,,0.582,0.638,0.569,0.333,0.167,0.351,,0.734,1.0,,0.081,28,,0.143,0.25,,0,0,baynear01,2020
36,33,Kent Bazemore,SF,30,TOT,68,21,24.8,2.9,7.9,0.375,1.2,3.6,0.344,1.7,4.3,0.4,0.453,1.7,2.2,0.769,0.4,3.9,4.3,1.4,1.1,0.6,1.3,2.9,8.8,bazemke01,33,Kent Bazemore,SF,30,TOT,68,21,1688,5.7,15.2,0.375,2.4,6.9,0.344,3.3,8.2,0.4,3.2,4.2,0.769,0.8,7.6,8.4,2.6,2.1,1.1,2.6,5.6,17.0,,96.0,112,bazemke01,33,Kent Bazemore,SF,30,TOT,68,1688,9.3,0.499,0.457,0.275,1.7,17.1,9.4,7.4,2.1,2.1,13.2,17.5,,-0.9,1.5,0.6,0.017,,-3.4,0.3,-3.0,-0.5,bazemke01,33,Kent Bazemore,SF,30,TOT,68,1688,1%,12%,79%,8%,,1.3,3.5,55,20,94,11,60,34,213,14,37,bazemke01,33,Kent Bazemore,SF,30,TOT,68,1688,0.375,14.9,,0.543,0.268,0.139,0.069,0.067,0.457,,0.4,0.531,0.243,0.297,0.306,0.344,,0.491,0.952,,0.026,14,,0.459,0.313,,5,0,bazemke01,2020
39,34,Darius Bazley,PF,19,OKC,61,9,18.5,2.0,5.2,0.394,0.8,2.3,0.348,1.2,2.9,0.432,0.472,0.7,1.0,0.694,0.5,3.5,4.0,0.7,0.4,0.7,0.7,0.9,5.6,bazleda01,34,Darius Bazley,PF,19,OKC,61,9,1130,5.4,13.6,0.394,2.1,6.1,0.348,3.3,7.6,0.432,1.8,2.7,0.694,1.3,9.3,10.6,1.8,1.0,1.8,1.9,2.4,14.7,,96.0,108,bazleda01,34,Darius Bazley,PF,19,OKC,61,1130,9.6,0.497,0.445,0.196,3.0,20.5,12.0,5.1,1.0,3.1,11.6,15.1,,-0.5,1.5,1.0,0.041,,-2.1,0.5,-1.6,0.1,bazleda01,34,Darius Bazley,PF,19,OKC,61,1130,,,2%,93%,5%,-2.8,-6.6,21,8,32,8,30,7,104,3,28,bazleda01,34,Darius Bazley,PF,19,OKC,61,1130,0.394,13.7,,0.555,0.287,0.196,0.038,0.035,0.445,,0.432,0.604,0.226,0.25,0.364,0.348,,0.618,0.898,,0.085,24,,0.333,0.298,,0,0,bazleda01,2020
40,35,Bradley Beal,SG,26,WAS,57,57,36.0,10.4,22.9,0.455,3.0,8.4,0.353,7.4,14.4,0.515,0.52,6.8,8.0,0.842,0.9,3.3,4.2,6.1,1.2,0.4,3.4,2.2,30.5,bealbr01,35,Bradley Beal,SG,26,WAS,57,57,2053,13.5,29.7,0.455,3.9,11.0,0.353,9.6,18.7,0.515,8.8,10.4,0.842,1.2,4.3,5.5,7.9,1.6,0.5,4.4,2.9,39.6,,113.0,117,bealbr01,35,Bradley Beal,SG,26,WAS,57,2053,23.2,0.579,0.369,0.351,2.7,10.5,6.4,29.5,1.6,1.0,11.4,34.4,,4.5,0.6,5.1,0.118,,5.3,-2.4,2.9,2.5,bealbr01,35,Bradley Beal,SG,26,WAS,57,2053,3%,81%,16%,,,-4.7,-0.3,95,59,52,27,196,20,815,40,52,bealbr01,35,Bradley Beal,SG,26,WAS,57,2053,0.455,14.7,,0.631,0.239,0.141,0.135,0.115,0.369,,0.515,0.689,0.397,0.438,0.387,0.353,,0.376,0.635,,0.035,41,,0.119,0.316,,1,0,bealbr01,2020
41,36,Malik Beasley,SG,23,TOT,55,14,22.0,4.1,9.7,0.425,1.9,5.0,0.388,2.2,4.7,0.465,0.525,1.0,1.2,0.818,0.3,2.4,2.7,1.4,0.7,0.1,1.0,1.4,11.2,beaslma01,36,Malik Beasley,SG,23,TOT,55,14,1209,9.1,21.3,0.425,4.3,11.0,0.388,4.8,10.3,0.465,2.2,2.6,0.818,0.7,5.2,5.9,3.0,1.6,0.3,2.3,3.1,24.5,,105.0,114,beaslma01,36,Malik Beasley,SG,23,TOT,55,1209,12.7,0.546,0.517,0.124,1.6,11.9,6.7,9.4,1.6,0.6,9.2,21.8,,0.4,0.8,1.2,0.049,,-0.7,-1.4,-2.1,0.0,beaslma01,36,Malik Beasley,SG,23,TOT,55,1209,13%,86%,1%,,,-1.8,-1.6,23,18,32,8,26,7,187,5,29,beaslma01,36,Malik Beasley,SG,23,TOT,55,1209,0.425,16.7,,0.483,0.189,0.129,0.096,0.069,0.517,,0.465,0.634,0.261,0.471,0.378,0.388,,0.667,0.888,,0.03,13,,0.185,0.451,,1,0,beaslma01,2020
44,37,Marco Belinelli,SG,33,SAS,57,0,15.5,2.2,5.5,0.392,1.2,3.1,0.376,1.0,2.4,0.412,0.498,0.8,1.0,0.828,0.1,1.6,1.7,1.2,0.2,0.0,0.3,0.8,6.3,belinma01,37,Marco Belinelli,SG,33,SAS,57,0,883,6.7,17.0,0.392,3.6,9.6,0.376,3.0,7.4,0.412,2.6,3.1,0.828,0.4,5.0,5.4,3.7,0.6,0.1,1.0,2.4,19.5,,110.0,118,belinma01,37,Marco Belinelli,SG,33,SAS,57,883,10.8,0.532,0.567,0.185,0.9,11.2,6.0,10.7,0.6,0.1,5.3,17.5,,0.7,0.2,0.8,0.046,,-0.7,-2.0,-2.7,-0.2,belinma01,37,Marco Belinelli,SG,33,SAS,57,883,1%,24%,67%,9%,,1.1,3.1,7,6,27,1,20,6,160,4,9,belinma01,37,Marco Belinelli,SG,33,SAS,57,883,0.392,20.5,,0.433,0.086,0.048,0.048,0.252,0.567,,0.412,0.667,0.2,0.333,0.38,0.376,,0.893,0.896,,0.0,0,,0.219,0.41,,0,0,belinma01,2020
45,38,Jordan Bell,C,25,TOT,29,0,8.8,1.2,2.3,0.522,0.1,0.4,0.333,1.1,1.9,0.564,0.552,0.7,1.1,0.613,1.0,1.8,2.8,0.6,0.1,0.3,0.7,0.7,3.2,belljo01,38,Jordan Bell,C,25,TOT,29,0,256,6.4,12.2,0.522,0.7,2.2,0.333,5.6,10.0,0.564,3.4,5.6,0.613,5.4,9.3,14.7,2.9,0.5,1.8,3.8,3.4,16.9,,108.0,112,belljo01,38,Jordan Bell,C,25,TOT,29,256,13.9,0.577,0.179,0.463,12.0,21.8,16.7,8.9,0.5,3.2,20.7,16.4,,0.2,0.2,0.4,0.07,,-1.4,-1.1,-2.5,0.0,belljo01,38,Jordan Bell,C,25,TOT,29,256,,,,70%,30%,-2.7,1.7,10,7,13,1,8,3,40,1,4,belljo01,38,Jordan Bell,C,25,TOT,29,256,0.522,7.2,,0.821,0.627,0.119,0.045,0.03,0.179,,0.564,0.643,0.5,0.0,0.0,0.333,,0.742,0.75,,0.134,8,,0.667,0.5,,0,0,belljo01,2020
48,39,DeAndre' Bembry,SG,25,ATL,43,4,21.3,2.4,5.3,0.456,0.3,1.5,0.231,2.1,3.8,0.546,0.489,0.6,1.1,0.542,0.8,2.7,3.5,1.9,1.3,0.4,1.4,2.0,5.8,bembrde01,39,DeAndre' Bembry,SG,25,ATL,43,4,915,5.3,11.6,0.456,0.8,3.3,0.231,4.5,8.3,0.546,1.3,2.4,0.542,1.7,6.0,7.7,4.1,2.8,1.0,3.1,4.3,12.7,,95.0,112,bembrde01,39,DeAndre' Bembry,SG,25,ATL,43,915,9.6,0.5,0.285,0.211,3.9,14.1,8.9,12.3,2.8,1.7,19.4,14.0,,-0.5,0.8,0.2,0.012,,-3.5,1.1,-2.5,-0.1,bembrde01,39,DeAndre' Bembry,SG,25,ATL,43,915,23%,74%,3%,,,-11.6,-5.1,36,16,31,4,23,12,190,3,18,bembrde01,39,DeAndre' Bembry,SG,25,ATL,43,915,0.456,9.7,,0.715,0.469,0.206,0.031,0.009,0.285,,0.546,0.607,0.426,0.571,0.0,0.231,,0.584,1.0,,0.096,19,,0.4,0.308,,1,0,bembrde01,2020
49,40,Dragan Bender,PF-C,22,TOT,16,3,17.9,2.6,5.8,0.446,0.9,2.7,0.349,1.6,3.1,0.531,0.527,0.6,0.9,0.714,1.0,3.6,4.6,1.8,0.3,0.6,1.3,2.6,6.7,bendedr01,40,Dragan Bender,PF-C,22,TOT,16,3,286,6.8,15.2,0.446,2.5,7.1,0.349,4.3,8.1,0.531,1.6,2.3,0.714,2.6,9.4,12.0,4.6,0.7,1.5,3.5,6.9,17.6,,102.0,110,bendedr01,40,Dragan Bender,PF-C,22,TOT,16,286,10.9,0.545,0.467,0.152,5.9,21.1,13.5,14.4,0.7,2.8,17.6,17.7,,0.0,0.3,0.3,0.052,,-3.1,0.2,-2.9,-0.1,bendedr01,40,Dragan Bender,PF-C,22,TOT,16,286,,,,8%,92%,0.0,2.8,12,2,29,4,8,1,64,2,8,bendedr01,40,Dragan Bender,PF-C,22,TOT,16,286,0.446,13.9,,0.533,0.272,0.261,0.0,0.0,0.467,,0.531,0.68,0.375,,,0.349,,0.846,1.0,,0.065,6,,0.279,0.417,,0,0,bendedr01,2020
52,41,Dāvis Bertāns,PF,27,WAS,54,4,29.3,4.9,11.3,0.434,3.7,8.7,0.424,1.2,2.6,0.471,0.598,1.9,2.3,0.852,0.6,3.9,4.5,1.7,0.7,0.6,1.1,2.6,15.4,bertada01,41,Dāvis Bertāns,PF,27,WAS,54,4,1583,7.8,18.0,0.434,5.9,13.9,0.424,1.9,4.1,0.471,3.1,3.6,0.852,1.0,6.2,7.2,2.7,1.1,1.0,1.7,4.1,24.6,,120.0,116,bertada01,41,Dāvis Bertāns,PF,27,WAS,54,1583,15.5,0.628,0.774,0.2,2.3,15.1,8.5,8.4,1.1,1.8,8.2,19.0,,3.0,0.5,3.5,0.107,,2.7,-1.8,0.9,1.1,bertada01,41,Dāvis Bertāns,PF,27,WAS,54,1583,,,,84%,16%,-0.3,7.9,41,11,68,5,35,29,221,8,19,bertada01,41,Dāvis Bertāns,PF,27,WAS,54,1583,0.434,22.2,,0.226,0.097,0.059,0.034,0.036,0.774,,0.471,0.644,0.306,0.429,0.318,0.424,,0.754,0.915,,0.025,14,,0.078,0.568,,1,0,bertada01,2020
53,42,Patrick Beverley,PG,31,LAC,51,50,26.3,2.9,6.7,0.431,1.6,4.0,0.388,1.3,2.6,0.496,0.548,0.6,0.9,0.66,1.1,4.1,5.2,3.6,1.1,0.5,1.3,3.1,7.9,beverpa01,42,Patrick Beverley,PG,31,LAC,51,50,1342,5.2,12.0,0.431,2.8,7.3,0.388,2.4,4.8,0.496,1.1,1.7,0.66,2.0,7.4,9.4,6.4,1.9,0.9,2.3,5.5,14.3,,116.0,107,beverpa01,42,Patrick Beverley,PG,31,LAC,51,1342,12.5,0.56,0.604,0.138,4.5,15.8,10.3,18.2,1.9,1.6,15.4,13.3,,1.6,2.0,3.6,0.128,,-0.3,2.5,2.2,1.4,beverpa01,42,Patrick Beverley,PG,31,LAC,51,1342,60%,39%,1%,,,10.5,6.6,39,9,54,7,17,28,458,5,8,beverpa01,42,Patrick Beverley,PG,31,LAC,51,1342,0.431,17.2,,0.396,0.194,0.147,0.041,0.015,0.604,,0.496,0.591,0.46,0.286,0.2,0.388,,0.299,0.95,,0.006,1,,0.311,0.422,,0,0,beverpa01,2020
54,43,Khem Birch,C,27,ORL,48,24,19.2,1.5,3.0,0.51,0.0,0.0,0.0,1.5,3.0,0.514,0.51,1.4,2.1,0.653,1.9,2.7,4.6,1.0,0.4,0.5,0.6,1.9,4.4,birchkh01,43,Khem Birch,C,27,ORL,48,24,922,3.9,7.6,0.51,0.0,0.1,0.0,3.9,7.5,0.514,3.5,5.3,0.653,4.8,6.8,11.6,2.6,1.1,1.2,1.6,4.8,11.2,,121.0,111,birchkh01,43,Khem Birch,C,27,ORL,48,922,11.7,0.566,0.007,0.706,10.3,15.6,12.9,7.3,1.1,2.3,14.2,10.2,,1.2,0.9,2.2,0.112,,-2.5,0.2,-2.4,-0.1,birchkh01,43,Khem Birch,C,27,ORL,48,922,,,,37%,64%,-6.9,-8.0,6,9,48,12,47,6,126,5,10,birchkh01,43,Khem Birch,C,27,ORL,48,922,0.51,4.5,,0.993,0.476,0.448,0.063,0.007,0.007,,0.514,0.706,0.344,0.222,1.0,0.0,,0.671,,,0.175,23,,1.0,0.0,,0,0,birchkh01,2020
55,44,Goga Bitadze,C,20,IND,54,2,8.7,1.3,2.8,0.467,0.1,0.8,0.19,1.1,2.0,0.574,0.493,0.4,0.6,0.727,0.5,1.5,2.0,0.4,0.2,0.7,0.5,1.2,3.2,bitadgo01,44,Goga Bitadze,C,20,IND,54,2,471,7.2,15.5,0.467,0.8,4.3,0.19,6.4,11.1,0.574,2.5,3.4,0.727,2.6,8.3,10.9,2.4,1.0,3.8,2.9,6.7,17.7,,99.0,105,bitadgo01,44,Goga Bitadze,C,20,IND,54,471,12.1,0.523,0.28,0.22,5.9,18.7,12.3,6.7,1.0,6.9,14.5,17.9,,-0.1,0.8,0.7,0.067,,-4.1,1.8,-2.3,0.0,bitadgo01,44,Goga Bitadze,C,20,IND,54,471,,,,2%,98%,-0.7,-3.4,7,5,38,8,13,1,54,1,3,bitadgo01,44,Goga Bitadze,C,20,IND,54,471,0.467,13.4,,0.72,0.267,0.167,0.14,0.147,0.28,,0.574,0.775,0.52,0.333,0.5,0.19,,0.839,1.0,,0.093,14,,0.095,0.25,,1,0,bitadgo01,2020
56,45,Bismack Biyombo,C,27,CHO,53,29,19.4,2.8,5.2,0.543,0.0,0.0,,2.8,5.2,0.543,0.543,1.7,2.8,0.603,2.3,3.5,5.8,0.9,0.2,0.9,0.9,2.2,7.4,biyombi01,45,Bismack Biyombo,C,27,CHO,53,29,1029,7.4,13.5,0.543,0.0,0.0,,7.4,13.5,0.543,4.4,7.4,0.603,5.8,9.2,15.0,2.4,0.5,2.4,2.3,5.6,19.1,,116.0,112,biyombi01,45,Bismack Biyombo,C,27,CHO,53,1029,16.1,0.57,0.0,0.543,12.3,20.7,16.3,7.8,0.5,4.4,12.2,16.8,,1.5,0.9,2.4,0.113,,-1.8,-0.7,-2.5,-0.1,biyombi01,45,Bismack Biyombo,C,27,CHO,53,1029,,,,3%,97%,-6.6,0.7,12,12,51,13,60,3,116,12,33,biyombi01,45,Bismack Biyombo,C,27,CHO,53,1029,0.543,3.6,,1.0,0.604,0.32,0.065,0.011,0.0,,0.543,0.702,0.315,0.278,0.0,,,0.834,,,0.212,56,,,,,0,0,biyombi01,2020
57,46,Nemanja Bjelica,PF,31,SAC,72,67,27.9,4.4,9.1,0.481,1.9,4.4,0.419,2.5,4.6,0.541,0.583,1.0,1.2,0.821,1.5,4.8,6.4,2.8,0.9,0.6,1.4,3.0,11.5,bjeline01,46,Nemanja Bjelica,PF,31,SAC,72,67,2011,7.6,15.8,0.481,3.2,7.7,0.419,4.3,8.0,0.541,1.7,2.0,0.821,2.7,8.4,11.0,4.9,1.5,1.0,2.4,5.2,20.0,,119.0,111,bjeline01,46,Nemanja Bjelica,PF,31,SAC,72,2011,15.7,0.602,0.49,0.129,6.1,19.9,12.8,14.7,1.5,1.9,12.5,17.0,,3.4,1.9,5.3,0.127,,1.2,0.5,1.8,1.9,bjeline01,46,Nemanja Bjelica,PF,31,SAC,72,2011,,,,81%,19%,-1.1,2.4,39,23,103,17,40,7,500,14,27,bjeline01,46,Nemanja Bjelica,PF,31,SAC,72,2011,0.481,15.4,,0.51,0.253,0.198,0.031,0.029,0.49,,0.541,0.63,0.465,0.45,0.368,0.419,,0.55,0.948,,0.028,18,,0.125,0.525,,0,0,bjeline01,2020
58,47,Eric Bledsoe,PG,30,MIL,61,61,27.0,5.5,11.5,0.475,1.2,3.5,0.344,4.3,8.0,0.533,0.528,2.8,3.5,0.79,0.7,3.9,4.6,5.4,0.9,0.4,2.4,2.1,14.9,bledser01,47,Eric Bledsoe,PG,30,MIL,61,61,1646,9.3,19.5,0.475,2.1,6.0,0.344,7.2,13.5,0.533,4.7,5.9,0.79,1.2,6.6,7.8,9.1,1.6,0.7,4.1,3.6,25.3,,112.0,104,bledser01,47,Eric Bledsoe,PG,30,MIL,61,1646,17.6,0.571,0.306,0.304,2.8,13.5,8.5,28.7,1.6,1.4,15.7,23.7,,2.4,3.0,5.4,0.157,,0.8,1.0,1.8,1.6,bledser01,47,Eric Bledsoe,PG,30,MIL,61,1646,100%,,,,,11.8,3.5,75,39,39,24,106,15,799,32,39,bledser01,47,Eric Bledsoe,PG,30,MIL,61,1646,0.475,12.2,,0.694,0.337,0.185,0.098,0.074,0.306,,0.533,0.709,0.354,0.362,0.404,0.344,,0.319,0.459,,0.003,2,,0.126,0.296,,0,0,bledser01,2020
59,48,Bogdan Bogdanović,SG,27,SAC,61,28,29.0,5.5,12.6,0.44,2.7,7.2,0.372,2.8,5.3,0.532,0.547,1.4,1.9,0.741,0.4,3.0,3.4,3.4,1.0,0.2,1.7,2.2,15.1,bogdabo01,48,Bogdan Bogdanović,SG,27,SAC,61,28,1766,9.3,21.0,0.44,4.5,12.1,0.372,4.8,8.9,0.532,2.4,3.2,0.741,0.7,5.0,5.7,5.7,1.8,0.4,2.8,3.7,25.4,,110.0,113,bogdabo01,48,Bogdan Bogdanović,SG,27,SAC,61,1766,15.2,0.565,0.576,0.151,1.6,11.8,6.6,18.0,1.8,0.8,11.1,22.6,,1.8,1.3,3.1,0.084,,1.2,-0.5,0.6,1.2,bogdabo01,48,Bogdan Bogdanović,SG,27,SAC,61,1766,,52%,45%,3%,,-1.6,1.0,50,31,49,8,43,15,494,16,30,bogdabo01,48,Bogdan Bogdanović,SG,27,SAC,61,1766,0.44,18.5,,0.424,0.121,0.128,0.099,0.076,0.576,,0.532,0.677,0.459,0.434,0.552,0.372,,0.358,0.854,,0.004,2,,0.193,0.365,,1,0,bogdabo01,2020
60,49,Bojan Bogdanović,SF,30,UTA,63,63,33.1,6.6,14.8,0.447,3.0,7.3,0.414,3.6,7.6,0.479,0.548,4.0,4.4,0.903,0.6,3.5,4.1,2.1,0.5,0.1,2.5,1.7,20.2,bogdabo02,49,Bojan Bogdanović,SF,30,UTA,63,63,2083,9.8,21.8,0.447,4.4,10.7,0.414,5.4,11.2,0.479,5.8,6.5,0.903,0.9,5.1,6.1,3.1,0.8,0.2,3.7,2.6,29.8,,111.0,113,bogdabo02,49,Bojan Bogdanović,SF,30,UTA,63,2083,15.6,0.603,0.489,0.296,2.1,11.2,6.8,10.0,0.8,0.3,13.1,25.5,,2.6,1.6,4.2,0.096,,1.6,-1.5,0.1,1.1,bogdabo02,49,Bojan Bogdanović,SF,30,UTA,63,2083,,5%,63%,33%,,5.5,8.0,79,46,38,10,110,9,324,27,72,bogdabo02,49,Bojan Bogdanović,SF,30,UTA,63,2083,0.447,15.4,,0.511,0.195,0.207,0.08,0.029,0.489,,0.479,0.698,0.361,0.333,0.259,0.414,,0.507,0.857,,0.029,22,,0.282,0.473,,0,0,bogdabo02,2020
67,54,Isaac Bonga,SF,20,WAS,66,49,18.9,1.8,3.5,0.504,0.4,1.1,0.352,1.4,2.5,0.571,0.558,1.0,1.3,0.812,1.1,2.3,3.4,1.2,0.7,0.3,0.9,2.4,5.0,bongais01,54,Isaac Bonga,SF,20,WAS,66,49,1250,4.4,8.8,0.504,0.9,2.7,0.352,3.5,6.1,0.571,2.6,3.2,0.812,2.7,5.6,8.3,2.8,1.7,0.8,2.2,5.8,12.3,,116.0,116,bongais01,54,Isaac Bonga,SF,20,WAS,66,1250,10.2,0.608,0.303,0.363,6.0,13.8,9.7,7.9,1.7,1.5,17.6,11.0,,1.2,0.6,1.8,0.068,,-2.7,-0.1,-2.8,-0.3,bongais01,54,Isaac Bonga,SF,20,WAS,66,1250,,2%,72%,25%,1%,0.0,7.1,29,14,89,6,43,26,190,15,14,bongais01,54,Isaac Bonga,SF,20,WAS,66,1250,0.504,10.1,,0.697,0.462,0.179,0.038,0.017,0.303,,0.571,0.648,0.476,0.222,0.25,0.352,,0.559,1.0,,0.043,8,,0.38,0.444,,2,0,bongais01,2020
68,55,Devin Booker,SG,23,PHO,70,70,35.9,9.0,18.3,0.489,2.0,5.7,0.354,6.9,12.6,0.549,0.544,6.7,7.3,0.919,0.4,3.8,4.2,6.5,0.7,0.3,3.8,3.0,26.6,bookede01,55,Devin Booker,SG,23,PHO,70,70,2512,11.8,24.2,0.489,2.7,7.5,0.354,9.2,16.7,0.549,8.8,9.6,0.919,0.5,5.1,5.6,8.6,0.9,0.3,5.0,4.0,35.1,,115.0,114,bookede01,55,Devin Booker,SG,23,PHO,70,2512,20.6,0.618,0.31,0.397,1.3,12.0,6.6,30.0,0.9,0.6,14.9,30.0,,6.0,1.5,7.5,0.143,,3.4,-1.3,2.2,2.6,bookede01,55,Devin Booker,SG,23,PHO,70,2512,1%,86%,12%,1%,,2.1,6.0,137,65,65,46,187,24,1109,37,68,bookede01,55,Devin Booker,SG,23,PHO,70,2512,0.489,14.1,,0.69,0.228,0.136,0.213,0.112,0.31,,0.549,0.72,0.463,0.487,0.424,0.354,,0.416,0.61,,0.017,22,,0.09,0.361,,0,0,bookede01,2020
69,56,Chris Boucher,C,27,TOR,62,0,13.2,2.3,4.8,0.472,0.6,1.9,0.322,1.7,2.9,0.569,0.535,1.5,1.9,0.784,1.7,2.7,4.5,0.4,0.4,1.0,0.5,1.8,6.6,bouchch01,56,Chris Boucher,C,27,TOR,62,0,819,8.2,17.4,0.472,2.2,6.9,0.322,6.0,10.5,0.569,5.3,6.7,0.784,6.2,9.9,16.1,1.5,1.3,3.5,1.6,6.6,23.9,,124.0,101,bouchch01,56,Chris Boucher,C,27,TOR,62,819,20.7,0.587,0.395,0.388,14.1,21.4,17.9,4.8,1.3,7.3,7.4,19.7,,2.1,1.8,3.8,0.224,,1.0,1.0,2.0,0.8,bouchch01,56,Chris Boucher,C,27,TOR,62,819,,,,19%,81%,7.4,1.0,12,8,72,3,58,7,68,16,19,bouchch01,56,Chris Boucher,C,27,TOR,62,819,0.472,11.8,,0.605,0.468,0.1,0.017,0.02,0.395,,0.569,0.621,0.433,0.2,0.333,0.322,,0.66,1.0,,0.157,44,,0.144,0.176,,0,0,bouchch01,2020
