,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk.1,Player.1,Pos.1,Age.1,Tm.1,G.1,GS.1,MP.1,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,PTS.1,Unnamed: 60,ORtg,DRtg,Player-additional.1,Rk.2,Player.2,Pos.2,Age.2,Tm.2,G.2,MP.2,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 83,OWS,DWS,WS,WS/48,Unnamed: 88,OBPM,DBPM,BPM,VORP,Player-additional.2,Rk.3,Player.3,Pos.3,Age.3,Tm.3,G.3,MP.3,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot.1,Off..1,PGA,And1,Blkd,-9999,Rk.4,Player.4,Pos.4,Age.4,Tm.4,G.4,MP.4,FG%.2,Dist.,Unnamed: 127,2P.2,0-3,10-Mar,16-Oct,16-3P,3P.2,Unnamed: 134,2P.3,0-3.1,10-Mar.1,16-Oct.1,16-3P.1,3P.3,Unnamed: 141,2P.4,3P.4,Unnamed: 144,%FGA,#,Unnamed: 147,%3PA,3P%.2,Unnamed: 150,Att.,#.1,-9999.1,Season
539,441,Admiral Schofield,PF,22,WAS,33,2,11.2,1.1,2.8,0.38,0.6,1.8,0.311,0.5,0.9,0.516,0.484,0.3,0.5,0.667,0.2,1.2,1.4,0.5,0.2,0.1,0.2,1.5,3.0,schofad01,441,Admiral Schofield,PF,22,WAS,33,2,368,4.4,11.7,0.38,2.4,7.7,0.311,2.0,3.9,0.516,1.3,1.9,0.667,0.9,5.1,6.0,1.9,1.0,0.5,0.9,6.4,12.6,,104.0,118,schofad01,441,Admiral Schofield,PF,22,WAS,33,368,6.1,0.502,0.663,0.163,2.0,12.4,7.0,5.3,1.0,0.9,6.6,11.9,,0.1,0.1,0.1,0.017,,-4.3,-1.2,-5.5,-0.3,schofad01,441,Admiral Schofield,PF,22,WAS,33,368,,,28%,65%,7%,-7.6,-3.4,2,3,25,1,5,4,33,0,4,schofad01,441,Admiral Schofield,PF,22,WAS,33,368,0.38,18.6,,0.337,0.152,0.109,0.054,0.022,0.663,,0.516,0.571,0.4,0.6,0.5,0.311,,0.688,1.0,,0.033,2,,0.295,0.5,,1,0,schofad01,2020
540,442,Dennis Schröder,PG,26,OKC,65,2,30.8,7.0,14.8,0.469,1.9,5.0,0.385,5.0,9.8,0.513,0.534,3.0,3.6,0.839,0.3,3.3,3.6,4.0,0.7,0.2,2.6,2.2,18.9,schrode01,442,Dennis Schröder,PG,26,OKC,65,2,1999,11.0,23.5,0.469,3.0,7.9,0.385,8.0,15.6,0.513,4.8,5.7,0.839,0.5,5.3,5.7,6.4,1.1,0.3,4.0,3.5,29.9,,108.0,112,schrode01,442,Dennis Schröder,PG,26,OKC,65,1999,16.7,0.575,0.337,0.245,1.1,11.6,6.5,21.9,1.1,0.6,13.4,27.2,,1.9,1.8,3.6,0.087,,1.1,-1.1,-0.1,1.0,schrode01,442,Dennis Schröder,PG,26,OKC,65,1999,50%,50%,,,,5.0,7.8,93,42,46,16,90,24,602,20,55,schrode01,442,Dennis Schröder,PG,26,OKC,65,1999,0.469,14.8,,0.663,0.227,0.121,0.174,0.141,0.337,,0.513,0.639,0.444,0.44,0.456,0.385,,0.357,0.84,,0.003,3,,0.105,0.529,,4,0,schrode01,2020
541,443,Mike Scott,PF,31,PHI,68,11,17.8,2.2,5.1,0.426,1.2,3.2,0.369,1.0,2.0,0.519,0.54,0.4,0.5,0.811,1.0,2.7,3.6,0.8,0.3,0.1,0.4,1.4,6.0,scottmi01,443,Mike Scott,PF,31,PHI,68,11,1207,6.0,14.1,0.426,3.2,8.7,0.369,2.8,5.3,0.519,1.2,1.5,0.811,2.6,7.3,10.0,2.2,0.8,0.2,1.0,3.9,16.4,,117.0,112,scottmi01,443,Mike Scott,PF,31,PHI,68,1207,11.2,0.557,0.62,0.106,5.9,16.8,11.3,6.4,0.8,0.4,6.6,14.0,,1.4,1.1,2.5,0.1,,-0.7,-1.1,-1.8,0.1,scottmi01,443,Mike Scott,PF,31,PHI,68,1207,,,29%,68%,3%,6.5,6.4,15,6,48,5,12,3,131,2,8,scottmi01,443,Mike Scott,PF,31,PHI,68,1207,0.426,18.2,,0.38,0.194,0.086,0.06,0.04,0.62,,0.519,0.603,0.5,0.381,0.357,0.369,,0.696,1.0,,0.017,4,,0.217,0.255,,2,0,scottmi01,2020
542,444,Thabo Sefolosha,PF,35,HOU,41,0,10.6,0.9,2.2,0.407,0.4,1.3,0.278,0.5,0.9,0.595,0.489,0.1,0.2,0.375,0.5,1.8,2.3,0.6,0.6,0.3,0.4,1.0,2.2,sefolth01,444,Thabo Sefolosha,PF,35,HOU,41,0,436,3.9,9.7,0.407,1.6,5.7,0.278,2.3,3.9,0.595,0.3,0.8,0.375,2.2,7.6,9.9,2.7,2.5,1.3,1.6,4.6,9.8,,103.0,107,sefolth01,444,Thabo Sefolosha,PF,35,HOU,41,436,9.4,0.487,0.593,0.088,5.0,17.5,11.2,7.5,2.5,2.4,13.7,10.4,,0.0,0.6,0.7,0.072,,-2.9,1.7,-1.2,0.1,sefolth01,444,Thabo Sefolosha,PF,35,HOU,41,436,,,6%,78%,16%,3.3,0.4,8,0,21,1,3,2,66,2,5,sefolth01,444,Thabo Sefolosha,PF,35,HOU,41,436,0.407,16.9,,0.407,0.253,0.066,0.033,0.055,0.593,,0.595,0.826,0.167,0.333,0.2,0.278,,0.591,1.0,,0.0,0,,0.444,0.417,,0,0,sefolth01,2020
543,445,Collin Sexton,PG,21,CLE,65,65,33.0,7.9,16.7,0.472,1.5,3.9,0.38,6.4,12.8,0.501,0.517,3.5,4.1,0.846,0.9,2.2,3.1,3.0,1.0,0.1,2.4,2.2,20.8,sextoco01,445,Collin Sexton,PG,21,CLE,65,65,2143,11.6,24.7,0.472,2.2,5.8,0.38,9.4,18.9,0.501,5.1,6.1,0.846,1.4,3.2,4.6,4.4,1.5,0.2,3.6,3.2,30.6,,108.0,118,sextoco01,445,Collin Sexton,PG,21,CLE,65,2143,16.3,0.56,0.235,0.246,3.1,7.5,5.3,15.1,1.5,0.3,11.6,27.2,,2.1,0.4,2.5,0.057,,0.3,-2.1,-1.8,0.1,sextoco01,445,Collin Sexton,PG,21,CLE,65,2143,100%,,,,,-9.1,-3.3,63,63,48,14,106,22,465,28,120,sextoco01,445,Collin Sexton,PG,21,CLE,65,2143,0.472,11.1,,0.765,0.33,0.215,0.153,0.068,0.235,,0.501,0.615,0.391,0.446,0.419,0.38,,0.293,0.742,,0.024,23,,0.11,0.536,,0,0,sextoco01,2020
544,446,Landry Shamet,SG,22,LAC,53,30,27.4,3.0,7.4,0.404,2.1,5.6,0.375,0.9,1.8,0.495,0.546,1.2,1.4,0.855,0.1,1.8,1.9,1.9,0.4,0.2,0.8,2.7,9.3,shamela01,446,Landry Shamet,SG,22,LAC,53,30,1452,5.1,12.7,0.404,3.6,9.6,0.375,1.5,3.1,0.495,2.1,2.5,0.855,0.2,3.1,3.3,3.2,0.7,0.3,1.4,4.6,16.0,,115.0,113,shamela01,446,Landry Shamet,SG,22,LAC,53,1452,8.5,0.58,0.757,0.194,0.4,6.6,3.6,9.1,0.7,0.6,9.0,13.4,,1.5,1.1,2.6,0.086,,-1.8,-0.3,-2.1,0.0,shamela01,446,Landry Shamet,SG,22,LAC,53,1452,17%,67%,16%,,,4.5,-3.3,22,10,63,3,28,11,239,4,14,shamela01,446,Landry Shamet,SG,22,LAC,53,1452,0.404,20.7,,0.243,0.13,0.043,0.038,0.031,0.757,,0.495,0.686,0.118,0.533,0.167,0.375,,0.596,0.973,,0.01,2,,0.267,0.418,,0,0,shamela01,2020
546,448,Iman Shumpert,SF,29,BRK,13,0,18.5,1.6,4.9,0.328,0.6,2.5,0.242,1.0,2.4,0.419,0.391,0.3,0.5,0.571,0.7,1.9,2.6,0.9,0.9,0.2,0.8,1.6,4.2,shumpim01,448,Iman Shumpert,SF,29,BRK,13,0,241,4.1,12.6,0.328,1.6,6.5,0.242,2.6,6.1,0.419,0.8,1.4,0.571,1.8,4.9,6.7,2.4,2.4,0.4,2.0,4.1,10.6,,85.0,109,shumpim01,448,Iman Shumpert,SF,29,BRK,13,241,5.3,0.403,0.516,0.109,3.9,10.5,7.3,6.7,2.4,0.7,13.0,13.4,,-0.3,0.3,0.0,-0.005,,-6.2,0.7,-5.5,-0.2,shumpim01,448,Iman Shumpert,SF,29,BRK,13,241,,33%,67%,,,-8.9,-8.9,7,1,8,1,2,5,31,1,1,shumpim01,448,Iman Shumpert,SF,29,BRK,13,241,0.328,18.5,,0.484,0.156,0.031,0.078,0.219,0.516,,0.419,0.6,0.5,0.4,0.286,0.242,,0.769,0.875,,0.0,0,,0.242,0.25,,0,0,shumpim01,2020
547,449,Pascal Siakam,PF,25,TOR,60,60,35.2,8.3,18.4,0.453,2.2,6.1,0.359,6.2,12.3,0.499,0.512,4.0,5.1,0.792,1.1,6.3,7.3,3.5,1.0,0.9,2.5,2.8,22.9,siakapa01,449,Pascal Siakam,PF,25,TOR,60,60,2110,11.3,24.9,0.453,3.0,8.2,0.359,8.3,16.7,0.499,5.4,6.8,0.792,1.4,8.5,9.9,4.7,1.4,1.2,3.3,3.8,30.9,,107.0,105,siakapa01,449,Pascal Siakam,PF,25,TOR,60,2110,17.9,0.554,0.331,0.274,3.3,18.3,11.0,16.4,1.4,2.5,10.7,28.1,,1.8,3.6,5.4,0.123,,1.3,0.5,1.8,2.0,siakapa01,449,Pascal Siakam,PF,25,TOR,60,2110,,,5%,87%,9%,9.1,6.2,58,37,59,30,141,2,533,38,60,siakapa01,449,Pascal Siakam,PF,25,TOR,60,2110,0.453,12.7,,0.669,0.277,0.235,0.074,0.083,0.331,,0.499,0.703,0.382,0.329,0.304,0.359,,0.423,0.664,,0.039,41,,0.222,0.383,,0,0,siakapa01,2020
548,450,Chris Silva,PF,23,MIA,44,0,7.9,1.1,1.8,0.615,0.0,0.1,0.0,1.1,1.7,0.64,0.615,0.8,1.3,0.673,1.4,1.5,2.9,0.5,0.2,0.5,0.7,1.9,3.0,silvach01,450,Chris Silva,PF,23,MIA,44,0,346,6.8,11.0,0.615,0.0,0.4,0.0,6.8,10.6,0.64,5.2,7.8,0.673,8.5,9.3,17.8,3.2,1.3,3.0,4.5,12.0,18.8,,120.0,106,silvach01,450,Chris Silva,PF,23,MIA,44,346,17.3,0.651,0.038,0.705,20.2,20.6,20.4,9.9,1.3,6.0,23.8,17.1,,0.7,0.5,1.3,0.178,,-3.1,0.8,-2.3,0.0,silvach01,450,Chris Silva,PF,23,MIA,44,346,,,4%,65%,31%,-5.4,-9.2,10,8,49,12,22,7,61,1,13,silvach01,450,Chris Silva,PF,23,MIA,44,346,0.615,4.0,,0.962,0.679,0.205,0.051,0.026,0.038,,0.64,0.755,0.313,0.5,0.5,0.0,,0.667,,,0.269,19,,0.667,0.0,,0,0,silvach01,2020
549,451,Ben Simmons,PG,23,PHI,57,57,35.4,6.6,11.4,0.58,0.0,0.1,0.286,6.5,11.2,0.583,0.581,3.2,5.2,0.621,2.0,5.8,7.8,8.0,2.1,0.6,3.5,3.3,16.4,simmobe01,451,Ben Simmons,PG,23,PHI,57,57,2017,9.0,15.5,0.58,0.0,0.2,0.286,9.0,15.4,0.583,4.4,7.2,0.621,2.7,8.0,10.7,10.9,2.9,0.8,4.8,4.5,22.5,,116.0,106,simmobe01,451,Ben Simmons,PG,23,PHI,57,2017,20.4,0.602,0.011,0.461,6.2,18.2,12.2,33.8,2.9,1.4,20.4,20.9,,3.8,3.1,6.9,0.165,,1.3,2.3,3.6,2.8,simmobe01,451,Ben Simmons,PG,23,PHI,57,2017,92%,8%,,,,1.2,-2.6,115,25,55,38,124,25,1136,24,32,simmobe01,451,Ben Simmons,PG,23,PHI,57,2017,0.58,3.6,,0.989,0.638,0.304,0.04,0.006,0.011,,0.583,0.719,0.365,0.154,0.0,0.286,,0.507,1.0,,0.167,102,,0.429,0.667,,2,0,simmobe01,2020
550,452,Anfernee Simons,SG,20,POR,70,4,20.7,3.1,7.7,0.399,1.1,3.2,0.332,2.0,4.4,0.448,0.469,1.1,1.3,0.826,0.4,1.8,2.2,1.4,0.4,0.1,0.9,1.9,8.3,simonan01,452,Anfernee Simons,SG,20,POR,70,4,1449,7.0,17.6,0.399,2.5,7.4,0.332,4.6,10.2,0.448,2.5,3.0,0.826,0.8,4.2,5.0,3.2,0.9,0.3,2.0,4.4,19.0,,102.0,119,simonan01,452,Anfernee Simons,SG,20,POR,70,1449,9.0,0.502,0.422,0.172,1.8,9.1,5.5,9.2,0.9,0.6,9.6,18.7,,0.0,0.1,0.2,0.005,,-2.6,-1.9,-4.5,-0.9,simonan01,452,Anfernee Simons,SG,20,POR,70,1449,52%,48%,,,,-8.0,-11.9,30,16,61,7,41,6,242,10,38,simonan01,452,Anfernee Simons,SG,20,POR,70,1449,0.399,15.9,,0.578,0.211,0.131,0.127,0.11,0.422,,0.448,0.575,0.343,0.353,0.441,0.332,,0.374,0.68,,0.028,13,,0.168,0.368,,2,0,simonan01,2020
551,453,Alen Smailagić,C,19,GSW,14,0,9.9,1.4,2.9,0.5,0.2,0.9,0.231,1.2,1.9,0.63,0.538,1.1,1.4,0.842,0.7,1.2,1.9,0.9,0.2,0.3,0.8,1.0,4.2,smailal01,453,Alen Smailagić,C,19,GSW,14,0,139,6.9,13.8,0.5,1.0,4.5,0.231,5.9,9.3,0.63,5.5,6.5,0.842,3.4,5.9,9.3,4.5,1.0,1.4,3.8,4.8,20.3,,112.0,115,smailal01,453,Alen Smailagić,C,19,GSW,14,139,14.5,0.61,0.325,0.475,7.5,13.7,10.5,14.3,1.0,2.6,18.5,18.2,,0.2,0.1,0.2,0.081,,-1.5,-0.7,-2.2,0.0,smailal01,453,Alen Smailagić,C,19,GSW,14,139,,,,1%,99%,-5.6,3.4,5,3,5,1,10,2,33,3,2,smailal01,453,Alen Smailagić,C,19,GSW,14,139,0.5,11.4,,0.675,0.325,0.25,0.075,0.025,0.325,,0.63,0.846,0.5,0.0,1.0,0.231,,0.529,1.0,,0.025,1,,0.308,0.25,,0,0,smailal01,2020
552,454,Marcus Smart,SG,25,BOS,60,40,32.0,4.3,11.4,0.375,2.3,6.6,0.347,2.0,4.8,0.415,0.476,2.1,2.5,0.836,0.7,3.1,3.8,4.9,1.7,0.5,1.7,2.7,12.9,smartma01,454,Marcus Smart,SG,25,BOS,60,40,1919,6.4,17.2,0.375,3.4,9.9,0.347,3.0,7.2,0.415,3.2,3.8,0.836,1.1,4.6,5.7,7.3,2.5,0.7,2.6,4.1,19.5,,110.0,107,smartma01,454,Marcus Smart,SG,25,BOS,60,1919,13.8,0.518,0.579,0.223,2.4,10.1,6.3,21.1,2.5,1.4,12.1,18.9,,1.7,2.8,4.5,0.112,,0.0,1.4,1.4,1.6,smartma01,454,Marcus Smart,SG,25,BOS,60,1919,23%,73%,4%,,,7.1,1.3,68,14,74,6,53,30,678,11,19,smartma01,454,Marcus Smart,SG,25,BOS,60,1919,0.375,18.4,,0.421,0.111,0.163,0.103,0.044,0.579,,0.415,0.539,0.351,0.443,0.267,0.347,,0.303,0.723,,0.009,5,,0.147,0.345,,5,0,smartma01,2020
553,455,Dennis Smith Jr.,PG,22,NYK,34,3,15.8,2.1,6.2,0.341,0.5,1.6,0.296,1.6,4.6,0.357,0.379,0.8,1.6,0.509,0.6,1.7,2.3,2.9,0.8,0.2,1.7,1.9,5.5,smithde03,455,Dennis Smith Jr.,PG,22,NYK,34,3,537,6.5,19.1,0.341,1.5,4.9,0.296,5.1,14.2,0.357,2.4,4.8,0.509,1.9,5.2,7.1,8.9,2.5,0.7,5.3,5.9,17.0,,84.0,112,smithde03,455,Dennis Smith Jr.,PG,22,NYK,34,537,7.4,0.399,0.256,0.251,4.1,11.7,7.7,26.4,2.5,1.4,19.8,23.1,,-1.4,0.5,-0.9,-0.079,,-5.2,-0.9,-6.1,-0.6,smithde03,455,Dennis Smith Jr.,PG,22,NYK,34,537,100%,,,,,-16.8,-12.5,34,13,32,4,23,6,239,5,11,smithde03,455,Dennis Smith Jr.,PG,22,NYK,34,537,0.341,12.7,,0.744,0.332,0.128,0.081,0.204,0.256,,0.357,0.543,0.222,0.235,0.186,0.296,,0.179,0.563,,0.043,7,,0.148,0.375,,0,0,smithde03,2020
554,456,Ish Smith,PG,31,WAS,68,23,26.3,4.5,10.1,0.447,0.9,2.5,0.367,3.6,7.6,0.473,0.492,0.9,1.3,0.721,0.4,2.8,3.2,4.9,0.9,0.4,1.4,1.6,10.9,smithis01,456,Ish Smith,PG,31,WAS,68,23,1787,8.1,18.0,0.447,1.6,4.4,0.367,6.4,13.6,0.473,1.6,2.2,0.721,0.8,4.9,5.7,8.7,1.5,0.8,2.5,2.8,19.4,,108.0,117,smithis01,456,Ish Smith,PG,31,WAS,68,1787,13.9,0.509,0.245,0.125,1.8,12.0,6.7,27.1,1.5,1.5,11.6,19.1,,1.3,0.6,1.9,0.051,,-0.3,-1.0,-1.3,0.3,smithis01,456,Ish Smith,PG,31,WAS,68,1787,96%,5%,,,,-3.5,2.2,62,20,71,3,33,12,828,10,27,smithis01,456,Ish Smith,PG,31,WAS,68,1787,0.447,13.2,,0.755,0.235,0.168,0.161,0.19,0.245,,0.473,0.617,0.362,0.514,0.359,0.367,,0.171,0.742,,0.0,0,,0.272,0.348,,0,0,smithis01,2020
557,459,Tony Snell,SF,28,DET,59,57,27.8,2.9,6.5,0.445,1.7,4.3,0.402,1.2,2.2,0.531,0.579,0.5,0.5,1.0,0.2,1.7,1.9,2.2,0.5,0.3,0.5,1.7,8.0,snellto01,459,Tony Snell,SF,28,DET,59,57,1641,5.1,11.5,0.445,3.1,7.6,0.402,2.0,3.8,0.531,1.0,1.0,1.0,0.3,3.1,3.3,3.8,1.0,0.4,0.9,3.0,14.2,,121.0,117,snellto01,459,Tony Snell,SF,28,DET,59,1641,9.7,0.598,0.665,0.084,0.6,7.1,3.8,10.9,1.0,0.8,7.3,11.4,,2.1,0.5,2.6,0.076,,-1.2,-0.6,-1.8,0.1,snellto01,459,Tony Snell,SF,28,DET,59,1641,,25%,69%,6%,,-6.4,-4.5,19,8,50,4,8,6,301,2,9,snellto01,459,Tony Snell,SF,28,DET,59,1641,0.445,19.4,,0.335,0.102,0.118,0.068,0.047,0.665,,0.531,0.692,0.489,0.346,0.556,0.402,,0.647,0.892,,0.024,9,,0.374,0.432,,1,0,snellto01,2020
558,460,Omari Spellman,C,22,GSW,49,3,18.1,2.6,6.0,0.431,0.9,2.2,0.391,1.7,3.8,0.454,0.503,1.5,1.9,0.793,1.6,2.9,4.5,1.0,0.7,0.5,1.1,1.3,7.6,spellom01,460,Omari Spellman,C,22,GSW,49,3,886,6.9,15.9,0.431,2.3,5.9,0.391,4.5,10.0,0.454,3.9,5.0,0.793,4.2,7.7,11.8,2.5,1.8,1.3,2.9,3.4,20.0,,107.0,112,spellom01,460,Omari Spellman,C,22,GSW,49,886,14.4,0.551,0.373,0.312,9.1,18.0,13.4,8.1,1.8,2.4,13.9,18.8,,0.5,0.7,1.2,0.066,,-0.8,-1.0,-1.8,0.1,spellom01,460,Omari Spellman,C,22,GSW,49,886,,,,15%,85%,-9.4,-0.9,31,9,33,6,43,2,107,12,17,spellom01,460,Omari Spellman,C,22,GSW,49,886,0.431,14.3,,0.627,0.305,0.112,0.078,0.132,0.373,,0.454,0.556,0.303,0.478,0.333,0.391,,0.607,1.0,,0.102,19,,0.182,0.55,,0,0,spellom01,2020
560,462,Edmond Sumner,SG,24,IND,31,3,14.4,2.0,4.6,0.43,0.5,1.7,0.264,1.5,2.9,0.528,0.479,0.5,0.9,0.552,0.4,1.1,1.5,1.8,0.5,0.3,0.7,1.4,4.9,sumneed01,462,Edmond Sumner,SG,24,IND,31,3,447,6.6,15.4,0.43,1.5,5.8,0.264,5.1,9.7,0.528,1.7,3.1,0.552,1.2,3.8,5.0,6.0,1.6,1.0,2.4,4.8,16.5,,100.0,110,sumneed01,462,Edmond Sumner,SG,24,IND,31,447,10.1,0.491,0.373,0.204,2.7,8.5,5.6,16.7,1.6,1.8,12.4,17.3,,-0.1,0.5,0.4,0.047,,-3.1,0.2,-2.9,-0.1,sumneed01,462,Edmond Sumner,SG,24,IND,31,447,1%,98%,1%,,,-1.9,-4.9,9,7,17,1,15,5,131,2,12,sumneed01,462,Edmond Sumner,SG,24,IND,31,447,0.43,12.1,,0.627,0.359,0.204,0.063,0.0,0.373,,0.528,0.725,0.276,0.222,,0.264,,0.574,0.929,,0.049,7,,0.302,0.625,,1,0,sumneed01,2020
561,463,Caleb Swanigan,PF-C,22,TOT,27,1,10.7,1.0,1.7,0.596,0.0,0.1,0.0,1.0,1.7,0.622,0.596,0.3,0.6,0.529,1.0,2.7,3.7,1.1,0.1,0.3,1.4,2.3,2.4,swanica01,463,Caleb Swanigan,PF-C,22,TOT,27,1,288,4.6,7.8,0.596,0.0,0.3,0.0,4.6,7.5,0.622,1.5,2.8,0.529,4.5,12.1,16.6,5.1,0.5,1.2,6.1,10.3,10.8,,95.0,113,swanica01,463,Caleb Swanigan,PF-C,22,TOT,27,288,7.6,0.597,0.043,0.362,9.9,26.4,18.3,13.9,0.5,2.2,40.4,13.5,,-0.2,0.2,0.0,0.004,,-6.3,0.2,-6.0,-0.3,swanica01,463,Caleb Swanigan,PF-C,22,TOT,27,288,,,,9%,91%,-6.1,-5.3,20,5,26,8,3,4,76,1,2,swanica01,463,Caleb Swanigan,PF-C,22,TOT,27,288,0.596,5.3,,0.957,0.617,0.191,0.106,0.043,0.043,,0.622,0.724,0.444,0.4,0.5,0.0,,0.75,,,0.021,1,,0.5,0.0,,0,0,swanica01,2020
564,464,Jayson Tatum,PF,21,BOS,66,66,34.3,8.4,18.6,0.45,2.9,7.1,0.403,5.5,11.5,0.48,0.527,3.8,4.7,0.812,1.0,6.0,7.0,3.0,1.4,0.9,2.3,2.1,23.4,tatumja01,464,Jayson Tatum,PF,21,BOS,66,66,2265,11.8,26.1,0.45,4.0,10.0,0.403,7.7,16.1,0.48,5.4,6.7,0.812,1.4,8.4,9.8,4.3,2.0,1.2,3.3,2.9,33.0,,111.0,106,tatumja01,464,Jayson Tatum,PF,21,BOS,66,2265,20.4,0.567,0.383,0.255,3.1,18.5,10.9,14.5,2.0,2.3,10.2,28.6,,3.2,3.7,6.9,0.146,,3.5,0.6,4.0,3.4,tatumja01,464,Jayson Tatum,PF,21,BOS,66,2265,,,,90%,10%,10.4,11.1,55,52,47,27,136,6,487,24,62,tatumja01,464,Jayson Tatum,PF,21,BOS,66,2265,0.45,14.4,,0.617,0.248,0.155,0.126,0.089,0.383,,0.48,0.618,0.374,0.396,0.394,0.403,,0.433,0.545,,0.05,56,,0.171,0.413,,3,0,tatumja01,2020
565,465,Jeff Teague,PG,31,TOT,59,17,24.8,3.6,8.3,0.436,0.7,2.0,0.368,2.9,6.3,0.457,0.48,2.9,3.3,0.873,0.5,1.9,2.4,5.2,0.7,0.3,2.0,1.8,10.9,teaguje01,465,Jeff Teague,PG,31,TOT,59,17,1464,6.8,15.5,0.436,1.4,3.7,0.368,5.4,11.8,0.457,5.5,6.3,0.873,0.9,3.7,4.5,9.8,1.4,0.6,3.7,3.4,20.4,,112.0,116,teaguje01,465,Jeff Teague,PG,31,TOT,59,1464,14.6,0.557,0.239,0.403,1.9,8.6,5.2,30.7,1.4,1.1,16.8,19.5,,1.9,0.6,2.5,0.082,,-0.2,-1.3,-1.5,0.2,teaguje01,465,Jeff Teague,PG,31,TOT,59,1464,72%,28%,,,,-6.9,-1.2,65,31,54,10,83,11,755,18,38,teaguje01,465,Jeff Teague,PG,31,TOT,59,1464,0.436,10.9,,0.761,0.303,0.297,0.123,0.039,0.239,,0.457,0.574,0.407,0.317,0.368,0.368,,0.159,0.465,,0.01,4,,0.085,0.5,,0,0,teaguje01,2020
568,466,Garrett Temple,SG,33,BRK,62,35,27.9,3.6,9.5,0.378,2.0,6.2,0.329,1.5,3.2,0.473,0.486,1.1,1.4,0.805,0.5,3.0,3.5,2.5,0.8,0.5,1.0,1.7,10.3,templga01,466,Garrett Temple,SG,33,BRK,62,35,1730,6.1,16.1,0.378,3.5,10.6,0.329,2.6,5.5,0.473,1.9,2.4,0.805,0.8,5.2,6.0,4.3,1.3,0.8,1.7,3.0,17.5,,106.0,111,templga01,466,Garrett Temple,SG,33,BRK,62,1730,10.5,0.513,0.658,0.148,1.8,11.1,6.5,12.8,1.3,1.4,9.0,16.6,,0.7,1.7,2.4,0.066,,-1.4,0.3,-1.1,0.4,templga01,466,Garrett Temple,SG,33,BRK,62,1730,30%,65%,5%,,,-1.6,-1.9,35,15,53,7,30,11,371,10,26,templga01,466,Garrett Temple,SG,33,BRK,62,1730,0.378,18.9,,0.342,0.172,0.055,0.06,0.056,0.658,,0.473,0.584,0.375,0.286,0.424,0.329,,0.611,0.858,,0.007,3,,0.288,0.351,,0,0,templga01,2020
569,467,Daniel Theis,C,27,BOS,65,64,24.1,3.7,6.6,0.566,0.5,1.5,0.333,3.2,5.1,0.633,0.603,1.3,1.8,0.763,2.2,4.4,6.6,1.7,0.6,1.3,0.8,3.4,9.2,theisda01,467,Daniel Theis,C,27,BOS,65,64,1566,7.4,13.1,0.566,1.0,3.0,0.333,6.4,10.2,0.633,2.7,3.5,0.763,4.3,8.8,13.1,3.4,1.1,2.6,1.7,6.7,18.5,,130.0,105,theisda01,467,Daniel Theis,C,27,BOS,65,1566,17.9,0.631,0.225,0.268,9.7,19.3,14.6,10.1,1.1,5.0,10.2,14.4,,4.0,2.6,6.5,0.201,,0.6,1.8,2.4,1.7,theisda01,467,Daniel Theis,C,27,BOS,65,1566,,,,,100%,6.8,0.5,20,9,114,17,49,19,275,15,29,theisda01,467,Daniel Theis,C,27,BOS,65,1566,0.566,9.2,,0.775,0.493,0.169,0.073,0.04,0.225,,0.633,0.729,0.458,0.516,0.412,0.333,,0.804,1.0,,0.211,81,,0.135,0.385,,2,0,theisda01,2020
570,468,Isaiah Thomas,PG,30,WAS,40,37,23.1,4.4,10.7,0.408,2.0,4.7,0.413,2.4,5.9,0.405,0.5,1.6,1.9,0.816,0.3,1.4,1.7,3.7,0.3,0.2,1.9,1.9,12.2,thomais02,468,Isaiah Thomas,PG,30,WAS,40,37,925,8.8,21.5,0.408,3.9,9.6,0.413,4.9,12.0,0.405,3.1,3.8,0.816,0.6,2.9,3.4,7.4,0.7,0.3,3.9,3.9,24.7,,103.0,120,thomais02,468,Isaiah Thomas,PG,30,WAS,40,925,11.6,0.531,0.444,0.178,1.2,7.0,4.0,23.4,0.7,0.6,14.4,24.1,,0.1,-0.1,0.0,0.002,,-0.5,-3.9,-4.4,-0.5,thomais02,468,Isaiah Thomas,PG,30,WAS,40,925,100%,,,,,-10.6,-8.3,46,18,35,6,20,8,339,2,32,thomais02,468,Isaiah Thomas,PG,30,WAS,40,925,0.408,17.7,,0.556,0.066,0.157,0.185,0.148,0.444,,0.405,0.536,0.299,0.392,0.476,0.413,,0.385,0.769,,0.0,0,,0.111,0.238,,0,0,thomais02,2020
