,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk.1,Player.1,Pos.1,Age.1,Tm.1,G.1,GS.1,MP.1,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,PTS.1,Player-additional.1,ORtg,DRtg,Player-additional.2,Rk.2,Player.2,Pos.2,Age.2,Tm.2,G.2,MP.2,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 83,OWS,DWS,WS,WS/48,Unnamed: 88,OBPM,DBPM,BPM,VORP,Player-additional.3,Rk.3,Player.3,Pos.3,Age.3,Tm.3,G.3,MP.3,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot.1,Off..1,PGA,And1,Blkd,-9999,Rk.4,Player.4,Pos.4,Age.4,Tm.4,G.4,MP.4,FG%.2,Dist.,Unnamed: 127,2P.2,0-3,10-Mar,16-Oct,16-3P,3P.2,Unnamed: 134,2P.3,0-3.1,10-Mar.1,16-Oct.1,16-3P.1,3P.3,Unnamed: 141,2P.4,3P.4,Unnamed: 144,%FGA,#,Unnamed: 147,%3PA,3P%.2,Unnamed: 150,Att.,#.1,-9999.1
281,230,Dwight Howard,C,32,CHO,81,81,30.4,6.2,11.2,0.555,0.0,0.1,0.143,6.2,11.2,0.559,0.556,4.1,7.2,0.574,3.1,9.3,12.5,1.3,0.6,1.6,2.6,3.1,16.6,howardw01,230,Dwight Howard,C,32,CHO,81,81,2463,7.4,13.3,0.555,0.0,0.1,0.143,7.4,13.2,0.559,4.9,8.5,0.574,3.7,11.1,14.8,1.5,0.7,1.9,3.0,3.6,19.7,howardw01,108.0,104,howardw01,230,Dwight Howard,C,32,CHO,81,2463,20.5,0.577,0.008,0.639,11.0,33.8,22.2,7.1,1.0,4.4,15.1,24.2,,2.9,3.9,6.8,0.132,,-0.3,0.1,-0.1,1.2,howardw01,230,Dwight Howard,C,32,CHO,81,2463,,,,1%,99%,1.4,3.3,34,48,103,57,253,2,250,63,79,howardw01,230,Dwight Howard,C,32,CHO,81,2463,0.555,4.7,,0.992,0.568,0.28,0.053,0.092,0.008,,0.559,0.7,0.392,0.313,0.333,0.143,,0.57,1.0,,0.21,174,,0.0,,,2,0,howardw01
282,231,Josh Huestis,PF,26,OKC,69,10,14.2,0.9,2.6,0.33,0.5,1.7,0.287,0.4,1.0,0.403,0.42,0.1,0.3,0.3,0.6,1.7,2.3,0.3,0.2,0.6,0.4,1.2,2.3,huestjo01,231,Josh Huestis,PF,26,OKC,69,10,982,2.2,6.7,0.33,1.2,4.2,0.287,1.0,2.5,0.403,0.2,0.7,0.3,1.5,4.4,5.9,0.7,0.5,1.6,1.0,3.0,5.8,huestjo01,91.0,109,huestjo01,231,Josh Huestis,PF,26,OKC,69,982,5.4,0.417,0.632,0.11,4.6,13.9,9.1,2.7,0.8,4.0,12.0,9.5,,-0.5,1.0,0.5,0.024,,-3.9,0.0,-3.9,-0.5,huestjo01,231,Josh Huestis,PF,26,OKC,69,982,,3%,90%,6%,,6.7,4.5,13,7,49,1,7,5,52,2,11,huestjo01,231,Josh Huestis,PF,26,OKC,69,982,0.33,16.4,,0.368,0.275,0.038,0.022,0.033,0.632,,0.403,0.48,0.143,0.0,0.333,0.287,,0.556,1.0,,0.115,17,,0.357,0.268,,0,0,huestjo01
285,234,Serge Ibaka,PF,28,TOR,76,76,27.5,5.0,10.3,0.483,1.4,3.9,0.36,3.6,6.4,0.559,0.552,1.2,1.6,0.797,1.0,5.3,6.3,0.8,0.4,1.3,1.2,2.8,12.6,ibakase01,234,Serge Ibaka,PF,28,TOR,76,76,2093,6.5,13.5,0.483,1.8,5.1,0.36,4.7,8.4,0.559,1.6,2.0,0.797,1.3,6.9,8.2,1.1,0.5,1.7,1.5,3.6,16.5,ibakase01,109.0,105,ibakase01,234,Serge Ibaka,PF,28,TOR,76,2093,14.7,0.574,0.379,0.151,4.3,21.0,12.8,4.4,0.7,3.8,9.7,19.4,,2.1,3.0,5.1,0.117,,-0.1,0.0,-0.1,1.0,ibakase01,234,Serge Ibaka,PF,28,TOR,76,2093,,,,87%,13%,7.1,-1.9,22,25,96,22,58,1,152,15,29,ibakase01,234,Serge Ibaka,PF,28,TOR,76,2093,0.483,15.1,,0.621,0.162,0.154,0.154,0.151,0.379,,0.559,0.724,0.479,0.521,0.5,0.36,,0.699,0.953,,0.06,45,,0.152,0.444,,0,0,ibakase01
286,235,Andre Iguodala,SF,34,GSW,64,7,25.3,2.3,5.0,0.463,0.5,1.8,0.282,1.8,3.2,0.567,0.514,0.9,1.4,0.632,0.8,3.1,3.8,3.3,0.8,0.6,1.0,1.5,6.0,iguodan01,235,Andre Iguodala,SF,34,GSW,64,7,1622,3.3,7.1,0.463,0.7,2.6,0.282,2.6,4.5,0.567,1.2,1.9,0.632,1.1,4.4,5.5,4.7,1.2,0.8,1.5,2.2,8.5,iguodan01,113.0,109,iguodan01,235,Andre Iguodala,SF,34,GSW,64,1622,11.2,0.536,0.366,0.272,3.7,12.6,8.5,16.2,1.6,1.9,15.8,11.5,,1.6,1.6,3.2,0.094,,-1.1,0.8,-0.3,0.7,iguodan01,235,Andre Iguodala,SF,34,GSW,64,1622,,14%,82%,4%,,8.1,3.0,41,18,48,1,39,5,484,12,12,iguodan01,235,Andre Iguodala,SF,34,GSW,64,1622,0.463,13.7,,0.634,0.313,0.113,0.081,0.128,0.366,,0.567,0.76,0.389,0.385,0.366,0.282,,0.591,0.848,,0.166,52,,0.179,0.143,,3,0,iguodan01
287,236,Ersan İlyasova,PF,30,TOT,69,43,25.1,4.0,8.9,0.452,1.3,3.7,0.36,2.7,5.2,0.517,0.526,1.5,2.0,0.778,1.7,4.2,5.9,1.3,0.9,0.4,1.0,2.3,10.9,ilyaser01,236,Ersan İlyasova,PF,30,TOT,69,43,1729,5.8,12.8,0.452,1.9,5.3,0.36,3.9,7.5,0.517,2.2,2.8,0.778,2.5,6.0,8.4,1.9,1.3,0.5,1.5,3.3,15.6,ilyaser01,111.0,108,ilyaser01,236,Ersan İlyasova,PF,30,TOT,69,1729,14.9,0.558,0.413,0.22,7.6,18.0,12.9,7.9,1.7,1.3,9.7,18.7,,2.2,1.9,4.0,0.112,,-0.2,-0.4,-0.6,0.6,ilyaser01,236,Ersan İlyasova,PF,30,TOT,69,1729,,,,93%,7%,0.7,4.2,28,16,78,16,58,22,210,13,24,ilyaser01,236,Ersan İlyasova,PF,30,TOT,69,1729,0.452,13.9,,0.587,0.299,0.104,0.085,0.1,0.413,,0.517,0.623,0.375,0.385,0.459,0.36,,0.753,0.967,,0.013,7,,0.269,0.485,,0,0,ilyaser01
290,237,Joe Ingles,SF,30,UTA,82,81,31.4,4.1,8.8,0.467,2.5,5.7,0.44,1.6,3.1,0.516,0.609,0.8,1.0,0.795,0.3,3.9,4.2,4.8,1.1,0.2,1.9,2.2,11.5,inglejo01,237,Joe Ingles,SF,30,UTA,82,81,2578,4.7,10.0,0.467,2.8,6.5,0.44,1.8,3.5,0.516,0.9,1.2,0.795,0.3,4.5,4.8,5.5,1.3,0.3,2.2,2.5,13.1,inglejo01,115.0,106,inglejo01,237,Joe Ingles,SF,30,UTA,82,2578,14.4,0.623,0.646,0.116,1.1,13.9,7.6,22.9,1.8,0.7,17.4,15.9,,4.0,3.6,7.6,0.141,,1.0,1.3,2.3,2.8,inglejo01,237,Joe Ingles,SF,30,UTA,82,2578,,,54%,46%,,5.1,0.9,111,22,75,9,31,7,886,9,23,inglejo01,237,Joe Ingles,SF,30,UTA,82,2578,0.467,18.0,,0.354,0.164,0.103,0.04,0.046,0.646,,0.516,0.678,0.392,0.379,0.333,0.44,,0.359,0.848,,0.008,6,,0.295,0.526,,1,0,inglejo01
292,239,Brandon Ingram,SF,20,LAL,59,59,33.5,6.1,12.9,0.47,0.7,1.8,0.39,5.4,11.1,0.483,0.497,3.3,4.8,0.681,1.0,4.4,5.3,3.9,0.8,0.7,2.5,2.8,16.1,ingrabr01,239,Brandon Ingram,SF,20,LAL,59,59,1975,6.5,13.9,0.47,0.7,1.9,0.39,5.8,12.0,0.483,3.5,5.1,0.681,1.0,4.7,5.7,4.2,0.8,0.8,2.7,3.0,17.3,ingrabr01,104.0,109,ingrabr01,239,Brandon Ingram,SF,20,LAL,59,1975,13.8,0.536,0.138,0.371,3.1,13.8,8.5,17.7,1.1,1.8,14.4,22.2,,1.0,1.8,2.8,0.068,,-0.9,-0.3,-1.2,0.4,ingrabr01,239,Brandon Ingram,SF,20,LAL,59,1975,,9%,86%,5%,,-3.0,-2.9,75,43,85,16,130,4,558,31,59,ingrabr01,239,Brandon Ingram,SF,20,LAL,59,1975,0.47,10.1,,0.862,0.375,0.152,0.135,0.2,0.138,,0.483,0.67,0.207,0.35,0.434,0.39,,0.363,0.951,,0.074,53,,0.276,0.448,,1,0,ingrabr01
293,240,Kyrie Irving,PG,25,BOS,60,60,32.2,8.9,18.1,0.491,2.8,6.8,0.408,6.1,11.3,0.541,0.568,3.9,4.4,0.889,0.6,3.2,3.8,5.1,1.1,0.3,2.3,2.0,24.4,irvinky01,240,Kyrie Irving,PG,25,BOS,60,60,1931,10.0,20.3,0.491,3.1,7.6,0.408,6.9,12.7,0.541,4.3,4.9,0.889,0.6,3.6,4.2,5.7,1.2,0.3,2.6,2.3,27.3,irvinky01,118.0,106,irvinky01,240,Kyrie Irving,PG,25,BOS,60,1931,25.0,0.61,0.374,0.24,1.9,10.8,6.4,30.7,1.7,0.7,10.4,31.0,,6.3,2.7,8.9,0.222,,6.4,0.9,7.3,4.5,irvinky01,240,Kyrie Irving,PG,25,BOS,60,1931,69%,29%,2%,,,5.3,3.2,76,40,52,11,103,4,739,25,47,irvinky01,240,Kyrie Irving,PG,25,BOS,60,1931,0.491,14.5,,0.626,0.223,0.158,0.132,0.112,0.374,,0.541,0.649,0.436,0.479,0.549,0.408,,0.264,0.53,,0.002,2,,0.123,0.42,,1,0,irvinky01
294,241,Jonathan Isaac,PF,20,ORL,27,10,19.9,2.0,5.4,0.379,0.6,1.7,0.348,1.4,3.7,0.394,0.434,0.7,0.9,0.76,0.6,3.1,3.7,0.7,1.2,1.1,1.0,1.8,5.4,isaacjo01,241,Jonathan Isaac,PF,20,ORL,27,10,536,3.7,9.7,0.379,1.1,3.1,0.348,2.6,6.6,0.394,1.3,1.7,0.76,1.1,5.6,6.6,1.2,2.2,2.0,1.8,3.2,9.7,isaacjo01,87.0,104,isaacjo01,241,Jonathan Isaac,PF,20,ORL,27,536,9.8,0.465,0.317,0.172,3.3,17.2,10.2,4.8,3.0,4.5,14.8,15.0,,-0.6,0.8,0.2,0.021,,-3.8,2.4,-1.4,0.1,isaacjo01,241,Jonathan Isaac,PF,20,ORL,27,536,,,2%,98%,,-7.5,-2.9,7,12,31,1,8,1,44,3,5,isaacjo01,241,Jonathan Isaac,PF,20,ORL,27,536,0.379,13.8,,0.683,0.186,0.124,0.193,0.179,0.317,,0.394,0.815,0.5,0.143,0.154,0.348,,0.667,1.0,,0.11,14,,0.413,0.263,,0,0,isaacjo01
295,242,Wes Iwundu,SF,23,ORL,62,12,16.5,1.5,3.5,0.427,0.1,0.7,0.196,1.4,2.8,0.488,0.447,0.5,0.8,0.723,0.6,1.6,2.2,0.9,0.5,0.2,0.5,1.3,3.7,iwundwe01,242,Wes Iwundu,SF,23,ORL,62,12,1020,3.3,7.7,0.427,0.3,1.6,0.196,3.0,6.1,0.488,1.2,1.7,0.723,1.3,3.6,4.8,2.0,1.2,0.4,1.1,2.9,8.1,iwundwe01,100.0,112,iwundwe01,242,Wes Iwundu,SF,23,ORL,62,1020,7.8,0.48,0.211,0.216,3.9,11.0,7.4,7.8,1.6,0.9,11.2,11.6,,0.0,0.7,0.7,0.032,,-4.2,-0.1,-4.3,-0.6,iwundwe01,242,Wes Iwundu,SF,23,ORL,62,1020,,30%,64%,6%,,-5.0,-0.1,16,5,37,2,24,6,138,5,17,iwundwe01,242,Wes Iwundu,SF,23,ORL,62,1020,0.427,10.0,,0.789,0.39,0.165,0.11,0.124,0.211,,0.488,0.635,0.361,0.375,0.296,0.196,,0.56,1.0,,0.055,11,,0.522,0.25,,0,0,iwundwe01
296,243,Jarrett Jack,PG,34,NYK,62,56,25.0,3.0,7.1,0.427,0.4,1.4,0.291,2.6,5.8,0.459,0.455,1.0,1.2,0.84,0.4,2.7,3.1,5.6,0.6,0.1,1.9,1.6,7.5,jackja01,243,Jarrett Jack,PG,34,NYK,62,56,1548,4.4,10.3,0.427,0.6,2.0,0.291,3.8,8.3,0.459,1.5,1.7,0.84,0.5,3.9,4.4,8.1,0.8,0.1,2.7,2.3,10.8,jackja01,103.0,114,jackja01,243,Jarrett Jack,PG,34,NYK,62,1548,11.5,0.489,0.194,0.169,1.6,12.1,6.8,31.3,1.1,0.2,19.5,16.7,,0.5,0.7,1.2,0.036,,-1.6,-1.3,-2.8,-0.3,jackja01,243,Jarrett Jack,PG,34,NYK,62,1548,97%,3%,,,,-0.9,4.9,72,34,41,5,31,9,794,7,20,jackja01,243,Jarrett Jack,PG,34,NYK,62,1548,0.427,14.2,,0.806,0.124,0.212,0.174,0.296,0.194,,0.459,0.655,0.457,0.416,0.405,0.291,,0.195,0.6,,0.0,0,,0.128,0.273,,2,0,jackja01
298,245,Demetrius Jackson,PG,23,TOT,15,0,5.3,0.5,1.2,0.389,0.1,0.5,0.143,0.4,0.7,0.545,0.417,0.1,0.1,0.5,0.3,0.5,0.8,0.6,0.3,0.1,0.7,0.5,1.1,jacksde01,245,Demetrius Jackson,PG,23,TOT,15,0,80,3.2,8.1,0.389,0.5,3.2,0.143,2.7,5.0,0.545,0.5,0.9,0.5,2.3,3.2,5.4,4.1,2.3,0.5,4.5,3.2,7.2,jacksde01,77.0,105,jacksde01,245,Demetrius Jackson,PG,23,TOT,15,80,5.4,0.424,0.389,0.111,7.1,9.8,8.4,15.9,3.1,1.1,34.6,15.8,,-0.2,0.1,-0.1,-0.047,,-6.1,0.9,-5.2,-0.1,jacksde01,245,Demetrius Jackson,PG,23,TOT,15,80,55%,44%,2%,,,-22.9,-31.1,6,3,4,0,1,0,21,0,3,jacksde01,245,Demetrius Jackson,PG,23,TOT,15,80,0.389,10.1,,0.611,0.611,0.0,0.0,0.0,0.389,,0.545,0.545,,,,0.143,,0.167,0.0,,0.056,1,,0.143,0.0,,0,0,jacksde01
301,246,Josh Jackson,SF,20,PHO,77,35,25.4,5.1,12.1,0.417,0.7,2.8,0.263,4.3,9.3,0.464,0.448,2.3,3.6,0.634,1.2,3.3,4.6,1.5,1.0,0.5,1.9,2.8,13.1,jacksjo02,246,Josh Jackson,SF,20,PHO,77,35,1959,7.1,17.1,0.417,1.0,4.0,0.263,6.1,13.1,0.464,3.3,5.1,0.634,1.7,4.7,6.5,2.2,1.5,0.6,2.7,4.0,18.6,jacksjo02,93.0,112,jacksjo02,246,Josh Jackson,SF,20,PHO,77,1959,11.8,0.48,0.233,0.299,5.1,14.2,9.6,10.1,2.0,1.4,12.2,26.0,,-2.0,1.2,-0.7,-0.018,,-2.8,-1.4,-4.2,-1.1,jacksjo02,246,Josh Jackson,SF,20,PHO,77,1959,,26%,70%,4%,,-12.4,-5.6,64,49,92,18,130,9,285,24,82,jacksjo02,246,Josh Jackson,SF,20,PHO,77,1959,0.417,10.7,,0.767,0.349,0.193,0.111,0.115,0.233,,0.464,0.578,0.406,0.32,0.355,0.263,,0.361,0.912,,0.082,65,,0.235,0.294,,3,0,jacksjo02
302,247,Justin Jackson,SF,22,SAC,68,41,22.1,2.7,6.2,0.442,0.8,2.7,0.308,1.9,3.4,0.547,0.51,0.4,0.5,0.722,0.4,2.4,2.8,1.1,0.4,0.2,0.6,1.2,6.7,jacksju01,247,Justin Jackson,SF,22,SAC,68,41,1506,4.4,10.0,0.442,1.4,4.4,0.308,3.1,5.6,0.547,0.6,0.9,0.722,0.6,3.8,4.5,1.8,0.7,0.3,1.0,1.9,10.8,jacksju01,103.0,114,jacksju01,247,Justin Jackson,SF,22,SAC,68,1506,9.2,0.521,0.442,0.086,2.0,12.6,7.1,7.2,0.9,0.8,8.4,14.2,,0.4,0.5,1.0,0.031,,-2.4,-1.1,-3.5,-0.6,jacksju01,247,Justin Jackson,SF,22,SAC,68,1506,,,61%,39%,,-7.9,-0.4,20,5,45,1,20,7,181,10,12,jacksju01,247,Justin Jackson,SF,22,SAC,68,1506,0.442,15.4,,0.558,0.186,0.15,0.112,0.11,0.442,,0.547,0.756,0.46,0.426,0.435,0.308,,0.711,1.0,,0.024,10,,0.384,0.366,,2,0,jacksju01
303,248,Reggie Jackson,PG,27,DET,45,45,26.7,5.5,12.8,0.426,1.2,3.8,0.308,4.3,9.1,0.475,0.471,2.5,3.0,0.836,0.6,2.1,2.8,5.3,0.6,0.1,2.2,1.9,14.6,jacksre01,248,Reggie Jackson,PG,27,DET,45,45,1201,7.4,17.3,0.426,1.6,5.1,0.308,5.8,12.2,0.475,3.4,4.0,0.836,0.9,2.9,3.7,7.1,0.8,0.1,3.0,2.6,19.7,jacksre01,105.0,111,jacksre01,248,Reggie Jackson,PG,27,DET,45,1201,15.9,0.516,0.293,0.232,2.6,9.0,5.7,32.8,1.1,0.3,13.5,27.1,,1.1,0.9,2.0,0.078,,1.0,-1.4,-0.4,0.5,jacksre01,248,Reggie Jackson,PG,27,DET,45,1201,100%,,,,,1.3,2.1,54,28,25,6,56,8,582,11,26,jacksre01,248,Reggie Jackson,PG,27,DET,45,1201,0.426,13.7,,0.707,0.156,0.251,0.172,0.128,0.293,,0.475,0.6,0.434,0.515,0.351,0.308,,0.088,0.577,,0.009,3,,0.142,0.417,,3,0,jacksre01
304,249,LeBron James,PF,33,CLE,82,82,36.9,10.5,19.3,0.542,1.8,5.0,0.367,8.6,14.3,0.603,0.59,4.7,6.5,0.731,1.2,7.5,8.6,9.1,1.4,0.9,4.2,1.7,27.5,jamesle01,249,LeBron James,PF,33,CLE,82,82,3026,10.2,18.8,0.542,1.8,4.8,0.367,8.4,14.0,0.603,4.6,6.3,0.731,1.2,7.3,8.4,8.9,1.4,0.8,4.1,1.6,26.8,jamesle01,118.0,109,jamesle01,249,LeBron James,PF,33,CLE,82,3026,28.6,0.621,0.257,0.336,3.7,22.3,13.1,44.4,1.9,2.0,16.1,31.6,,11.0,3.0,14.0,0.221,,7.3,1.4,8.7,8.2,jamesle01,249,LeBron James,PF,33,CLE,82,3026,,,10%,79%,12%,1.4,1.9,217,77,44,28,252,4,1836,85,68,jamesle01,249,LeBron James,PF,33,CLE,82,3026,0.542,10.9,,0.743,0.423,0.114,0.089,0.118,0.257,,0.603,0.766,0.378,0.421,0.371,0.367,,0.301,0.356,,0.08,120,,0.084,0.382,,1,0,jamesle01
305,250,Mike James,PG,27,TOT,36,10,19.1,3.4,8.9,0.383,0.7,2.7,0.265,2.7,6.2,0.435,0.424,1.8,2.3,0.762,0.4,2.1,2.5,3.5,0.8,0.2,1.4,1.3,9.3,jamesmi02,250,Mike James,PG,27,TOT,36,10,687,6.4,16.8,0.383,1.4,5.1,0.265,5.1,11.7,0.435,3.4,4.4,0.762,0.7,4.0,4.7,6.6,1.5,0.4,2.6,2.5,17.6,jamesmi02,99.0,113,jamesmi02,250,Mike James,PG,27,TOT,36,687,13.9,0.469,0.305,0.262,2.0,12.2,7.0,29.4,2.0,0.8,12.0,25.1,,-0.1,0.3,0.2,0.017,,-0.5,-1.0,-1.5,0.1,jamesmi02,250,Mike James,PG,27,TOT,36,687,96%,4%,,,,-3.0,7.9,30,14,22,2,36,5,303,6,22,jamesmi02,250,Mike James,PG,27,TOT,36,687,0.383,13.2,,0.695,0.24,0.199,0.115,0.137,0.305,,0.435,0.558,0.438,0.351,0.295,0.265,,0.082,0.269,,0.028,5,,0.112,0.545,,1,0,jamesmi02
308,251,Al Jefferson,C,33,IND,36,1,13.4,3.1,5.8,0.534,0.0,0.1,0.0,3.1,5.7,0.541,0.534,0.8,1.0,0.833,0.8,3.1,4.0,0.8,0.4,0.6,0.6,1.8,7.0,jeffeal01,251,Al Jefferson,C,33,IND,36,1,484,8.3,15.5,0.534,0.0,0.2,0.0,8.3,15.2,0.541,2.2,2.7,0.833,2.2,8.4,10.6,2.2,1.2,1.7,1.6,4.9,18.7,jeffeal01,113.0,104,jeffeal01,251,Al Jefferson,C,33,IND,36,484,20.2,0.563,0.014,0.173,7.0,26.2,16.7,10.0,1.7,4.2,8.6,22.5,,0.8,0.8,1.6,0.158,,0.6,1.5,2.0,0.5,jeffeal01,251,Al Jefferson,C,33,IND,36,484,,,,,100%,-1.7,-3.8,9,7,43,1,23,0,68,12,19,jeffeal01,251,Al Jefferson,C,33,IND,36,484,0.534,8.3,,0.986,0.284,0.303,0.226,0.173,0.014,,0.541,0.576,0.571,0.617,0.333,0.0,,0.595,,,0.043,9,,0.0,,,0,0,jeffeal01
309,252,Richard Jefferson,SF,37,DEN,20,0,8.2,0.6,1.4,0.444,0.1,0.4,0.286,0.5,1.0,0.5,0.481,0.2,0.4,0.571,0.1,0.8,0.9,0.8,0.1,0.1,0.3,0.6,1.5,jefferi01,252,Richard Jefferson,SF,37,DEN,20,0,163,2.7,6.0,0.444,0.4,1.5,0.286,2.2,4.4,0.5,0.9,1.5,0.571,0.4,3.3,3.8,3.3,0.4,0.2,1.1,2.4,6.6,jefferi01,106.0,115,jefferi01,252,Richard Jefferson,SF,37,DEN,20,163,6.4,0.499,0.259,0.259,1.4,10.3,5.9,12.0,0.6,0.5,14.3,9.4,,0.1,0.0,0.1,0.029,,-3.5,-0.8,-4.3,-0.1,jefferi01,252,Richard Jefferson,SF,37,DEN,20,163,,3%,70%,27%,,-13.5,-15.4,5,0,6,0,4,0,39,1,1,jefferi01,252,Richard Jefferson,SF,37,DEN,20,163,0.444,11.0,,0.741,0.222,0.333,0.148,0.037,0.259,,0.5,0.667,0.444,0.5,0.0,0.286,,0.5,0.5,,0.037,1,,0.0,,,0,0,jefferi01
310,253,Brandon Jennings,PG,28,MIL,14,0,14.6,1.9,5.1,0.375,0.6,2.4,0.273,1.3,2.8,0.462,0.438,0.7,0.7,1.0,0.4,1.9,2.2,3.1,0.4,0.3,1.3,0.8,5.2,jennibr01,253,Brandon Jennings,PG,28,MIL,14,0,205,4.7,12.6,0.375,1.6,5.8,0.273,3.2,6.8,0.462,1.8,1.8,1.0,0.9,4.6,5.4,7.7,1.1,0.7,3.2,1.9,12.8,jennibr01,99.0,111,jennibr01,253,Brandon Jennings,PG,28,MIL,14,205,12.7,0.478,0.458,0.139,2.9,14.8,8.9,31.1,1.5,1.7,19.1,20.8,,0.0,0.1,0.1,0.026,,-1.2,-2.2,-3.4,-0.1,jennibr01,253,Brandon Jennings,PG,28,MIL,14,205,100%,,,,,-13.7,-14.4,14,3,3,1,5,1,93,2,2,jennibr01,253,Brandon Jennings,PG,28,MIL,14,205,0.375,16.9,,0.542,0.125,0.125,0.125,0.167,0.458,,0.462,0.556,0.333,0.333,0.583,0.273,,0.222,0.667,,0.0,0,,0.121,0.25,,0,0,jennibr01
311,254,Jonas Jerebko,PF,30,UTA,74,19,15.3,2.1,4.6,0.466,0.9,2.1,0.414,1.3,2.5,0.511,0.562,0.6,0.8,0.807,0.7,2.6,3.3,0.6,0.3,0.2,0.4,1.7,5.8,jerebjo01,254,Jonas Jerebko,PF,30,UTA,74,19,1134,5.0,10.8,0.466,2.1,5.0,0.414,3.0,5.8,0.511,1.5,1.8,0.807,1.7,6.1,7.8,1.3,0.8,0.4,0.9,4.0,13.6,jerebjo01,118.0,106,jerebjo01,254,Jonas Jerebko,PF,30,UTA,74,1134,13.2,0.586,0.46,0.167,5.4,19.1,12.3,5.7,1.1,0.9,6.9,15.6,,1.8,1.6,3.4,0.144,,-0.4,0.4,0.1,0.6,jerebjo01,254,Jonas Jerebko,PF,30,UTA,74,1134,,,,94%,6%,3.2,-2.1,12,4,58,7,25,3,104,5,15,jerebjo01,254,Jonas Jerebko,PF,30,UTA,74,1134,0.466,14.0,,0.54,0.261,0.176,0.041,0.062,0.46,,0.511,0.708,0.3,0.5,0.286,0.414,,0.691,1.0,,0.038,13,,0.42,0.53,,0,0,jerebjo01
312,255,Amir Johnson,C,30,PHI,74,18,15.8,1.9,3.5,0.538,0.1,0.4,0.313,1.8,3.1,0.57,0.558,0.7,1.1,0.612,1.7,2.8,4.5,1.6,0.6,0.6,0.7,2.6,4.6,johnsam01,255,Amir Johnson,C,30,PHI,74,18,1171,4.3,8.0,0.538,0.3,1.0,0.313,4.0,7.0,0.57,1.6,2.6,0.612,3.8,6.4,10.1,3.6,1.4,1.4,1.7,5.9,10.5,johnsam01,121.0,103,johnsam01,255,Amir Johnson,C,30,PHI,74,1171,14.9,0.575,0.123,0.327,11.8,18.3,15.2,13.9,1.8,3.1,15.6,12.8,,2.1,2.0,4.1,0.169,,-1.2,2.2,1.0,0.9,johnsam01,255,Amir Johnson,C,30,PHI,74,1171,,,,2%,98%,1.0,-5.3,22,8,102,13,36,4,269,6,28,johnsam01,255,Amir Johnson,C,30,PHI,74,1171,0.538,6.5,,0.877,0.431,0.385,0.038,0.027,0.123,,0.57,0.714,0.45,0.2,0.429,0.313,,0.654,1.0,,0.077,17,,0.281,0.333,,1,0,johnsam01
313,256,Brice Johnson,PF,23,TOT,18,0,5.4,1.1,2.3,0.476,0.0,0.1,0.0,1.1,2.3,0.488,0.476,0.2,0.3,0.6,0.5,1.2,1.7,0.1,0.5,0.3,0.3,0.7,2.4,johnsbr02,256,Brice Johnson,PF,23,TOT,18,0,98,7.3,15.4,0.476,0.0,0.4,0.0,7.3,15.1,0.488,1.1,1.8,0.6,3.3,8.1,11.4,0.7,3.3,2.2,1.8,4.8,15.8,johnsbr02,96.0,99,johnsbr02,256,Brice Johnson,PF,23,TOT,18,98,18.2,0.486,0.024,0.119,10.4,25.5,17.9,3.4,4.5,5.5,10.2,22.3,,0.0,0.2,0.2,0.082,,-2.1,1.7,-0.4,0.0,johnsbr02,256,Brice Johnson,PF,23,TOT,18,98,,,,65%,35%,-7.2,-3.4,2,1,8,1,3,0,5,1,3,johnsbr02,256,Brice Johnson,PF,23,TOT,18,98,0.476,9.0,,0.976,0.333,0.262,0.095,0.286,0.024,,0.488,0.714,0.364,0.75,0.25,0.0,,0.65,,,0.048,2,,0.0,,,0,0,johnsbr02
316,257,Dakari Johnson,C,22,OKC,31,6,5.2,0.7,1.3,0.564,0.0,0.0,,0.7,1.3,0.564,0.564,0.4,0.6,0.55,0.5,0.6,1.1,0.3,0.2,0.3,0.1,0.9,1.8,johnsda04,257,Dakari Johnson,C,22,OKC,31,6,161,4.9,8.7,0.564,0.0,0.0,,4.9,8.7,0.564,2.5,4.5,0.55,3.6,4.0,7.6,1.8,1.3,1.8,0.7,6.0,12.3,johnsda04,128.0,106,johnsda04,257,Dakari Johnson,C,22,OKC,31,161,16.4,0.575,0.0,0.513,10.7,12.8,11.7,7.2,1.8,4.5,5.9,13.5,,0.4,0.2,0.6,0.178,,-1.2,0.9,-0.3,0.1,johnsda04,257,Dakari Johnson,C,22,OKC,31,161,,,,,100%,10.2,7.2,1,0,14,2,6,2,21,0,4,johnsda04,257,Dakari Johnson,C,22,OKC,31,161,0.564,3.9,,1.0,0.538,0.308,0.128,0.026,0.0,,0.564,0.619,0.417,0.6,1.0,,,0.727,,,0.128,5,,,,,0,0,johnsda04
